"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.111266667E-2,-1.451031864E-1,1.263402551E-1,-3.570291027E-2
2.111966667E-2,-1.951424181E-1,1.571265459E-1,-5.332029611E-2
3.112666667E-2,-2.325691432E-1,1.840527058E-1,-8.301480860E-2
4.113366667E-2,-2.473575324E-1,1.876428127E-1,-1.055417806E-1
5.114066667E-2,-2.300166339E-1,1.618857831E-1,-1.010290533E-1
6.114766667E-2,-1.829062700E-1,1.279563457E-1,-8.252796531E-2
7.115466667E-2,-1.462878138E-1,1.224523857E-1,-1.374482065E-1
8.116266667E-2,-1.071762294E-1,1.597466469E-1,-1.543095112E-1
9.116966667E-2,-1.527080778E-2,2.004373521E-1,-1.268142462E-1
1.011766667E-1,7.715132833E-2,1.962579638E-1,-7.229699194E-2
1.111836667E-1,1.532122642E-1,1.615892053E-1,-3.398616333E-3
1.211906667E-1,1.980982721E-1,1.042535231E-1,5.905397981E-2
1.311976667E-1,1.989329010E-1,5.856087059E-2,1.210297346E-1
1.412046667E-1,1.689995080E-1,3.468403220E-2,1.830526292E-1
1.512116667E-1,1.214025691E-1,3.921900317E-2,2.331119478E-1
1.612196667E-1,7.040569186E-2,5.414894968E-2,2.544289529E-1
1.712266667E-1,1.503143646E-2,8.117699623E-2,2.645608485E-1
1.812336667E-1,-4.142891243E-2,1.077611893E-1,2.686520219E-1
1.912406667E-1,-8.174783736E-2,1.318833083E-1,2.753114998E-1
2.012476667E-1,-1.018738747E-1,1.437450349E-1,2.729793787E-1
2.112546667E-1,-1.042696312E-1,1.452338248E-1,2.645574212E-1
2.212616667E-1,-1.019331291E-1,1.409674883E-1,2.515147328E-1
2.312686667E-1,-1.059081629E-1,1.235120595E-1,2.426961958E-1
2.412756667E-1,-1.133616716E-1,1.009334326E-1,2.323583215E-1
2.512836667E-1,-1.157057881E-1,7.958633453E-2,2.291747779E-1
2.612906667E-1,-1.201249510E-1,6.573361903E-2,2.335236818E-1
2.712976667E-1,-1.292167157E-1,5.378800631E-2,2.340539247E-1
2.813046667E-1,-1.421607882E-1,4.831561074E-2,2.363463044E-1
2.913116667E-1,-1.646953970E-1,3.340510651E-2,2.347502708E-1
3.013186667E-1,-1.823201030E-1,2.623642609E-2,2.453211546E-1
3.113256667E-1,-1.989792436E-1,1.885494217E-2,2.674035430E-1
3.213326667E-1,-2.203181535E-1,1.684990712E-2,2.934281230E-1
3.313406667E-1,-2.397371382E-1,5.183131900E-3,3.221716285E-1
3.413476667E-1,-2.468135655E-1,-1.459475607E-2,3.462628424E-1
3.513546667E-1,-2.294795811E-1,-3.472639248E-2,3.628362119E-1
3.613616667E-1,-1.790656894E-1,-5.526925623E-2,3.798041344E-1
3.713686667E-1,-9.349592775E-2,-6.425183266E-2,3.952270448E-1
3.813756667E-1,1.844870485E-2,-6.294639409E-2,3.977404833E-1
3.913826667E-1,1.356600225E-1,-3.500343859E-2,3.973572552E-1
4.013896667E-1,1.891601384E-1,1.930629462E-2,3.877980113E-1
4.113976667E-1,1.529999971E-1,6.438428909E-2,3.762414753E-1
4.214046667E-1,5.001356825E-2,8.122253418E-2,3.667409122E-1
4.314116667E-1,-8.695705980E-2,7.832261175E-2,3.571191728E-1
4.414186667E-1,-2.145203799E-1,6.095151603E-2,3.377056420E-1
4.514256667E-1,-3.153519332E-1,3.391004354E-2,3.052052259E-1
4.614326667E-1,-3.822397292E-1,1.581515744E-2,2.557944357E-1
