"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.225541667E-3,-3.725047037E-2,1.128059700E-1,2.700111829E-2
1.523354166E-2,-1.255225390E-1,1.717856526E-1,2.106919326E-2
2.524154166E-2,-2.039291859E-1,2.158649117E-1,7.723746821E-3
3.525054167E-2,-2.521337271E-1,2.395164371E-1,-3.572850255E-3
4.525854166E-2,-2.596174181E-1,2.318518013E-1,-2.593361400E-2
5.526654166E-2,-2.329953760E-1,2.317649722E-1,-4.761201143E-2
6.527554167E-2,-1.856639534E-1,2.244719416E-1,-4.238062724E-2
7.528354166E-2,-1.116309986E-1,1.989375651E-1,-2.380055189E-2
8.529254165E-2,-9.079827927E-3,1.528289169E-1,-9.871946648E-3
9.530054167E-2,1.336413771E-1,1.225554422E-1,1.568428054E-2
1.053085417E-1,2.582862377E-1,5.739746615E-2,5.099331960E-2
1.153175417E-1,3.339714110E-1,2.700786851E-2,1.148354188E-1
1.253255417E-1,3.596978784E-1,5.401901901E-3,1.932261139E-1
1.353335417E-1,3.483703732E-1,-1.142155193E-2,2.726269364E-1
1.453425417E-1,3.273358047E-1,-4.536528140E-2,3.166741431E-1
1.553505417E-1,3.123160899E-1,-8.633854240E-2,3.158712089E-1
1.653595417E-1,2.990356982E-1,-1.307740957E-1,2.997348309E-1
1.753675417E-1,2.825376987E-1,-1.621208340E-1,2.686403096E-1
1.853755417E-1,2.490364909E-1,-1.774118096E-1,2.361252457E-1
1.953845417E-1,1.971756816E-1,-1.800999939E-1,2.109535784E-1
2.053925417E-1,1.480536461E-1,-1.680705994E-1,1.984193921E-1
2.154005417E-1,1.237275302E-1,-1.420110464E-1,1.991429776E-1
2.254095417E-1,1.125751957E-1,-1.151096746E-1,2.095140070E-1
2.354175417E-1,9.632911533E-2,-1.183757707E-1,2.184321284E-1
2.454265417E-1,6.614271551E-2,-1.307129711E-1,2.119782269E-1
2.554345417E-1,1.443583891E-2,-1.677053422E-1,1.816046089E-1
2.654425417E-1,-4.545293003E-2,-2.095260620E-1,1.325519830E-1
2.754515417E-1,-9.974253178E-2,-2.213156074E-1,8.987988532E-2
2.854595417E-1,-1.483766884E-1,-2.172225118E-1,6.199079752E-2
2.954675417E-1,-1.807780415E-1,-1.598641574E-1,6.028584018E-2
3.054765417E-1,-2.143955827E-1,-7.910138369E-2,7.141345739E-2
3.154845417E-1,-2.507213652E-1,-1.046453044E-2,7.704391330E-2
3.254935417E-1,-3.042259514E-1,3.571972996E-2,8.228461444E-2
3.355015417E-1,-3.586369753E-1,4.035469517E-2,8.125583827E-2
3.455095417E-1,-3.910599351E-1,1.080082729E-4,6.573013961E-2
3.555185417E-1,-3.798227310E-1,-5.035516620E-2,3.633283451E-2
3.655265417E-1,-3.322149217E-1,-5.726382509E-2,8.047868498E-3
3.755345417E-1,-2.666250169E-1,-3.595806658E-3,6.484060548E-3
3.855435417E-1,-1.996940970E-1,1.022312269E-1,4.062971100E-2
3.955515417E-1,-1.320324987E-1,2.312539220E-1,1.034917682E-1
4.055605417E-1,-6.217108294E-2,3.317404091E-1,1.627848446E-1
4.155685417E-1,2.662483230E-2,4.000049531E-1,1.898910254E-1
