"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.796811104E-1,4.289997019E1,1.304213888E2,5.115473942E1,8.062368735E-1,1.096469762E2,9.327662121E0,3.461735821E0
1.379670501E0,4.289997367E1,1.304213599E2,5.078519320E1,2.843405422E0,7.644752042E1,7.290157262E0,3.378325398E0
2.379660010E0,4.289996745E1,1.304213888E2,5.068352738E1,2.557843419E0,1.028896192E2,7.367893387E0,3.375033264E0
3.379649162E0,4.289996005E1,1.304213955E2,5.038618527E1,2.551652380E0,1.022383222E2,6.244582694E0,3.593098870E0
4.379637480E0,4.289995702E1,1.304214189E2,5.041002863E1,2.645800295E0,9.357655552E1,5.619411324E0,3.985306627E0
5.379626393E0,4.289995501E1,1.304214424E2,5.043447889E1,2.300869708E0,9.286263012E1,5.337532660E0,3.967149605E0
6.379614234E0,4.289995341E1,1.304214605E2,5.048820206E1,1.964714614E0,8.996313866E1,5.281574849E0,3.764415594E0
7.379602909E0,4.289995301E1,1.304214752E2,5.059434317E1,1.945724770E0,9.196790698E1,5.288025108E0,3.401291767E0
8.379591823E0,4.289995226E1,1.304214986E2,5.075804317E1,1.956145190E0,9.313576107E1,5.732312672E0,3.000000000E0
9.379580617E0,4.289995491E1,1.304214705E2,5.090225240E1,1.940353785E0,8.326607356E1,1.563279112E1,3.000000000E0
1.037956762E1,4.289996389E1,1.304215141E2,5.102942067E1,1.952899709E0,8.334698886E1,1.503627861E1,3.000000000E0
1.137955523E1,4.289996280E1,1.304215222E2,5.113524853E1,1.963382670E0,8.312521469E1,1.304912177E1,3.000000000E0
1.237954247E1,4.289995760E1,1.304215300E2,5.122120870E1,1.817386966E0,8.749962596E1,1.552523730E1,3.000000000E0
1.337952971E1,4.289995079E1,1.304215394E2,5.128446017E1,1.774914606E0,8.898799359E1,2.041034627E1,3.000000000E0
1.437951779E1,4.289994926E1,1.304215335E2,5.127959702E1,0.000000000E0,8.898799160E1,2.625335038E1,3.000000000E0
1.537950504E1,4.289994865E1,1.304215319E2,5.127959702E1,0.000000000E0,8.898799160E1,3.039723028E1,3.000000000E0
1.637949216E1,4.289998108E1,1.304215716E2,5.127959702E1,0.000000000E0,8.898799160E1,2.029805147E1,3.000000000E0
1.737948000E1,4.289997890E1,1.304215866E2,5.136837288E1,0.000000000E0,NaN,1.954501705E1,3.000000000E0
1.837946725E1,4.289997413E1,1.304215932E2,5.137272585E1,0.000000000E0,NaN,1.790036395E1,3.000000000E0
1.937945402E1,4.289997134E1,1.304215996E2,5.137233449E1,0.000000000E0,NaN,1.685426061E1,3.000000000E0
2.037944043E1,4.289996931E1,1.304216043E2,5.137233449E1,0.000000000E0,NaN,1.605050896E1,3.000000000E0
2.137942779E1,4.289996709E1,1.304216128E2,5.131036813E1,1.464863420E0,9.369384246E1,1.546182475E1,3.000000000E0
