"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.899208354E-3,-3.617588806E1,9.355194092E0,-4.032092285E1
1.690620833E-2,-3.625720215E1,9.512001038E0,-4.062634277E1
2.691320833E-2,-3.628600311E1,9.591194153E0,-4.058581543E1
3.692120835E-2,-3.634450531E1,9.821079254E0,-4.009179688E1
4.692820835E-2,-3.628784561E1,9.999431610E0,-4.050592041E1
5.693520835E-2,-3.625055313E1,1.017549896E1,-3.993127441E1
6.694320834E-2,-3.623940659E1,1.008605957E1,-4.016729736E1
7.695020834E-2,-3.630503464E1,1.018621445E1,-4.048168945E1
8.695720835E-2,-3.609555817E1,1.000420380E1,-3.994909668E1
9.696520833E-2,-3.606411743E1,1.001638031E1,-4.060266113E1
1.069722083E-1,-3.600194931E1,9.904563904E0,-4.075280762E1
1.169792083E-1,-3.596092987E1,9.956584930E0,-4.010498047E1
1.269862083E-1,-3.596092987E1,9.956584930E0,-4.010498047E1
1.369942084E-1,-3.610026932E1,1.001890945E1,-4.093402100E1
1.470012083E-1,-3.596609497E1,9.958278656E0,-4.053234863E1
1.570082083E-1,-3.583403778E1,9.924877167E0,-4.121203613E1
1.670162083E-1,-3.576675034E1,9.816799164E0,-4.153063965E1
1.770232084E-1,-3.552898788E1,9.897842407E0,-4.083062744E1
1.870302084E-1,-3.546559525E1,1.005780411E1,-4.127587891E1
1.970382083E-1,-3.539608383E1,1.012356949E1,-4.098907471E1
2.070452083E-1,-3.546156693E1,1.025743866E1,-4.065270996E1
2.170522083E-1,-3.561349869E1,1.038882828E1,-4.138659668E1
2.270602083E-1,-3.566789627E1,1.051290894E1,-4.084295654E1
2.370672083E-1,-3.573397446E1,1.069668961E1,-4.104168701E1
2.470740833E-1,-3.589279938E1,1.073041916E1,-4.105590820E1
2.570820833E-1,-3.588870621E1,1.077799225E1,-4.035900879E1
2.670890834E-1,-3.591671753E1,1.088158035E1,-4.088262939E1
2.770960833E-1,-3.597900009E1,1.087222290E1,-4.054736328E1
2.871040833E-1,-3.608154297E1,1.098903656E1,-4.098834229E1
2.971110833E-1,-3.601133728E1,1.107670975E1,-4.094958496E1
3.071180834E-1,-3.616588974E1,1.113829422E1,-4.048278809E1
3.171250834E-1,-3.615015793E1,1.119342804E1,-4.108776855E1
3.271330833E-1,-3.635011292E1,1.119261551E1,-4.083050537E1
3.371400833E-1,-3.658309937E1,1.119334412E1,-4.071289062E1
3.471470833E-1,-3.670508957E1,1.132672501E1,-4.101885986E1
3.571550833E-1,-3.684845734E1,1.145481110E1,-4.048107910E1
3.671620833E-1,-3.695586014E1,1.166069031E1,-4.041473389E1
3.771690833E-1,-3.724513626E1,1.173215866E1,-3.990606689E1
3.871770834E-1,-3.757223511E1,1.176767349E1,-3.948669434E1
3.971840834E-1,-3.761909103E1,1.176837921E1,-3.990362549E1
4.071910833E-1,-3.782477570E1,1.187948608E1,-3.958776855E1
4.171990833E-1,-3.790409851E1,1.195411682E1,-4.000427246E1
4.272060833E-1,-3.796932220E1,1.197017288E1,-4.013293457E1
4.372130834E-1,-3.788960266E1,1.193309021E1,-3.961785889E1
4.472210833E-1,-3.797093964E1,1.199305344E1,-4.024127197E1
4.572280833E-1,-3.812350845E1,1.212409210E1,-4.012359619E1
4.672350833E-1,-3.809522629E1,1.231209183E1,-3.993078613E1
4.772420833E-1,-3.802935410E1,1.236029434E1,-4.008532715E1
4.872500833E-1,-3.809284592E1,1.262982941E1,-3.940716553E1
4.972570833E-1,-3.812838364E1,1.279581070E1,-4.006109619E1
5.072640833E-1,-3.811014938E1,1.297989655E1,-3.977038574E1
5.172720834E-1,-3.815517426E1,1.306929398E1,-3.930426025E1
5.272790834E-1,-3.798593903E1,1.329008865E1,-3.956793213E1
5.372860833E-1,-3.806171417E1,1.346775818E1,-3.889678955E1
5.472940833E-1,-3.806171417E1,1.346775818E1,-3.889678955E1
5.573010833E-1,-3.810170746E1,1.359772873E1,-3.952496338E1
5.673080834E-1,-3.821347427E1,1.365983963E1,-3.952258301E1
5.773160833E-1,-3.812442017E1,1.364177704E1,-3.913055420E1
5.873230833E-1,-3.806475830E1,1.377122879E1,-3.969580078E1
5.973300833E-1,-3.800799561E1,1.386306763E1,-3.946557617E1
6.073380834E-1,-3.779391479E1,1.380056000E1,-3.931140137E1
6.173450833E-1,-3.764041138E1,1.392819595E1,-3.991247559E1
6.273520833E-1,-3.755897522E1,1.388291550E1,-3.960162354E1
6.373590833E-1,-3.734986877E1,1.412500381E1,-4.003887939E1
6.473670834E-1,-3.744878769E1,1.410899734E1,-4.009185791E1
6.573740834E-1,-3.736663437E1,1.413546753E1,-3.959356689E1
6.673810833E-1,-3.747473907E1,1.420153046E1,-4.001586914E1
6.773890833E-1,-3.748728561E1,1.418241119E1,-3.964465332E1
6.873960833E-1,-3.728612518E1,1.424287033E1,-3.969604492E1
6.974030834E-1,-3.723725891E1,1.423816681E1,-3.986389160E1
7.074110833E-1,-3.729626846E1,1.406876755E1,-3.939660645E1
7.174180833E-1,-3.713801575E1,1.414883804E1,-3.976702881E1
7.274250833E-1,-3.711606216E1,1.392824554E1,-3.955603027E1
7.374330834E-1,-3.696929169E1,1.367459488E1,-3.958087158E1
7.474400833E-1,-3.678665161E1,1.361709595E1,-4.019531250E1
7.574470833E-1,-3.663680649E1,1.339122391E1,-4.006097412E1
7.674540833E-1,-3.652823639E1,1.327400589E1,-4.068762207E1
7.774620834E-1,-3.642831421E1,1.317938232E1,-4.068182373E1
7.874690834E-1,-3.626312256E1,1.284239578E1,-4.043750000E1
7.974760833E-1,-3.609796524E1,1.284877396E1,-4.071392822E1
8.074840833E-1,-3.590156555E1,1.263137436E1,-4.048907471E1
8.174910833E-1,-3.588641739E1,1.250027084E1,-4.094378662E1
8.274980834E-1,-3.556226730E1,1.233773804E1,-4.089514160E1
