"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.986706257E-2,4.290024704E1,1.304216811E2,5.149136204E1,NaN,NaN,3.799891405E1,3.000000000E1
5.733322024E0,4.290008296E1,1.304215478E2,5.182062868E1,NaN,NaN,2.482735897E1,3.000000000E1
1.189539099E1,4.290015358E1,1.304216201E2,5.164188114E1,NaN,NaN,2.789374716E1,3.000000000E1
1.772833407E1,4.290010891E1,1.304216074E2,5.165870789E1,NaN,NaN,2.782789745E1,3.000000000E1
2.373144603E1,4.290015203E1,1.304215475E2,5.166985225E1,NaN,NaN,2.493761885E1,3.000000000E1
2.974051607E1,4.290014386E1,1.304216591E2,5.186842582E1,NaN,NaN,3.186936810E1,3.000000000E1
3.589879000E1,4.290008537E1,1.304216290E2,5.223765182E1,NaN,NaN,3.031400602E1,3.000000000E1
4.173562300E1,4.290014665E1,1.304216665E2,5.202216886E1,NaN,NaN,3.158219922E1,3.000000000E1
4.773745000E1,4.290013937E1,1.304217016E2,5.200252909E1,NaN,NaN,2.247854551E1,3.000000000E1
5.373270702E1,4.290011804E1,1.304217203E2,5.202035152E1,NaN,NaN,2.530277088E1,3.000000000E1
6.178332198E1,4.290007968E1,1.304217237E2,5.196090343E1,NaN,NaN,3.759077389E1,3.000000000E1
6.771235907E1,4.289977418E1,1.304224415E2,5.378092011E1,NaN,NaN,1.821931827E2,3.000000000E1
7.373023307E1,4.290010285E1,1.304217706E2,5.187322284E1,NaN,NaN,3.719989413E1,3.000000000E1
7.973632598E1,4.290024109E1,1.304217428E2,5.160962057E1,NaN,NaN,3.778313832E1,3.000000000E1
8.572632802E1,4.290019076E1,1.304217536E2,5.162637255E1,NaN,NaN,3.719174299E1,3.000000000E1
9.172741401E1,4.290051284E1,1.304217589E2,5.167364834E1,NaN,NaN,1.020606399E2,3.000000000E1
9.788901508E1,4.290022345E1,1.304217673E2,5.181594050E1,NaN,NaN,3.480732463E1,3.000000000E1
1.037248271E2,4.290023663E1,1.304218124E2,5.178713755E1,NaN,NaN,3.678805392E1,3.000000000E1
1.097284930E2,4.290022788E1,1.304217868E2,5.176821154E1,NaN,NaN,3.554389290E1,3.000000000E1
1.157355660E2,4.290022560E1,1.304217849E2,5.179772365E1,NaN,NaN,2.563284163E1,3.000000000E1
1.219043410E2,4.290024693E1,1.304217757E2,5.164859710E1,NaN,NaN,2.925174538E1,3.000000000E1
1.277298620E2,4.290024118E1,1.304217704E2,5.166475859E1,NaN,NaN,3.678648357E1,3.000000000E1
1.337262681E2,4.290028188E1,1.304217104E2,5.165292288E1,NaN,NaN,7.588200234E1,3.000000000E1
1.397300920E2,4.290026856E1,1.304217824E2,5.169396749E1,NaN,NaN,3.405844964E1,3.000000000E1
1.457305081E2,4.290013561E1,1.304217122E2,5.178168081E1,NaN,NaN,3.679898640E1,3.000000000E1
1.517283090E2,4.290003515E1,1.304216021E2,5.197223269E1,NaN,NaN,3.778257824E1,3.000000000E1
1.577362200E2,4.290002278E1,1.304216517E2,5.200802286E1,NaN,NaN,3.494381836E1,3.000000000E1
1.617759291E2,4.290002670E1,1.304216424E2,5.200602396E1,NaN,NaN,1.156864690E2,3.000318305E1
1.637339420E2,4.290029241E1,1.304214473E2,5.157951264E1,NaN,NaN,2.797004776E1,3.000000000E1
1.697319860E2,4.290014795E1,1.304213941E2,5.174160545E1,NaN,NaN,2.206559668E1,3.000000000E1
1.757233701E2,4.290023951E1,1.304213808E2,5.140694947E1,NaN,NaN,2.127694950E1,3.000000000E1
1.817280010E2,4.290018062E1,1.304214333E2,5.183166370E1,NaN,NaN,1.861235433E1,3.000000000E1
1.873048340E2,4.290018064E1,1.304214134E2,5.154193581E1,NaN,NaN,2.439638698E1,3.000000000E1
1.937238060E2,4.290015818E1,1.304214443E2,5.128613835E1,NaN,NaN,1.941535720E1,3.000000000E1
1.941272570E2,4.290015835E1,1.304214445E2,5.127641328E1,NaN,NaN,1.951001630E1,3.000000000E1
1.997080771E2,4.290018437E1,1.304214549E2,5.172873779E1,NaN,NaN,2.044055606E1,3.000000000E1
2.058975461E2,4.290015396E1,1.304214986E2,5.135897481E1,NaN,NaN,1.601318004E1,3.000000000E1
2.117245910E2,4.290017884E1,1.304214899E2,5.149315293E1,NaN,NaN,2.552241745E1,3.000000000E1
2.120305800E2,4.290017856E1,1.304214905E2,5.149751313E1,NaN,NaN,2.558210548E1,3.000000050E1
2.120333220E2,4.290017856E1,1.304214905E2,5.149751313E1,NaN,NaN,2.558210548E1,3.000000050E1
2.127143891E2,4.290017881E1,1.304214899E2,5.149348290E1,NaN,NaN,2.590422984E1,3.000000644E1
