"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.762958324E-3,4.370910645E-2,1.764830017E-1,9.668843536E0
6.245041674E-3,5.044509888E-2,2.519261169E-1,9.565408630E0
1.625404166E-2,4.790039063E-2,4.005670166E-1,9.651329956E0
2.626204168E-2,2.236349487E-1,6.280938721E-1,9.778565369E0
3.627004167E-2,2.415975952E-1,8.192463684E-1,9.830357666E0
4.627804167E-2,1.028361511E-1,8.970845032E-1,9.901160431E0
5.628704168E-2,1.456471252E-1,8.491841125E-1,1.012255005E1
6.629504167E-2,1.145118713E-1,8.072712708E-1,1.038540344E1
7.630304167E-2,2.134561157E-1,6.665638733E-1,1.084629501E1
8.631204168E-2,9.400451660E-2,6.459068298E-1,1.073088501E1
9.632004167E-2,-3.667373657E-2,6.616241455E-1,1.038525375E1
1.063280417E-1,8.981323242E-4,6.170169067E-1,1.016820511E1
1.163360417E-1,7.484436035E-3,6.248007202E-1,1.013587234E1
1.263450417E-1,9.550140381E-2,6.348298645E-1,1.012374756E1
1.363530417E-1,1.335223389E-1,6.668632507E-1,9.994566193E0
1.463610417E-1,1.079255676E-1,6.836283875E-1,9.785750427E0
1.563700417E-1,6.825805664E-2,7.197033691E-1,9.548493805E0
1.663780417E-1,2.694396973E-3,6.810836792E-1,9.366023254E0
1.763860417E-1,-6.466552734E-2,6.592291260E-1,9.298663330E0
1.863940417E-1,-4.984634399E-2,6.945556641E-1,9.284143524E0
1.964030417E-1,-9.131011963E-3,7.050338745E-1,9.355395355E0
2.064110417E-1,-6.631210327E-2,7.096742249E-1,9.306447144E0
2.164190417E-1,-1.284329224E-1,6.792874146E-1,9.257947998E0
2.264270417E-1,-2.192939758E-1,6.315367126E-1,9.268725586E0
2.364360417E-1,-2.362088013E-1,5.622308350E-1,9.277108154E0
2.464440417E-1,-2.411485291E-1,5.583389282E-1,9.366472321E0
2.564520417E-1,-1.850152588E-1,5.501060486E-1,9.536219330E0
2.664610417E-1,-8.292755127E-2,5.330415344E-1,9.753866730E0
2.764690417E-1,-5.643264771E-2,5.125341797E-1,9.992620239E0
2.864770417E-1,-1.218466187E-1,4.311035156E-1,1.017598892E1
2.964850417E-1,-2.465373230E-1,3.420387268E-1,1.010503647E1
3.064940417E-1,-3.607498169E-1,3.498225403E-1,9.788145447E0
3.165020417E-1,-4.311035156E-1,4.802014160E-1,9.369466095E0
3.265100417E-1,-4.897814941E-1,5.804928589E-1,8.938212891E0
3.365190417E-1,-5.448669434E-1,6.706054688E-1,8.664432220E0
3.465270417E-1,-5.917195129E-1,6.376739502E-1,8.768615570E0
3.565350417E-1,-6.062393188E-1,4.617897034E-1,9.486223297E0
3.665430417E-1,-6.688092041E-1,2.788700867E-1,1.034408936E1
3.765520417E-1,-7.122189331E-1,2.206411743E-1,1.093595856E1
3.865600417E-1,-6.355783081E-1,1.971400452E-1,1.116483261E1
3.965680417E-1,-5.893244934E-1,3.706292725E-1,1.094209579E1
4.065760417E-1,-5.984555054E-1,6.162684631E-1,1.036534515E1
4.165850417E-1,-6.673123169E-1,8.777746582E-1,9.497599640E0
4.265930417E-1,-7.271878052E-1,1.209185486E0,8.977581024E0
