"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.802009583E-3,4.289999702E1,1.304210699E2,5.058947400E1,2.548693453E0,1.004815031E2,1.069714183E1,4.979570560E0
2.708899975E-2,4.289995158E1,1.304214212E2,4.875308446E1,NaN,NaN,2.750662899E1,4.987513939E0
3.997479677E-1,4.290000762E1,1.304215202E2,5.096774639E1,NaN,NaN,2.167176665E1,3.000000000E1
5.378862977E0,4.290000537E1,1.304215187E2,5.096811070E1,NaN,NaN,2.859528412E1,3.000040348E1
5.388741970E0,4.290000537E1,1.304215187E2,5.096811070E1,NaN,NaN,2.859534236E1,3.000040348E1
6.684347987E0,4.289996318E1,1.304215707E2,5.139951798E1,NaN,NaN,2.437494289E1,3.000000000E1
1.270107198E1,4.289999374E1,1.304216119E2,5.140685106E1,NaN,NaN,2.393319204E1,3.000000000E1
1.867841208E1,4.290001054E1,1.304215699E2,5.143144059E1,NaN,NaN,2.354956234E1,3.000000000E1
2.467941797E1,4.290001133E1,1.304216123E2,5.193769988E1,NaN,NaN,1.964359806E1,3.000000000E1
3.069545305E1,4.289996479E1,1.304216567E2,5.194412184E1,NaN,NaN,2.431754633E1,3.000000000E1
3.668218303E1,4.289998775E1,1.304216634E2,5.195380918E1,NaN,NaN,2.698207142E1,3.000000000E1
4.267981708E1,4.289994958E1,1.304216967E2,5.210532266E1,NaN,NaN,3.025904439E1,3.000000000E1
4.868864906E1,4.290004008E1,1.304217265E2,5.163552633E1,NaN,NaN,2.544673952E1,3.000000000E1
5.469119501E1,4.290004882E1,1.304217399E2,5.163322389E1,NaN,NaN,2.418130708E1,3.000000000E1
6.068317103E1,4.290008646E1,1.304217514E2,5.165563288E1,NaN,NaN,2.588293532E1,3.000000000E1
6.668308198E1,4.290007432E1,1.304217552E2,5.165861561E1,NaN,NaN,2.420997189E1,3.000000000E1
7.267856801E1,4.290003493E1,1.304217550E2,5.188055687E1,NaN,NaN,2.709736796E1,3.000000000E1
7.881343305E1,4.290000756E1,1.304217339E2,5.199141527E1,NaN,NaN,2.600759771E1,3.000000000E1
8.467778802E1,4.289996180E1,1.304215702E2,5.158662026E1,NaN,NaN,2.504427347E1,3.000000000E1
9.067764604E1,4.289993485E1,1.304215529E2,5.181585653E1,NaN,NaN,2.371944236E1,3.000000000E1
9.227401447E1,4.289998960E1,1.304216543E2,5.167029624E1,0.000000000E0,NaN,1.207901802E1,6.421115875E1
9.327399909E1,4.289999094E1,1.304216520E2,5.084979433E1,NaN,NaN,1.207743715E1,2.113266907E2
9.427398455E1,4.289999228E1,1.304216529E2,5.076529750E1,0.000000000E0,NaN,1.259111748E1,8.461556244E1
9.527396953E1,4.289999433E1,1.304216490E2,5.075684782E1,0.000000000E0,NaN,1.360762888E1,2.543335419E2
9.627395368E1,4.289999383E1,1.304216488E2,5.075600285E1,0.000000000E0,NaN,1.423047608E1,2.352151337E2
9.727393878E1,4.289998645E1,1.304216506E2,5.075591835E1,0.000000000E0,NaN,1.416005376E1,6.382458115E1
9.827539909E1,4.289998338E1,1.304216486E2,5.075590990E1,0.000000000E0,NaN,1.524494441E1,6.225484085E1
9.927540612E1,4.289998707E1,1.304216596E2,5.075590906E1,NaN,NaN,1.218179874E1,6.936335754E1
1.002753910E2,4.289998767E1,1.304216671E2,5.075590898E1,0.000000000E0,NaN,1.129645340E1,7.541668701E1
1.086942360E2,4.289996617E1,1.304214568E2,5.139285084E1,NaN,NaN,2.872840600E1,3.000000000E1
1.146821240E2,4.290004560E1,1.304215539E2,5.116966093E1,NaN,NaN,2.196207834E1,3.000000000E1
1.185868180E2,4.290019156E1,1.304216353E2,5.300727499E1,NaN,NaN,3.745735288E1,3.000719232E1
1.185940510E2,4.290019156E1,1.304216353E2,5.300727499E1,NaN,NaN,3.745735288E1,3.000719232E1
1.206967770E2,4.290006507E1,1.304215950E2,5.096852937E1,NaN,NaN,2.882226579E1,3.000000000E1
1.212752606E2,4.289999035E1,1.304216771E2,5.075590897E1,NaN,NaN,2.115398135E1,4.734625626E1
1.222752454E2,4.289999015E1,1.304216718E2,5.075590897E1,0.000000000E0,NaN,2.133507085E1,4.161701965E1
1.232752304E2,4.289999015E1,1.304216718E2,5.075590900E1,0.000000000E0,NaN,2.133507085E1,4.161701965E1
1.242752154E2,4.290005049E1,1.304214816E2,4.541018664E1,1.110310435E0,NaN,5.806496680E1,4.558018875E1
1.252751992E2,4.289993545E1,1.304212564E2,5.030082630E1,5.452612042E-1,NaN,4.586440806E1,3.000000000E0
1.262751843E2,4.289993545E1,1.304212564E2,5.030082634E1,5.452612042E-1,NaN,4.586440806E1,3.000000000E0
1.277041627E2,4.289996330E1,1.304211246E2,5.049440903E1,1.908771753E0,1.077241522E2,3.077826430E1,3.000000000E0
1.287041473E2,4.289995807E1,1.304211469E2,5.049440936E1,1.908771753E0,1.077241673E2,3.077826430E1,3.000000000E0
1.297041323E2,4.289995354E1,1.304211531E2,5.052826521E1,1.908771753E0,1.088297904E2,2.659192189E1,3.000000000E0
1.307041171E2,4.289999132E1,1.304211507E2,5.053207245E1,1.908771753E0,1.080657245E2,1.923408591E1,3.000000000E0
1.317041020E2,4.289999782E1,1.304211093E2,5.048055208E1,2.081060886E0,1.086331233E2,1.400000000E1,3.000000000E0
1.327040869E2,4.290000472E1,1.304211121E2,5.050665647E1,2.081060886E0,1.071998014E2,1.059152098E1,3.000000000E0
1.337040725E2,4.290001026E1,1.304210878E2,5.050665613E1,0.000000000E0,1.071997849E2,9.125258978E0,3.000000000E0
1.347040569E2,4.290001026E1,1.304210878E2,5.050665613E1,0.000000000E0,1.071997849E2,8.588233081E0,3.000000000E0
1.357040416E2,4.290001734E1,1.304211376E2,5.057688486E1,1.782949209E0,1.044545140E2,8.320889117E0,3.000000000E0
1.367040273E2,4.290002424E1,1.304211448E2,5.054716299E1,1.451538086E0,9.274132467E1,8.220602454E0,3.000000000E0
1.377040118E2,4.290002862E1,1.304211472E2,5.059801446E1,1.169445276E0,8.643457835E1,8.152608070E0,3.000000000E0
1.387039969E2,4.290003197E1,1.304211514E2,5.073572009E1,1.019922256E0,8.363531967E1,8.152161717E0,3.000000000E0
1.397039824E2,4.290003502E1,1.304211382E2,5.071342712E1,1.019922256E0,9.171686101E1,7.476875155E0,3.000000000E0
1.407039661E2,4.290003759E1,1.304211350E2,5.051257568E1,1.004302979E0,7.913251723E1,7.295589708E0,3.000000000E0
1.417039521E2,4.290003593E1,1.304211431E2,5.113153280E1,6.960029602E-1,7.913251470E1,7.232507999E0,3.000000000E0
1.427039361E2,4.290003535E1,1.304211404E2,5.111744614E1,7.051134109E-2,NaN,7.341358822E0,3.000000000E0
1.437039212E2,4.289997656E1,1.304211460E2,4.910546955E1,3.533819507E-1,NaN,1.913084876E1,1.067739997E1
1.447039063E2,4.289998576E1,1.304211319E2,4.898328679E1,1.097191256E-1,NaN,2.610513033E1,1.396737115E1
1.457038913E2,4.289999790E1,1.304211315E2,4.882231341E1,0.000000000E0,NaN,2.970437305E1,1.552143971E1
1.467038766E2,4.289999790E1,1.304211315E2,4.882231341E1,0.000000000E0,NaN,3.337593960E1,1.759633523E1
1.477038612E2,4.289999345E1,1.304211151E2,4.908463137E1,4.114008479E-2,NaN,3.337593960E1,1.694943294E1
1.487038456E2,4.289999342E1,1.304211150E2,4.907926451E1,0.000000000E0,NaN,3.337593960E1,1.715731077E1
1.497038316E2,4.289998793E1,1.304211121E2,4.948253183E1,9.154369795E-2,NaN,2.886981517E1,1.488851934E1
1.507038158E2,4.289998422E1,1.304211190E2,4.934595359E1,5.158922588E-1,1.026218260E2,2.886981526E1,1.464566481E1
1.517038003E2,4.289998049E1,1.304211251E2,4.914339978E1,6.845355766E-1,9.650098247E1,3.704441513E1,1.834623658E1
1.527037857E2,4.289998486E1,1.304211382E2,4.934257415E1,1.076110678E0,8.392788748E1,3.518137175E1,1.729841932E1
1.537037711E2,4.289998227E1,1.304211093E2,4.977042348E1,1.180713543E0,2.462304867E2,3.352762081E1,1.621534860E1
1.547037554E2,4.289998035E1,1.304210781E2,5.021372662E1,1.608524633E0,2.522471601E2,3.081375405E1,1.478336330E1
