"Time (s)","X (hPa)"
-5.618764583E-1,1.005081177E3
4.440085417E-1,1.005082932E3
1.449895542E0,1.005084839E3
2.455766542E0,1.005086670E3
3.461648542E0,1.005087280E3
3.812623542E0,1.005087280E3
4.885587542E0,1.005086823E3
5.958551542E0,1.005086746E3
7.031528542E0,1.005086136E3
8.104510542E0,1.005084457E3
9.177468542E0,1.005082321E3
1.025047254E1,1.005080719E3
1.132349354E1,1.005078583E3
1.239648654E1,1.005076828E3
1.346944854E1,1.005076447E3
1.454238354E1,1.005076447E3
1.561531554E1,1.005076904E3
1.668827154E1,1.005077438E3
1.776122754E1,1.005078964E3
1.883423954E1,1.005081100E3
1.990722754E1,1.005083237E3
2.098018654E1,1.005085297E3
2.205315054E1,1.005087662E3
2.312611754E1,1.005087662E3
2.419909854E1,1.005087357E3
2.527205454E1,1.005085678E3
2.634502654E1,1.005083542E3
2.741802154E1,1.005081100E3
2.849098154E1,1.005078583E3
2.956392154E1,1.005077133E3
3.063690454E1,1.005077057E3
3.170986054E1,1.005077057E3
3.278284754E1,1.005077286E3
3.385581854E1,1.005078278E3
3.492875954E1,1.005079193E3
3.600176254E1,1.005081253E3
3.707477354E1,1.005083542E3
3.814783754E1,1.005086136E3
3.922088254E1,1.005088501E3
4.029390954E1,1.005090714E3
4.136696754E1,1.005091782E3
4.244004054E1,1.005092392E3
4.351306554E1,1.005092697E3
4.458613954E1,1.005093918E3
4.565916854E1,1.005094376E3
4.673217654E1,1.005095596E3
4.780515054E1,1.005096664E3
4.887807954E1,1.005096664E3
4.995103754E1,1.005094604E3
5.102395854E1,1.005091782E3
5.209687654E1,1.005088806E3
5.316981054E1,1.005086136E3
5.424270854E1,1.005084457E3
5.531560654E1,1.005084000E3
5.638851854E1,1.005084000E3
5.746142754E1,1.005084305E3
5.853436654E1,1.005085526E3
5.960733054E1,1.005087128E3
6.068028754E1,1.005088196E3
6.175323654E1,1.005089951E3
6.282617854E1,1.005091858E3
6.389916554E1,1.005093536E3
6.497215554E1,1.005094910E3
6.604515854E1,1.005096436E3
6.711810754E1,1.005097961E3
6.819106454E1,1.005097961E3
6.926402254E1,1.005098114E3
7.033700354E1,1.005097733E3
7.141005054E1,1.005097733E3
7.248308454E1,1.005097351E3
7.355604754E1,1.005097351E3
7.462900354E1,1.005097961E3
7.570197154E1,1.005097961E3
7.677492654E1,1.005097733E3
7.784792854E1,1.005097656E3
7.892091854E1,1.005097504E3
7.999383054E1,1.005097122E3
8.106674754E1,1.005096207E3
8.213973154E1,1.005095139E3
8.321271554E1,1.005094986E3
8.428567154E1,1.005093307E3
8.535867854E1,1.005091019E3
8.643167954E1,1.005089722E3
8.750465854E1,1.005088882E3
8.857765354E1,1.005086823E3
8.965063854E1,1.005086823E3
9.072360454E1,1.005087204E3
9.179656054E1,1.005089111E3
9.286956854E1,1.005090790E3
9.394257354E1,1.005091782E3
9.501551454E1,1.005092239E3
9.608853554E1,1.005092239E3
9.716152754E1,1.005090103E3
9.823450254E1,1.005087967E3
9.930754054E1,1.005086975E3
1.003805435E2,1.005085983E3
1.014535285E2,1.005085449E3
1.025265235E2,1.005085068E3
1.035995175E2,1.005085068E3
1.046724785E2,1.005084610E3
1.057454815E2,1.005084610E3
1.068184825E2,1.005084610E3
1.078914835E2,1.005085678E3
1.089644695E2,1.005087662E3
1.100374085E2,1.005089340E3
1.111103505E2,1.005091171E3
1.121832555E2,1.005091171E3
1.132561865E2,1.005090942E3
1.143291215E2,1.005090561E3
1.154020535E2,1.005090408E3
1.164749855E2,1.005090408E3
1.175479215E2,1.005091019E3
1.186208895E2,1.005091553E3
1.196938615E2,1.005091553E3
1.207668565E2,1.005090790E3
1.218398545E2,1.005089722E3
1.229127735E2,1.005088806E3
1.239856465E2,1.005087357E3
1.250585545E2,1.005085144E3
1.261314165E2,1.005084000E3
1.272042875E2,1.005082932E3
1.282772305E2,1.005081863E3
1.293501695E2,1.005081558E3
1.304230805E2,1.005081329E3
1.314960065E2,1.005081024E3
1.325689585E2,1.005081024E3
1.336419015E2,1.005081100E3
1.347148445E2,1.005082397E3
1.357878005E2,1.005082932E3
1.368606955E2,1.005083771E3
1.379336155E2,1.005083771E3
1.390065545E2,1.005083542E3
1.400795315E2,1.005081253E3
1.411524585E2,1.005079422E3
1.422254035E2,1.005077972E3
1.432983605E2,1.005077133E3
1.443713165E2,1.005077057E3
1.454443195E2,1.005076904E3
1.465172905E2,1.005077057E3
1.475902685E2,1.005078812E3
1.486632095E2,1.005080261E3
1.497361205E2,1.005081253E3
1.508090525E2,1.005082397E3
1.518819875E2,1.005083160E3
