"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.295893669E-3,4.290011983E1,1.304215408E2,5.150579360E1,NaN,NaN,2.493732368E1,3.000000000E1
5.071198940E-2,4.290010351E1,1.304216232E2,5.334350684E1,NaN,NaN,8.812218660E2,3.006138524E1
4.409759045E-1,4.290015430E1,1.304216501E2,5.151006603E1,NaN,NaN,3.796474424E1,3.000000000E1
6.725871921E0,4.290012626E1,1.304213591E2,5.155851342E1,NaN,NaN,2.494317643E1,3.000000000E1
1.272731090E1,4.290010261E1,1.304214970E2,5.167159983E1,NaN,NaN,2.493742922E1,3.000000000E1
1.872914994E1,4.290010306E1,1.304216037E2,5.168175802E1,NaN,NaN,2.778519458E1,3.000000000E1
2.473039794E1,4.290009550E1,1.304215883E2,5.209668526E1,NaN,NaN,2.682743868E1,3.000000000E1
3.073501599E1,4.290015223E1,1.304215679E2,5.207243748E1,NaN,NaN,3.778223410E1,3.000000000E1
3.690237796E1,4.290017876E1,1.304216758E2,5.213019554E1,NaN,NaN,3.187665384E1,3.000000000E1
4.273526299E1,4.290004345E1,1.304215735E2,5.189275192E1,NaN,NaN,2.833545888E1,3.000000000E1
4.873413098E1,4.290008367E1,1.304216474E2,5.204639170E1,NaN,NaN,3.180041828E1,3.000000000E1
5.472342193E1,4.290017988E1,1.304217059E2,5.186836280E1,NaN,NaN,3.778162908E1,3.000000000E1
6.089347494E1,4.290005109E1,1.304217088E2,5.188486133E1,NaN,NaN,3.779433682E1,3.000000000E1
6.672965598E1,4.290022439E1,1.304217734E2,5.175395522E1,NaN,NaN,3.777063741E1,3.000000000E1
7.272971094E1,4.290010106E1,1.304217902E2,5.188068471E1,NaN,NaN,3.778305446E1,3.000000000E1
7.890360689E1,4.290027470E1,1.304217444E2,5.182303105E1,NaN,NaN,3.680988763E1,3.000000000E1
8.473726392E1,4.290020846E1,1.304217336E2,5.164260867E1,NaN,NaN,3.678809570E1,3.000000000E1
9.073730791E1,4.290020185E1,1.304217775E2,5.166368961E1,NaN,NaN,3.679924848E1,3.000000000E1
9.673396897E1,4.290021521E1,1.304217593E2,5.163211958E1,NaN,NaN,3.679912413E1,3.000000000E1
1.027292299E2,4.290028887E1,1.304217388E2,5.190288990E1,NaN,NaN,3.679881007E1,3.000000000E1
1.087296120E2,4.290021914E1,1.304217363E2,5.167444476E1,NaN,NaN,3.679953696E1,3.000000000E1
1.147325269E2,4.290032963E1,1.304217225E2,5.166826068E1,NaN,NaN,3.679932976E1,3.000000000E1
1.207286680E2,4.290018815E1,1.304217447E2,5.191901564E1,NaN,NaN,3.679918438E1,3.000000000E1
1.267339129E2,4.290027076E1,1.304217370E2,5.169245034E1,NaN,NaN,3.679959668E1,3.000000000E1
1.328740089E2,4.290022985E1,1.304217772E2,5.165846853E1,NaN,NaN,3.680820509E1,3.000000000E1
1.387300819E2,4.290029899E1,1.304217752E2,5.166407303E1,NaN,NaN,3.678988603E1,3.000000000E1
1.447197770E2,4.290022096E1,1.304217216E2,5.171656724E1,NaN,NaN,3.679836809E1,3.000000000E1
1.507422229E2,4.290021956E1,1.304217498E2,5.171785171E1,NaN,NaN,3.680063248E1,3.000000000E1
1.569035310E2,4.290018038E1,1.304217477E2,5.182532405E1,NaN,NaN,3.779365340E1,3.000000000E1
1.627086170E2,4.290000020E1,1.304216657E2,5.184817773E1,NaN,NaN,3.719362770E1,3.000000000E1
1.687348590E2,4.290002061E1,1.304216306E2,5.190117854E1,NaN,NaN,3.353624992E1,3.000000000E1
1.748954940E2,4.290009105E1,1.304216240E2,5.204778469E1,NaN,NaN,2.969674669E1,3.000000000E1
1.807332599E2,4.290012470E1,1.304213850E2,5.223552332E1,NaN,NaN,2.493409557E1,3.000000000E1
1.867239920E2,4.290014791E1,1.304214533E2,5.146294232E1,NaN,NaN,2.488287511E1,3.000000000E1
1.927272309E2,4.290015393E1,1.304214638E2,5.144079086E1,NaN,NaN,2.493368248E1,3.000000000E1
1.987279530E2,4.290019246E1,1.304214754E2,5.151937589E1,NaN,NaN,2.493042511E1,3.000000000E1
2.047290360E2,4.290014364E1,1.304214693E2,5.154007586E1,NaN,NaN,2.493750548E1,3.000000000E1
2.107220249E2,4.290008969E1,1.304213927E2,5.173212086E1,NaN,NaN,2.493730194E1,3.000000000E1
2.132822257E2,4.290015574E1,1.304215720E2,5.173165083E1,0.000000000E0,NaN,1.090153466E1,6.841165161E1
2.227164879E2,4.290025063E1,1.304214434E2,5.160063284E1,NaN,NaN,3.178821729E1,3.000000000E1
2.288166009E2,4.290020214E1,1.304214671E2,5.171270844E1,NaN,NaN,2.044653057E1,3.000000000E1
2.347175210E2,4.290014461E1,1.304214521E2,5.263863832E1,NaN,NaN,2.493528571E1,3.000000000E1
2.405922879E2,4.290014085E1,1.304214690E2,5.447647744E1,NaN,NaN,3.355084773E2,3.001317394E1
2.406015010E2,4.290014085E1,1.304214690E2,5.447647744E1,NaN,NaN,3.355089159E2,3.001317394E1
2.407204030E2,4.290013631E1,1.304215683E2,5.159651005E1,NaN,NaN,2.493091804E1,3.000000000E1
2.433108120E2,4.290013387E1,1.304215684E2,5.159651386E1,NaN,NaN,2.468433115E1,3.000000000E1
2.433108120E2,4.290013387E1,1.304215684E2,5.159651386E1,NaN,NaN,2.468433115E1,3.000000000E1
2.467195339E2,4.290014561E1,1.304215306E2,5.159057830E1,NaN,NaN,2.481354080E1,3.000000000E1
2.528901689E2,4.290017912E1,1.304215760E2,5.139209672E1,NaN,NaN,2.494076784E1,3.000000000E1
2.532864171E2,4.290015401E1,1.304215599E2,5.131042862E1,NaN,NaN,1.432345422E1,1.227203674E2
