"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.570688725E-2,4.290015480E1,1.304216712E2,5.125156571E1,NaN,NaN,3.478639847E1,3.000000000E1
2.868390083E-2,4.290019317E1,1.304217246E2,5.194026822E1,NaN,NaN,3.472429779E1,3.000000000E1
4.655492306E-2,4.290019304E1,1.304217241E2,5.191809529E1,NaN,NaN,3.473710987E1,3.000000000E1
4.462939501E-1,4.290023291E1,1.304216179E2,5.087501935E1,NaN,NaN,3.458507146E1,3.000000000E1
2.071481943E0,4.290019156E1,1.304216353E2,5.087638311E1,NaN,NaN,3.745735288E1,3.000149473E1
2.082021952E0,4.290019156E1,1.304216353E2,5.087638311E1,NaN,NaN,3.745735288E1,3.000149473E1
6.742919922E0,4.290002041E1,1.304215660E2,5.117232519E1,NaN,NaN,2.885950673E1,3.000000000E1
1.053228891E1,4.290019156E1,1.304216353E2,5.300995260E1,NaN,NaN,3.745735288E1,3.000834716E1
1.053742695E1,4.290019156E1,1.304216353E2,5.300995260E1,NaN,NaN,3.745735288E1,3.000834716E1
1.222887194E1,4.290019156E1,1.304216353E2,5.300995260E1,NaN,NaN,3.745735288E1,3.001037390E1
1.223525000E1,4.290019156E1,1.304216353E2,5.300995260E1,NaN,NaN,3.745735288E1,3.001037390E1
1.274390900E1,4.290003666E1,1.304216652E2,5.151890048E1,NaN,NaN,3.096527107E1,3.000000000E1
1.874453092E1,4.290000431E1,1.304216897E2,5.147637015E1,NaN,NaN,3.482947179E1,3.000000000E1
2.474356091E1,4.290000068E1,1.304216353E2,5.162983262E1,NaN,NaN,3.140540394E1,3.000000000E1
3.074632597E1,4.290019156E1,1.304216353E2,5.196820008E1,NaN,NaN,3.745735288E1,3.000000000E1
3.674593794E1,4.290019156E1,1.304216353E2,5.163937487E1,NaN,NaN,3.745735288E1,3.000000000E1
4.274856997E1,4.290019156E1,1.304216353E2,5.193242413E1,NaN,NaN,3.745735288E1,3.000000000E1
4.874280989E1,4.289991657E1,1.304217180E2,5.206165435E1,NaN,NaN,3.035495690E1,3.000000000E1
5.473982096E1,4.290000674E1,1.304217575E2,5.176530453E1,NaN,NaN,3.482945779E1,3.000000000E1
6.074192595E1,4.290007503E1,1.304217697E2,5.163914694E1,NaN,NaN,3.482992126E1,3.000000000E1
6.674638999E1,4.290011195E1,1.304217661E2,5.162825700E1,NaN,NaN,3.482987267E1,3.000000000E1
7.274116290E1,4.290011500E1,1.304217665E2,5.163872143E1,NaN,NaN,3.482946985E1,3.000000000E1
7.874405289E1,4.290012331E1,1.304217793E2,5.168685597E1,NaN,NaN,3.069911221E1,3.000000000E1
8.474044597E1,4.290008357E1,1.304217485E2,5.163711718E1,NaN,NaN,2.488326295E1,3.000000000E1
9.073829091E1,4.289998329E1,1.304217491E2,5.180353920E1,NaN,NaN,3.482876846E1,3.000000000E1
9.674431396E1,4.290019156E1,1.304216353E2,5.202380419E1,NaN,NaN,3.745735288E1,3.000000000E1
1.027398419E2,4.290013492E1,1.304215689E2,5.139192435E1,NaN,NaN,3.369179162E1,3.000000000E1
1.087453680E2,4.290002948E1,1.304215996E2,5.146883154E1,NaN,NaN,2.626156651E1,3.000000000E1
1.131653999E2,4.290002940E1,1.304215989E2,5.146700049E1,NaN,NaN,3.031391574E1,3.000022763E1
1.131733819E2,4.290002940E1,1.304215989E2,5.146700049E1,NaN,NaN,3.031394781E1,3.000022763E1
1.147365659E2,4.290004134E1,1.304215731E2,5.141292053E1,NaN,NaN,2.360083299E1,3.000000000E1
1.207357990E2,4.290003756E1,1.304215676E2,5.140352581E1,NaN,NaN,2.430136197E1,3.000000000E1
1.257391720E2,4.290000069E1,1.304215652E2,5.167256917E1,NaN,NaN,2.414313137E1,3.000000000E1
1.317508299E2,4.289996208E1,1.304215638E2,5.154425054E1,NaN,NaN,2.232362138E1,3.000000000E1
1.329356790E2,4.289994197E1,1.304215711E2,5.168149018E1,NaN,NaN,1.980604396E1,3.000000000E1
