"Time (s)","X (hPa)"
-5.269002083E-1,1.004715118E3
4.791447917E-1,1.004715958E3
1.485164792E0,1.004716797E3
2.491234792E0,1.004716949E3
3.497315792E0,1.004716949E3
3.848041792E0,1.004716644E3
4.921106792E0,1.004715881E3
5.994170792E0,1.004716034E3
7.067238792E0,1.004716034E3
8.140362792E0,1.004716034E3
9.213404792E0,1.004716034E3
1.028647379E1,1.004715424E3
1.135955879E1,1.004714508E3
1.243261779E1,1.004713364E3
1.350570379E1,1.004712219E3
1.457881579E1,1.004711838E3
1.565194579E1,1.004711838E3
1.672504179E1,1.004712677E3
1.779814979E1,1.004713364E3
1.887124879E1,1.004714203E3
1.994433879E1,1.004715881E3
2.101740379E1,1.004717560E3
2.209051379E1,1.004719162E3
2.316356479E1,1.004720459E3
2.423663179E1,1.004721298E3
2.530972179E1,1.004721756E3
2.638282479E1,1.004721909E3
2.745595079E1,1.004721985E3
2.852906779E1,1.004721985E3
2.960218379E1,1.004721985E3
3.067524079E1,1.004720612E3
3.174826579E1,1.004719238E3
3.282128279E1,1.004718475E3
3.389432279E1,1.004717560E3
3.496733479E1,1.004717560E3
3.604040379E1,1.004717712E3
3.711346779E1,1.004717789E3
3.818650479E1,1.004718170E3
3.925960279E1,1.004718475E3
4.033265779E1,1.004718781E3
4.140571679E1,1.004719467E3
4.247877879E1,1.004720612E3
4.355181979E1,1.004722366E3
4.462487379E1,1.004724045E3
4.569795679E1,1.004725342E3
4.677104479E1,1.004726181E3
4.784412379E1,1.004726181E3
4.891721079E1,1.004725876E3
4.999032779E1,1.004725876E3
5.106343079E1,1.004726105E3
5.213645579E1,1.004726410E3
5.320946479E1,1.004726562E3
5.428249679E1,1.004727402E3
5.535553479E1,1.004727783E3
5.642860079E1,1.004728012E3
5.750166779E1,1.004728241E3
5.857475179E1,1.004728241E3
5.964782179E1,1.004728088E3
6.072089879E1,1.004728012E3
6.179396879E1,1.004727402E3
6.286695979E1,1.004726105E3
6.393993879E1,1.004725113E3
6.501294779E1,1.004724655E3
6.608596979E1,1.004723892E3
6.715899579E1,1.004723892E3
6.823201579E1,1.004724045E3
6.930503079E1,1.004724045E3
7.037804879E1,1.004724274E3
7.145107279E1,1.004724731E3
7.252404679E1,1.004724884E3
7.359703479E1,1.004725113E3
7.467002779E1,1.004725876E3
7.574300079E1,1.004725876E3
7.681600679E1,1.004726334E3
7.788905579E1,1.004726715E3
7.896207479E1,1.004727020E3
8.003513079E1,1.004727249E3
8.110814879E1,1.004728012E3
8.218116279E1,1.004728699E3
8.325417279E1,1.004728699E3
8.432717979E1,1.004728317E3
8.540021079E1,1.004728241E3
8.647325779E1,1.004726944E3
8.754628279E1,1.004726562E3
8.861930879E1,1.004725876E3
8.969235179E1,1.004725494E3
9.076533279E1,1.004725113E3
9.183826579E1,1.004724884E3
9.291125379E1,1.004724884E3
9.398421379E1,1.004725037E3
9.505719879E1,1.004725571E3
9.613020479E1,1.004725571E3
9.720321079E1,1.004725571E3
9.827619679E1,1.004725494E3
9.934913979E1,1.004725113E3
1.004220718E2,1.004725113E3
1.014950208E2,1.004725113E3
1.025679838E2,1.004724655E3
1.036409718E2,1.004724274E3
1.047139928E2,1.004723587E3
1.057869948E2,1.004722748E3
1.068599918E2,1.004720917E3
1.079330158E2,1.004720001E3
1.090060338E2,1.004718628E3
1.100790208E2,1.004718170E3
1.111520138E2,1.004717331E3
1.122250218E2,1.004716644E3
1.132980348E2,1.004715881E3
1.143710578E2,1.004715424E3
1.154440558E2,1.004715042E3
1.165171118E2,1.004715042E3
1.175901518E2,1.004714813E3
1.186631888E2,1.004714813E3
1.197362098E2,1.004715118E3
1.208092528E2,1.004716034E3
1.218822538E2,1.004716949E3
1.229552788E2,1.004716949E3
1.240283598E2,1.004716873E3
1.251014698E2,1.004716721E3
1.261746218E2,1.004715576E3
1.272477598E2,1.004714508E3
1.283209028E2,1.004714355E3
1.293939928E2,1.004714355E3
1.304670698E2,1.004714203E3
1.315401428E2,1.004714355E3
1.326132308E2,1.004715424E3
1.336862948E2,1.004716873E3
1.347593828E2,1.004717560E3
1.358325218E2,1.004718552E3
1.369056338E2,1.004718552E3
1.379787308E2,1.004718170E3
1.390518798E2,1.004716721E3
1.401249968E2,1.004715576E3
1.411981678E2,1.004714508E3
1.422712788E2,1.004713058E3
1.433443358E2,1.004711990E3
1.444174378E2,1.004711380E3
1.454905068E2,1.004711151E3
1.465635848E2,1.004710388E3
1.476366168E2,1.004709778E3
1.487096808E2,1.004709778E3
1.497827878E2,1.004710159E3
1.508558728E2,1.004710999E3
1.519289138E2,1.004710999E3
1.530019508E2,1.004710541E3
1.540749988E2,1.004710159E3
1.551480388E2,1.004709778E3
1.562210878E2,1.004709778E3
1.572941548E2,1.004710999E3
1.583671828E2,1.004712448E3
1.594402128E2,1.004713745E3
1.605132768E2,1.004713898E3
1.615862948E2,1.004713898E3
1.626593508E2,1.004713516E3
1.637324228E2,1.004713058E3
1.648055098E2,1.004711456E3
1.658785718E2,1.004710846E3
1.669516128E2,1.004710770E3
1.680247078E2,1.004709320E3
1.690977658E2,1.004707642E3
1.701708308E2,1.004706955E3
1.712439188E2,1.004705963E3
1.723170008E2,1.004705124E3
1.733900848E2,1.004704742E3
1.744631708E2,1.004704742E3
1.755362678E2,1.004705276E3
1.766093138E2,1.004705582E3
1.776823438E2,1.004706955E3
1.787554008E2,1.004708099E3
1.798284748E2,1.004708710E3
1.809015418E2,1.004709091E3
1.819746258E2,1.004709091E3
1.830477538E2,1.004708710E3
1.841208358E2,1.004707184E3
1.851939008E2,1.004706192E3
1.862669708E2,1.004705582E3
1.873400148E2,1.004705048E3
1.884130548E2,1.004704742E3
1.894861138E2,1.004704742E3
1.905591818E2,1.004705048E3
1.916322898E2,1.004705734E3
1.927053808E2,1.004706345E3
1.937784158E2,1.004707031E3
1.948514548E2,1.004708023E3
1.959245128E2,1.004708405E3
1.969975788E2,1.004709549E3
1.980706408E2,1.004709549E3
1.991436818E2,1.004709549E3
