"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.568983334E-2,-3.691661072E1,9.193008423E0,-4.120129395E1
2.569783333E-2,-3.683602905E1,9.169113159E0,-4.060009766E1
3.570683334E-2,-3.686756897E1,9.128097534E0,-4.059783936E1
4.571483334E-2,-3.687071228E1,9.003829956E0,-4.019366455E1
5.572383334E-2,-3.686317444E1,8.982009888E0,-4.036822510E1
6.573183334E-2,-3.686666870E1,8.843841553E0,-4.065606689E1
7.574083334E-2,-3.688909912E1,8.833770752E0,-4.075006104E1
8.574883334E-2,-3.706222534E1,8.753692627E0,-4.110894775E1
9.575783333E-2,-3.705062866E1,8.587768555E0,-4.085266113E1
1.057658333E-1,-3.705062866E1,8.587768555E0,-4.085266113E1
1.157748333E-1,-3.704292297E1,8.608184814E0,-4.097711182E1
1.257828333E-1,-3.726438904E1,8.438659668E0,-4.031146240E1
1.357908333E-1,-3.726148987E1,8.440322876E0,-4.081646729E1
1.457998333E-1,-3.760734558E1,8.379379272E0,-4.080517578E1
1.558078333E-1,-3.755696106E1,8.272567749E0,-4.042132568E1
1.658168333E-1,-3.749928284E1,8.198089600E0,-4.079583740E1
1.758248333E-1,-3.773789978E1,8.186218262E0,-4.015692139E1
1.858338333E-1,-3.789561462E1,8.224990845E0,-3.973388672E1
1.958418333E-1,-3.767454529E1,8.102661133E0,-4.051452637E1
2.058508333E-1,-3.756575012E1,8.160781860E0,-3.996282959E1
2.158588333E-1,-3.768258667E1,8.140670776E0,-4.049749756E1
2.258678333E-1,-3.766213989E1,8.238189697E0,-4.072235107E1
2.358758333E-1,-3.764559937E1,8.294433594E0,-4.039050293E1
2.458848333E-1,-3.758070374E1,8.395126343E0,-4.079412842E1
2.558928333E-1,-3.738459778E1,8.500961304E0,-4.057006836E1
2.659018333E-1,-3.742700195E1,8.688674927E0,-4.062023926E1
2.759098333E-1,-3.724595642E1,8.735366821E0,-4.078448486E1
2.859188333E-1,-3.727836609E1,8.668914795E0,-4.055364990E1
2.959268333E-1,-3.715557861E1,8.725982666E0,-4.090643311E1
3.059358333E-1,-3.712187195E1,8.803695679E0,-4.049725342E1
3.159438333E-1,-3.719271851E1,8.883865356E0,-4.060498047E1
3.259528333E-1,-3.704827881E1,9.084899902E0,-4.090863037E1
3.359608333E-1,-3.701843262E1,9.124542236E0,-4.030737305E1
3.459698333E-1,-3.722280884E1,9.367156982E0,-4.085357666E1
3.559778333E-1,-3.722431946E1,9.503417969E0,-4.085705566E1
3.659868333E-1,-3.719699097E1,9.659698486E0,-4.055957031E1
3.759948333E-1,-3.714401245E1,9.863510132E0,-4.097570801E1
3.860028333E-1,-3.706246948E1,9.978713989E0,-4.056829834E1
3.960118333E-1,-3.697683716E1,1.019338989E1,-4.076751709E1
4.060198333E-1,-3.688557434E1,1.032876587E1,-4.091796875E1
4.160288333E-1,-3.696812439E1,1.032009888E1,-4.065240479E1
