"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.178958345E-3,-1.056802368E-1,-1.270857239E-1,1.003872437E1
1.318683334E-2,-8.277786255E-2,-1.528321838E-1,1.006716522E1
2.319583335E-2,6.706054688E-2,-1.856140137E-2,1.016476227E1
3.320383334E-2,1.222956848E-1,2.176473999E-1,9.943971405E0
4.321283333E-2,-9.131011963E-3,3.451821899E-1,9.818083191E0
5.322083335E-2,9.535171509E-2,4.915777588E-1,9.906998291E0
6.322983334E-2,3.246748352E-1,8.119116211E-1,1.004411316E1
7.323783333E-2,3.502716064E-2,7.385641479E-1,1.001567230E1
8.324683334E-2,-9.610015869E-2,4.787045288E-1,1.001911514E1
9.325483334E-2,-3.257226562E-1,3.252735901E-1,9.328601074E0
1.032638333E-1,-3.848497009E-1,2.106120300E-1,9.144783325E0
1.132718333E-1,-1.014889526E-1,2.344125366E-1,9.557475128E0
1.232808333E-1,1.257385254E-1,3.249742126E-1,9.941576385E0
1.332888333E-1,2.942880249E-1,3.664379883E-1,1.012599289E1
1.432978333E-1,3.022215271E-1,4.087998962E-1,1.006297394E1
1.533058333E-1,2.406994629E-1,3.767665100E-1,9.936037903E0
1.633148333E-1,2.788700867E-1,4.312532043E-1,9.787097626E0
1.733228333E-1,4.070036316E-1,6.069877625E-1,9.622889099E0
1.833318333E-1,5.373825073E-1,7.698490906E-1,9.490264893E0
1.933398333E-1,5.701643372E-1,8.038284302E-1,9.463919678E0
2.033488333E-1,5.385800171E-1,7.810757446E-1,9.411229248E0
2.133568333E-1,4.828958130E-1,7.473957825E-1,9.357191620E0
2.233658333E-1,3.942800903E-1,7.180567932E-1,9.352850647E0
2.333738333E-1,3.388952637E-1,7.072792053E-1,9.298363953E0
2.433828333E-1,3.803590393E-1,6.979985046E-1,9.241482239E0
2.533908333E-1,3.106040955E-1,6.682104492E-1,9.340725861E0
2.633998333E-1,2.601589966E-1,6.315367126E-1,9.475296021E0
2.734078333E-1,2.559677124E-1,6.192622375E-1,9.557924194E0
2.834158333E-1,2.163002014E-1,6.411167908E-1,9.523046722E0
2.934248333E-1,1.008901978E-1,6.692582703E-1,9.347012787E0
3.034328333E-1,2.844085693E-2,7.274871826E-1,9.189540253E0
3.134418333E-1,-6.840774536E-2,7.800279236E-1,9.129964142E0
3.234498333E-1,-1.083746338E-1,8.696914673E-1,9.146429901E0
3.334588333E-1,-5.059478760E-2,8.936416626E-1,9.132808228E0
3.434668333E-1,-6.616241455E-2,8.620573425E-1,9.114396515E0
3.534758333E-1,-1.071771240E-1,7.795788574E-1,9.181157684E0
3.634838333E-1,-1.320254517E-1,7.159611511E-1,9.313033447E0
3.734928333E-1,-1.028361511E-1,6.843768311E-1,9.633367310E0
