"Time (s)","X (hPa)"
-5.572166250E-1,1.013069000E3
4.482513750E-1,1.013069992E3
1.453690375E0,1.013070984E3
2.459165375E0,1.013072510E3
3.464634375E0,1.013073349E3
3.816092375E0,1.013073349E3
4.888605375E0,1.013072891E3
5.961102375E0,1.013072739E3
7.033573375E0,1.013071823E3
8.106057375E0,1.013068924E3
9.178530375E0,1.013066635E3
1.025100838E1,1.013063736E3
1.132345438E1,1.013060913E3
1.239589737E1,1.013058395E3
1.346832837E1,1.013057404E3
1.454077138E1,1.013056793E3
1.561324937E1,1.013056793E3
1.668569837E1,1.013057098E3
1.775815938E1,1.013058319E3
1.883059938E1,1.013059616E3
1.990306638E1,1.013061600E3
2.097555938E1,1.013063202E3
2.204804537E1,1.013064117E3
2.312056237E1,1.013064957E3
2.419307237E1,1.013064957E3
2.526560837E1,1.013064880E3
2.633812837E1,1.013063278E3
2.741060638E1,1.013060455E3
2.848310838E1,1.013057785E3
2.955554437E1,1.013055496E3
3.062803837E1,1.013053207E3
3.170054438E1,1.013052139E3
3.277303037E1,1.013052063E3
3.384545737E1,1.013052063E3
3.491797237E1,1.013052063E3
3.599049137E1,1.013051300E3
3.706296938E1,1.013051300E3
3.813548338E1,1.013051529E3
3.920805837E1,1.013052368E3
4.028064738E1,1.013053818E3
4.135319737E1,1.013055725E3
4.242575938E1,1.013057404E3
4.349834638E1,1.013058777E3
4.457087337E1,1.013058777E3
4.564336337E1,1.013057938E3
4.671585737E1,1.013055420E3
4.778831438E1,1.013052673E3
4.886079238E1,1.013049545E3
4.993328438E1,1.013047104E3
5.100575438E1,1.013045425E3
5.207821637E1,1.013045425E3
5.315073037E1,1.013045425E3
5.422321137E1,1.013045425E3
5.529573038E1,1.013045425E3
5.636826538E1,1.013044968E3
5.744085937E1,1.013044968E3
5.851341737E1,1.013045197E3
5.958596238E1,1.013046646E3
6.065843337E1,1.013049316E3
6.173094137E1,1.013051529E3
6.280344037E1,1.013053207E3
6.387592538E1,1.013053970E3
6.494841138E1,1.013053970E3
6.602087737E1,1.013052750E3
6.709337137E1,1.013050003E3
6.816586337E1,1.013048706E3
6.923838838E1,1.013047638E3
7.031090338E1,1.013046188E3
7.138346538E1,1.013046188E3
7.245603837E1,1.013046570E3
7.352859037E1,1.013047485E3
7.460111638E1,1.013048325E3
7.567361838E1,1.013048325E3
7.674610238E1,1.013047028E3
7.781860538E1,1.013046188E3
7.889112138E1,1.013044281E3
7.996360237E1,1.013042603E3
8.103611038E1,1.013041763E3
8.210857538E1,1.013041763E3
8.318106437E1,1.013042221E3
8.425357437E1,1.013042679E3
8.532604937E1,1.013042679E3
8.639856637E1,1.013043518E3
8.747111038E1,1.013044357E3
8.854365238E1,1.013045349E3
8.961615137E1,1.013045959E3
9.068861638E1,1.013045959E3
9.176110638E1,1.013045578E3
9.283357437E1,1.013045120E3
9.390605638E1,1.013044128E3
9.497856137E1,1.013044128E3
9.605106838E1,1.013044281E3
9.712355538E1,1.013044739E3
9.819603837E1,1.013044891E3
9.926852038E1,1.013045197E3
1.003410194E2,1.013045578E3
1.014135294E2,1.013047104E3
1.024860124E2,1.013047409E3
1.035584814E2,1.013048782E3
1.046309884E2,1.013051071E3
1.057034694E2,1.013053207E3
1.067759454E2,1.013054047E3
1.078484754E2,1.013055954E3
1.089210114E2,1.013055954E3
1.099935874E2,1.013055878E3
1.110661774E2,1.013055496E3
1.121387074E2,1.013055420E3
1.132112574E2,1.013055420E3
1.142837994E2,1.013055954E3
1.153563894E2,1.013056946E3
1.164290114E2,1.013057938E3
1.175015834E2,1.013058472E3
1.185741264E2,1.013059006E3
1.196466384E2,1.013059006E3
1.207191284E2,1.013059464E3
1.217916194E2,1.013059464E3
1.228641364E2,1.013059464E3
1.239366314E2,1.013059616E3
1.250091324E2,1.013059692E3
1.260817014E2,1.013059692E3
1.271542424E2,1.013059921E3
1.282267884E2,1.013059921E3
1.292993004E2,1.013059006E3
1.303718364E2,1.013059006E3
1.314444034E2,1.013058853E3
1.325169574E2,1.013058014E3
1.335894994E2,1.013056564E3
1.346620054E2,1.013056259E3
1.357345784E2,1.013054352E3
1.368071154E2,1.013052521E3
1.378796884E2,1.013052521E3
1.389522444E2,1.013052673E3
1.400247734E2,1.013052979E3
1.410973224E2,1.013053741E3
1.421698774E2,1.013054886E3
1.432424454E2,1.013056335E3
1.443150044E2,1.013057632E3
1.453875884E2,1.013059006E3
1.464601964E2,1.013060532E3
1.475328114E2,1.013060532E3
1.486054004E2,1.013060455E3
1.496780194E2,1.013060150E3
1.507506344E2,1.013059082E3
1.518232314E2,1.013058624E3
1.528958554E2,1.013058624E3
1.539684644E2,1.013058853E3
1.550410604E2,1.013059235E3
1.561136334E2,1.013060684E3
1.571862264E2,1.013061371E3
1.582588404E2,1.013062897E3
1.593314574E2,1.013064880E3
1.604040964E2,1.013065109E3
