"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.111266667E-2,-3.813873291E1,3.117385864E0,-4.027844238E1
2.111966667E-2,-3.810734558E1,3.158248901E0,-4.045288086E1
3.112666667E-2,-3.805970764E1,3.275619507E0,-4.033581543E1
4.113366667E-2,-3.812213135E1,3.429946899E0,-4.084088135E1
5.114066667E-2,-3.796569824E1,3.319168091E0,-4.065332031E1
6.114766667E-2,-3.785920715E1,3.444793701E0,-4.124755859E1
7.115466667E-2,-3.795204163E1,3.447998047E0,-4.055377197E1
8.116266667E-2,-3.789254761E1,3.482955933E0,-4.020898438E1
9.116966667E-2,-3.784272766E1,3.550079346E0,-4.084521484E1
1.011766667E-1,-3.792993164E1,3.602600098E0,-4.068493652E1
1.111836667E-1,-3.792185974E1,3.542129517E0,-4.119177246E1
1.211906667E-1,-3.782818604E1,3.432769775E0,-4.138787842E1
1.311976667E-1,-3.775897217E1,3.462905884E0,-4.092712402E1
1.412046667E-1,-3.777046204E1,3.328521729E0,-4.144067383E1
1.512116667E-1,-3.784936523E1,3.448242188E0,-4.078997803E1
1.612196667E-1,-3.779385376E1,3.511901855E0,-4.125439453E1
1.712266667E-1,-3.763075256E1,3.614822388E0,-4.118945312E1
1.812336667E-1,-3.762690735E1,3.640502930E0,-4.095019531E1
1.912406667E-1,-3.755979919E1,3.852935791E0,-4.122039795E1
2.012476667E-1,-3.754618835E1,3.854324341E0,-4.121600342E1
2.112546667E-1,-3.740376282E1,4.054458618E0,-4.118829346E1
2.212616667E-1,-3.745233154E1,4.263717651E0,-4.072198486E1
2.312686667E-1,-3.743040466E1,4.371826172E0,-4.142034912E1
2.412756667E-1,-3.745634460E1,4.485000610E0,-4.109240723E1
2.512836667E-1,-3.741256714E1,4.652435303E0,-4.166845703E1
2.612906667E-1,-3.732202148E1,4.803024292E0,-4.172570801E1
2.712976667E-1,-3.736840820E1,4.793273926E0,-4.131030273E1
2.813046667E-1,-3.723744202E1,4.905395508E0,-4.192175293E1
2.913116667E-1,-3.722833252E1,5.134033203E0,-4.126336670E1
3.013186667E-1,-3.722860718E1,5.324676514E0,-4.179650879E1
3.113256667E-1,-3.719294739E1,5.589538574E0,-4.161041260E1
3.213326667E-1,-3.701101685E1,5.718307495E0,-4.153820801E1
3.313406667E-1,-3.706620789E1,5.938842773E0,-4.224688721E1
3.413476667E-1,-3.707705688E1,6.084243774E0,-4.158984375E1
3.513546667E-1,-3.694973755E1,6.417755127E0,-4.148455811E1
3.613616667E-1,-3.720208740E1,6.819503784E0,-4.189086914E1
3.713686667E-1,-3.726051331E1,6.846710205E0,-4.163549805E1
3.813756667E-1,-3.720755005E1,7.049835205E0,-4.209338379E1
3.913826667E-1,-3.715640259E1,7.157379150E0,-4.204180908E1
4.013896667E-1,-3.698837280E1,7.186431885E0,-4.150787354E1
4.113976667E-1,-3.702670288E1,7.224884033E0,-4.210626221E1
4.214046667E-1,-3.709352112E1,7.234451294E0,-4.188726807E1
4.314116667E-1,-3.702746582E1,7.506912231E0,-4.175781250E1
4.414186667E-1,-3.685493469E1,7.882629395E0,-4.165698242E1
4.514256667E-1,-3.701336670E1,8.075424194E0,-4.111956787E1
4.614326667E-1,-3.679341125E1,8.345626831E0,-4.153381348E1
4.714396667E-1,-3.672749329E1,8.615829468E0,-4.127398682E1
4.814466667E-1,-3.655065918E1,8.922576904E0,-4.139361572E1
