"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.482083266E-4,7.505392456E-1,9.758207703E-1,9.711504822E0
1.035620832E-2,8.493338013E-1,1.040037231E0,9.696535950E0
2.036420834E-2,8.590635681E-1,1.066382446E0,9.662855988E0
3.037220833E-2,8.128097534E-1,1.101858673E0,9.681866455E0
4.037920832E-2,8.626560974E-1,1.245859222E0,9.607022095E0
5.038720834E-2,1.041534119E0,1.471440125E0,9.619895325E0
6.039520833E-2,1.172212372E0,1.706601105E0,9.772428131E0
7.040320833E-2,1.136885834E0,1.830094299E0,9.943222961E0
8.041120833E-2,9.939331055E-1,1.805545349E0,1.026580215E1
9.041820833E-2,8.758287048E-1,1.613794098E0,1.057685532E1
1.004256667E-1,5.974076843E-1,1.488504639E0,1.034483780E1
1.104336667E-1,4.198768616E-1,1.352138214E0,1.005384293E1
1.204416667E-1,5.978567505E-1,1.367556152E0,9.969717865E0
1.304486667E-1,6.104306030E-1,1.319955139E0,1.015503250E1
1.404566667E-1,5.897735596E-1,1.237925720E0,1.020203476E1
1.504646667E-1,4.986131287E-1,1.124461670E0,1.014994308E1
1.604726667E-1,3.640429688E-1,1.014141083E0,9.944869537E0
1.704806667E-1,2.170486450E-1,9.199868774E-1,9.672885132E0
1.804876667E-1,8.861572266E-2,8.756790161E-1,9.422006836E0
1.904956667E-1,-3.577560425E-2,8.469387817E-1,9.162596283E0
2.005036667E-1,-6.990463257E-2,8.678952026E-1,8.987011414E0
2.105116667E-1,1.107696533E-2,9.508227539E-1,9.002129974E0
2.205186667E-1,1.609153748E-1,1.118474121E0,9.025631104E0
2.305266667E-1,4.390370178E-1,1.264869690E0,8.984167328E0
2.405346667E-1,7.729925537E-1,1.483115845E0,9.143286438E0
2.505426667E-1,9.653425598E-1,1.676064606E0,9.407037964E0
2.605506667E-1,9.413923645E-1,1.722318420E0,9.520052948E0
2.705576667E-1,7.696994019E-1,1.578168182E0,9.595795441E0
2.805656667E-1,5.748046875E-1,1.412911835E0,9.680519257E0
2.905736667E-1,3.998185730E-1,1.317260742E0,9.882599030E0
3.005816667E-1,2.736309814E-1,1.271905060E0,1.010114456E1
3.105886667E-1,1.607656860E-1,1.272952881E0,1.007000931E1
3.205966667E-1,1.237925720E-1,1.349443817E0,9.941277008E0
3.306046667E-1,1.469943237E-1,1.420695648E0,9.824669495E0
3.406126667E-1,2.212399292E-1,1.467248840E0,9.767638092E0
3.506196667E-1,2.812651062E-1,1.457968140E0,9.742041321E0
3.606276667E-1,2.374063110E-1,1.355431366E0,9.910441132E0
3.706356667E-1,1.222956848E-1,1.223854980E0,1.011431717E1
3.806436667E-1,-6.750961304E-2,1.134790192E0,1.005414230E1
3.906516667E-1,-3.192860413E-1,1.137634277E0,9.768985291E0
4.006586667E-1,-5.399272156E-1,1.266366577E0,9.370813293E0
4.106666667E-1,-6.601272583E-1,1.433269501E0,8.948242035E0
4.206746667E-1,-6.887178040E-1,1.581461334E0,8.699160004E0
4.306826667E-1,-7.072792053E-1,1.647773438E0,8.786877594E0
4.406896667E-1,-7.051835632E-1,1.563199310E0,9.122330017E0
4.506976667E-1,-6.996450806E-1,1.345551910E0,9.591005402E0
4.607056667E-1,-6.845265198E-1,1.180894318E0,9.978848877E0
4.707136667E-1,-6.604266357E-1,1.202599182E0,1.015278717E1
4.807216667E-1,-6.514453125E-1,1.376537476E0,1.002315674E1
4.907286667E-1,-6.403683472E-1,1.675765228E0,9.604028320E0
5.007366667E-1,-5.845344543E-1,1.977537689E0,9.158404999E0
5.107446667E-1,-5.376818848E-1,2.223176880E0,8.813971252E0
5.207526667E-1,-4.700225830E-1,2.427951050E0,8.574169922E0
5.307596667E-1,-4.191284180E-1,2.489622803E0,8.579858093E0
5.407676667E-1,-3.347039795E-1,2.395169220E0,8.831784210E0
5.507756667E-1,-2.836601257E-1,2.239193573E0,9.171128540E0
5.607836667E-1,-3.052153015E-1,2.084565125E0,9.623188477E0
5.707906667E-1,-2.549198914E-1,1.946851501E0,1.000639160E1
5.807986667E-1,-1.465452576E-1,1.909429321E0,1.024828857E1
5.908066667E-1,-1.073268127E-1,1.962269440E0,1.032448013E1
6.008146667E-1,-1.347198486E-1,2.013912048E0,1.020951920E1
6.108226667E-1,-1.399589539E-1,2.066602478E0,9.978848877E0
6.208296667E-1,-2.496807861E-1,2.102827148E0,9.684860229E0
6.308376667E-1,-5.659730530E-1,2.101030884E0,9.395661621E0
6.408456667E-1,-8.309220886E-1,2.062411194E0,9.181906128E0
6.508536667E-1,-1.058898010E0,2.057621155E0,8.967102814E0
6.608606667E-1,-1.170416107E0,2.061063995E0,8.758885803E0
6.708686667E-1,-1.181642761E0,2.113754425E0,8.652008057E0
6.808766667E-1,-1.222507782E0,2.104623413E0,8.689579926E0
6.908846667E-1,-1.236279144E0,2.014361115E0,8.793763275E0
7.008916667E-1,-1.261576538E0,1.983375549E0,9.008416901E0
7.108996667E-1,-1.288520508E0,2.001487885E0,9.170080719E0
7.209076667E-1,-1.285676422E0,2.105820923E0,9.189240875E0
7.309156667E-1,-1.278641052E0,2.184856567E0,9.268875275E0
7.409226667E-1,-1.193318481E0,2.276316376E0,9.268426208E0
7.509306667E-1,-1.065334625E0,2.368374939E0,9.242080994E0
7.609386667E-1,-9.840536499E-1,2.461481323E0,9.269773407E0
7.709466667E-1,-8.725355530E-1,2.565964050E0,9.357191620E0
7.809546667E-1,-7.485932922E-1,2.581681366E0,9.510622559E0
7.909616667E-1,-6.074368286E-1,2.498454437E0,9.815239105E0
8.009696667E-1,-5.505551147E-1,2.360291748E0,1.017973114E1
8.109776667E-1,-5.568420410E-1,2.166893921E0,1.054018158E1
8.209856667E-1,-6.141728210E-1,1.945354614E0,1.078716797E1
8.309926667E-1,-6.876699829E-1,1.720522156E0,1.109687393E1
8.410006667E-1,-8.214916992E-1,1.562750244E0,1.139430542E1
8.510086667E-1,-8.999285889E-1,1.528471527E0,1.149714157E1
8.610166667E-1,-8.536747742E-1,1.498384094E0,1.148262177E1
8.710236667E-1,-7.671546936E-1,1.452130280E0,1.147558640E1
8.810316667E-1,-7.420069885E-1,1.325493622E0,1.157078842E1
8.910396667E-1,-7.345225525E-1,1.156195679E0,1.162557449E1
9.010476667E-1,-7.391629028E-1,9.696835327E-1,1.151091293E1
9.110546667E-1,-7.478448486E-1,7.887098694E-1,1.123249191E1
9.210626667E-1,-7.051835632E-1,6.601272583E-1,1.089120163E1
9.310706667E-1,-5.849835205E-1,5.330415344E-1,1.063149170E1
9.410786667E-1,-3.565585327E-1,4.215234375E-1,1.057984909E1
9.510866667E-1,-1.432521057E-1,3.370989990E-1,1.072519684E1
9.610936667E-1,-3.502716064E-2,2.029779053E-1,1.111513596E1
9.711016667E-1,1.207987976E-1,-4.745132446E-2,1.143367355E1
9.811096667E-1,2.634521484E-1,-2.661465454E-1,1.155866364E1
9.911176667E-1,3.652404785E-1,-3.326083374E-1,1.144924118E1
1.001124667E0,4.481680298E-1,-2.212399292E-1,1.100331848E1
1.011132667E0,5.272036743E-1,-3.906875610E-2,1.040980270E1
