"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.035620832E-2,-1.068345383E-1,1.067749858E-1,-3.968835995E-2
2.036420834E-2,-1.273848116E-1,1.527725756E-1,-3.951339051E-2
3.037220833E-2,-1.586861610E-1,2.128773183E-1,-2.928135544E-2
4.037920832E-2,-1.987595409E-1,2.771929502E-1,-3.192933649E-2
5.038720834E-2,-2.462317497E-1,3.352519572E-1,-5.739992857E-2
6.039520833E-2,-2.955103517E-1,3.994373381E-1,-9.294088185E-2
7.040320833E-2,-3.387720883E-1,4.906886816E-1,-1.182823852E-1
8.041120833E-2,-3.290539384E-1,6.029126644E-1,-1.302871108E-1
9.041820833E-2,-3.049428463E-1,6.240010858E-1,-1.359018981E-1
1.004256667E-1,-2.779946029E-1,5.761701465E-1,-1.231653392E-1
1.104336667E-1,-2.602933049E-1,5.167948008E-1,-1.315963864E-1
1.204416667E-1,-2.225746810E-1,4.837340713E-1,-1.515445262E-1
1.304486667E-1,-1.615684479E-1,4.278887510E-1,-1.737983376E-1
1.404566667E-1,-7.945839316E-2,3.541935086E-1,-1.974983364E-1
1.504646667E-1,1.833140268E-3,2.883086205E-1,-2.049732059E-1
1.604726667E-1,6.130099297E-2,2.187159657E-1,-1.954481453E-1
1.704806667E-1,9.503151476E-2,1.564832181E-1,-1.715523303E-1
1.804876667E-1,1.043379307E-1,9.901859611E-2,-1.292157918E-1
1.904956667E-1,9.763838351E-2,2.874989621E-2,-7.295122743E-2
2.005036667E-1,9.163055569E-2,-3.551590443E-2,-1.233182475E-2
2.105116667E-1,9.718690068E-2,-8.726193756E-2,3.948832676E-2
2.205186667E-1,1.016128063E-1,-1.239586994E-1,6.959003210E-2
2.305266667E-1,9.063737839E-2,-1.505943686E-1,5.688069388E-2
2.405346667E-1,9.433624893E-2,-1.653839648E-1,-4.719553515E-3
2.505426667E-1,1.016877070E-1,-1.763726175E-1,-9.429426491E-2
2.605506667E-1,9.475736320E-2,-1.681897938E-1,-1.705964804E-1
2.705576667E-1,6.412649155E-2,-1.403423995E-1,-2.119828761E-1
2.805656667E-1,1.856433228E-2,-9.241189063E-2,-2.187270522E-1
2.905736667E-1,-1.326710079E-2,-7.168902084E-3,-2.049153745E-1
3.005816667E-1,-3.483057395E-2,7.273911685E-2,-1.719607860E-1
3.105886667E-1,-6.185629219E-2,1.251861304E-1,-1.414203942E-1
3.205966667E-1,-9.488615394E-2,1.528135091E-1,-1.222546920E-1
3.306046667E-1,-1.245641857E-1,1.565717012E-1,-1.203593835E-1
3.406126667E-1,-1.515185833E-1,1.496573389E-1,-1.357817501E-1
3.506196667E-1,-1.689999402E-1,1.379827559E-1,-1.596462876E-1
3.606276667E-1,-1.504006982E-1,1.621152461E-1,-1.717690080E-1
3.706356667E-1,-9.816354513E-2,2.237828821E-1,-1.638828069E-1
3.806436667E-1,-3.808742389E-2,2.789553404E-1,-1.335520595E-1
3.906516667E-1,1.302617230E-2,2.981103957E-1,-1.018661410E-1
4.006586667E-1,4.578598216E-2,2.690904737E-1,-6.594941765E-2
4.106666667E-1,4.466034472E-2,1.777657419E-1,-5.390195549E-2
4.206746667E-1,3.226226196E-2,6.020954251E-2,-6.210102886E-2
4.306826667E-1,2.760654688E-2,-4.453971609E-2,-6.705597043E-2
4.406896667E-1,4.600579664E-2,-1.006751582E-1,-5.501635373E-2
4.506976667E-1,9.915214777E-2,-9.230957925E-2,-1.626197435E-2
4.607056667E-1,1.898357123E-1,-4.420996457E-2,4.111902416E-2
4.707136667E-1,3.053133488E-1,3.927220590E-3,1.028032824E-1
4.807216667E-1,4.114440382E-1,1.601051539E-2,1.389298588E-1
4.907286667E-1,4.827836156E-1,-2.068717033E-2,1.450972259E-1
5.007366667E-1,5.118690133E-1,-1.079863906E-1,1.203982830E-1
5.107446667E-1,5.065837502E-1,-2.364511639E-1,6.427276880E-2
5.207526667E-1,4.579570889E-1,-3.775659204E-1,-8.226998150E-3
5.307596667E-1,3.805523813E-1,-4.923712909E-1,-8.136600256E-2
5.407676667E-1,2.857329249E-1,-5.547670126E-1,-1.381235570E-1
5.507756667E-1,1.823233515E-1,-5.499393940E-1,-1.717868447E-1
5.607836667E-1,8.657872677E-2,-4.672079980E-1,-1.801776588E-1
5.707906667E-1,2.888589865E-3,-3.249014616E-1,-1.759020686E-1
5.807986667E-1,-6.971611083E-2,-1.481991261E-1,-1.746357381E-1
5.908066667E-1,-1.298994869E-1,3.887873143E-2,-1.852250844E-1
6.008146667E-1,-1.754454076E-1,2.049185634E-1,-1.976532638E-1
6.108226667E-1,-2.115395069E-1,3.397096395E-1,-2.251465172E-1
6.208296667E-1,-2.355276644E-1,4.294690788E-1,-2.491168380E-1
6.308376667E-1,-2.466288507E-1,4.794733524E-1,-2.534481883E-1
6.408456667E-1,-2.453910112E-1,4.950653613E-1,-2.354590744E-1
6.508536667E-1,-2.345776111E-1,4.733437002E-1,-2.126728445E-1
6.608606667E-1,-2.208548635E-1,4.206868708E-1,-1.908469051E-1
6.708686667E-1,-1.964085847E-1,3.484229147E-1,-1.772757769E-1
6.808766667E-1,-1.507188529E-1,2.661946118E-1,-1.634989679E-1
6.908846667E-1,-9.321036190E-2,1.736262441E-1,-1.406676322E-1
7.008916667E-1,-2.221075445E-2,1.060661003E-1,-1.061458588E-1
7.108996667E-1,3.980968520E-2,4.797237366E-2,-7.338071615E-2
7.209076667E-1,8.258138597E-2,-2.823694609E-3,-4.243744537E-2
7.309156667E-1,1.198871061E-1,-3.337001055E-2,-1.940933242E-2
7.409226667E-1,1.369073540E-1,-7.365671545E-2,-5.767289549E-3
7.509306667E-1,1.377898753E-1,-1.183445826E-1,-8.119372651E-3
7.609386667E-1,1.326497048E-1,-1.756017357E-1,-2.763661370E-2
7.709466667E-1,1.233739629E-1,-2.364304513E-1,-6.053139642E-2
7.809546667E-1,1.024210081E-1,-2.893192470E-1,-1.067252532E-1
7.909616667E-1,6.712926924E-2,-3.093193173E-1,-1.526107043E-1
8.009696667E-1,1.915908232E-2,-2.837497890E-1,-1.937419027E-1
8.109776667E-1,-4.644441232E-2,-2.347284406E-1,-2.186949849E-1
8.209856667E-1,-1.263490915E-1,-1.754536629E-1,-2.263222784E-1
8.309926667E-1,-2.074792385E-1,-7.770007849E-2,-2.136471421E-1
8.410006667E-1,-2.677295208E-1,2.997871488E-2,-1.786084622E-1
8.510086667E-1,-3.168334961E-1,1.030509844E-1,-1.455262452E-1
