"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.713888168E-3,4.289997378E1,1.304212882E2,5.057822083E1,4.939745623E-1,NaN,1.580353515E1,4.020679374E0
3.725898266E-2,4.289976866E1,1.304213791E2,5.057822083E1,NaN,NaN,5.338253299E2,4.146202067E0
6.046419144E-1,4.290011853E1,1.304216240E2,5.121682131E1,NaN,NaN,3.492531883E1,3.000000000E1
6.722012997E0,4.289968726E1,1.304218059E2,5.130167917E1,NaN,NaN,3.483689524E1,3.000000000E1
1.272233391E1,4.290002193E1,1.304215913E2,5.122410972E1,NaN,NaN,2.890247700E1,3.000000000E1
1.284993589E1,4.290002147E1,1.304215915E2,5.122538383E1,NaN,NaN,2.984061530E1,3.000000092E1
1.872364700E1,4.290003072E1,1.304215906E2,5.130075633E1,NaN,NaN,2.889032638E1,3.000000000E1
2.488797498E1,4.290001896E1,1.304216156E2,5.143617849E1,NaN,NaN,2.143238386E1,3.000000000E1
2.622007000E1,4.290001892E1,1.304216152E2,5.143436270E1,NaN,NaN,2.143207769E1,3.000001569E1
2.623012996E1,4.290001892E1,1.304216152E2,5.143436270E1,NaN,NaN,2.143209524E1,3.000001569E1
2.874694300E1,4.290001856E1,1.304216153E2,5.143798857E1,NaN,NaN,2.214657411E1,3.000102818E1
2.875211394E1,4.290001856E1,1.304216153E2,5.143798857E1,NaN,NaN,2.214840006E1,3.000102818E1
3.071887493E1,4.289998514E1,1.304217428E2,5.190932573E1,NaN,NaN,3.492115232E1,3.000000000E1
3.672005999E1,4.290019156E1,1.304216353E2,5.196567408E1,NaN,NaN,3.745735288E1,3.000000000E1
4.271840692E1,4.290019156E1,1.304216353E2,5.197808859E1,NaN,NaN,3.745735288E1,3.000000000E1
4.871992791E1,4.289996114E1,1.304217066E2,5.196512577E1,NaN,NaN,2.920907189E1,3.000000000E1
5.471951497E1,4.289997085E1,1.304217548E2,5.169408719E1,NaN,NaN,3.482936895E1,3.000000000E1
6.072408891E1,4.290008671E1,1.304217523E2,5.161626438E1,NaN,NaN,3.483006461E1,3.000000000E1
6.286829090E1,4.290019156E1,1.304216353E2,5.161845974E1,NaN,NaN,3.745735288E1,3.000440205E1
6.287601292E1,4.290019156E1,1.304216353E2,5.161845974E1,NaN,NaN,3.745735288E1,3.000440205E1
