"Time (s)","X (µT)","Y (µT)","Z (µT)"
-1.076291665E-3,-3.701036072E1,3.337219238E0,-4.075695801E1
8.930708340E-3,-3.686352539E1,3.416091919E0,-3.995123291E1
1.893870834E-2,-3.681414795E1,3.427825928E0,-4.002612305E1
2.894670833E-2,-3.685626221E1,3.541595459E0,-4.020587158E1
3.895470833E-2,-3.685070801E1,3.598114014E0,-3.993353271E1
4.896170834E-2,-3.666589355E1,3.767318726E0,-4.008154297E1
5.896970833E-2,-3.681863403E1,3.675064087E0,-4.002301025E1
6.897770833E-2,-3.679434204E1,3.613693237E0,-4.008422852E1
7.898570833E-2,-3.666882324E1,3.645294189E0,-4.044372559E1
8.899270833E-2,-3.665414429E1,3.680923462E0,-3.997326660E1
9.900070833E-2,-3.677421570E1,3.780975342E0,-4.046569824E1
1.090087083E-1,-3.679779053E1,3.708618164E0,-4.083532715E1
1.190157083E-1,-3.667433167E1,3.593261719E0,-4.031427002E1
1.290237083E-1,-3.658755493E1,3.532379150E0,-4.079003906E1
1.390317083E-1,-3.670384216E1,3.556472778E0,-4.045440674E1
1.490397083E-1,-3.683564758E1,3.552688599E0,-4.035925293E1
1.590467083E-1,-3.669175720E1,3.671112061E0,-4.082983398E1
1.690547083E-1,-3.665257263E1,3.636413574E0,-4.001757812E1
1.790627083E-1,-3.657991028E1,3.679519653E0,-4.079528809E1
1.890707083E-1,-3.678103638E1,3.618316650E0,-4.062304688E1
1.990777083E-1,-3.667396545E1,3.770034790E0,-4.018560791E1
2.090857083E-1,-3.669326782E1,3.940917969E0,-4.094293213E1
2.190937083E-1,-3.690585327E1,3.948196411E0,-4.056372070E1
2.291017083E-1,-3.687327576E1,4.083572388E0,-4.107403564E1
2.391087083E-1,-3.670993042E1,3.994262695E0,-4.121539307E1
2.491167083E-1,-3.669061279E1,3.956466675E0,-4.069738770E1
2.591247083E-1,-3.668138123E1,4.039108276E0,-4.117163086E1
2.691327083E-1,-3.670701599E1,4.002990723E0,-4.063610840E1
2.791397083E-1,-3.670358276E1,3.955673218E0,-4.101428223E1
2.891477083E-1,-3.670358276E1,3.955673218E0,-4.101428223E1
2.991557083E-1,-3.672187805E1,4.098312378E0,-4.049621582E1
3.091637083E-1,-3.672187805E1,4.098312378E0,-4.049621582E1
3.191707083E-1,-3.670927429E1,4.091125488E0,-4.084484863E1
3.291787083E-1,-3.673298645E1,4.067916870E0,-4.073413086E1
3.391867083E-1,-3.686425781E1,4.163055420E0,-4.094183350E1
3.491947083E-1,-3.667370605E1,4.274612427E0,-4.109796143E1
3.592017083E-1,-3.680673218E1,4.160903931E0,-4.028778076E1
3.692097083E-1,-3.685960388E1,4.264205933E0,-4.103417969E1
3.792177083E-1,-3.680929565E1,4.210632324E0,-4.119903564E1
3.892257083E-1,-3.696299744E1,4.299621582E0,-4.042645264E1
3.992327083E-1,-3.701574707E1,4.400390625E0,-4.125848389E1
4.092407083E-1,-3.692657471E1,4.271255493E0,-4.106524658E1
4.192487083E-1,-3.680953979E1,4.275283813E0,-4.132720947E1
4.292567083E-1,-3.695091248E1,4.365036011E0,-4.120782471E1
4.392637083E-1,-3.690823364E1,4.360153198E0,-4.071502686E1
4.492717083E-1,-3.708062744E1,4.584625244E0,-4.085333252E1
4.592797083E-1,-3.713990784E1,4.600479126E0,-4.048645020E1
4.692877083E-1,-3.713208008E1,4.525314331E0,-4.037194824E1
4.792947083E-1,-3.702389526E1,4.635742188E0,-4.128594971E1
4.893027083E-1,-3.700036621E1,4.634170532E0,-4.089544678E1
4.993107083E-1,-3.709516907E1,4.784393311E0,-4.159918213E1
5.093187083E-1,-3.713119507E1,4.746810913E0,-4.173413086E1
5.193257083E-1,-3.698579407E1,4.697113037E0,-4.128106689E1
5.293337083E-1,-3.712020874E1,4.907516479E0,-4.142041016E1
5.393417083E-1,-3.718078613E1,4.845657349E0,-4.107232666E1
5.493487083E-1,-3.711962891E1,4.925659180E0,-4.115631104E1
5.593567083E-1,-3.709376526E1,5.068756104E0,-4.144042969E1
5.693647083E-1,-3.708309937E1,5.073760986E0,-4.123767090E1
5.793727083E-1,-3.712075806E1,5.424026489E0,-4.135943604E1
5.893797083E-1,-3.713420105E1,5.516342163E0,-4.099786377E1
5.993877083E-1,-3.710940552E1,5.525665283E0,-4.126263428E1
6.093957083E-1,-3.705529785E1,5.608642578E0,-4.161480713E1
6.194037083E-1,-3.701896667E1,5.706451416E0,-4.139129639E1
6.294107083E-1,-3.701814270E1,5.820022583E0,-4.210418701E1
6.394187083E-1,-3.685731506E1,5.842422485E0,-4.226416016E1
6.494267083E-1,-3.678089905E1,5.895507812E0,-4.178924561E1
6.594347083E-1,-3.668614197E1,5.994979858E0,-4.217095947E1
6.694417083E-1,-3.662878418E1,6.201660156E0,-4.174603271E1
6.794497083E-1,-3.646723938E1,6.401885986E0,-4.171679688E1
6.894577083E-1,-3.645141602E1,6.589111328E0,-4.211627197E1
6.994657083E-1,-3.639433289E1,6.638107300E0,-4.189416504E1
7.094727083E-1,-3.639433289E1,6.638107300E0,-4.189416504E1
7.194807083E-1,-3.642135620E1,6.872299194E0,-4.264416504E1
7.294887083E-1,-3.626669312E1,7.054229736E0,-4.251977539E1
7.394967083E-1,-3.621659851E1,7.114776611E0,-4.212774658E1
7.495037083E-1,-3.623332214E1,7.393981934E0,-4.243621826E1
7.595117083E-1,-3.616384888E1,7.574264526E0,-4.193469238E1
7.695197083E-1,-3.623622131E1,7.762222290E0,-4.240710449E1
7.795267083E-1,-3.608699036E1,7.924591064E0,-4.228625488E1
7.895347083E-1,-3.597811890E1,8.110626221E0,-4.203295898E1
7.995427083E-1,-3.599757385E1,8.251907349E0,-4.258166504E1
8.095507083E-1,-3.592396545E1,8.405197144E0,-4.244073486E1
8.195577083E-1,-3.584100342E1,8.489227295E0,-4.219378662E1
8.295657917E-1,-3.589207458E1,8.656570435E0,-4.273193359E1
8.395737917E-1,-3.572920227E1,8.911712646E0,-4.197485352E1
8.495817917E-1,-3.581547546E1,8.981964111E0,-4.222943115E1
8.595887917E-1,-3.570846558E1,9.209365845E0,-4.219958496E1
8.695967917E-1,-3.575723267E1,9.355972290E0,-4.202020264E1
8.796047917E-1,-3.561614990E1,9.463912964E0,-4.235351562E1
8.896127917E-1,-3.555284119E1,9.633041382E0,-4.195147705E1
8.996197917E-1,-3.541041565E1,9.724151611E0,-4.243072510E1
9.096277917E-1,-3.541304016E1,9.837249756E0,-4.262463379E1
9.196357917E-1,-3.534501648E1,9.856521606E0,-4.264050293E1
9.296437917E-1,-3.519311523E1,9.942367554E0,-4.285040283E1
9.396507917E-1,-3.511154175E1,9.978012085E0,-4.243395996E1
9.496587917E-1,-3.498519897E1,9.942779541E0,-4.232958984E1
9.596667917E-1,-3.494494629E1,9.924087524E0,-4.287451172E1
9.696747917E-1,-3.478645325E1,9.878845215E0,-4.252032471E1
9.796817917E-1,-3.469293213E1,9.882934570E0,-4.291436768E1
9.896897917E-1,-3.456454468E1,9.863616943E0,-4.289630127E1
9.996977917E-1,-3.444616699E1,9.741516113E0,-4.256408691E1
1.009704792E0,-3.449046326E1,9.681243896E0,-4.298809814E1
1.019712792E0,-3.445527649E1,9.675750732E0,-4.258776855E1
1.029720792E0,-3.444517517E1,9.699508667E0,-4.295330811E1
1.039728792E0,-3.455610657E1,9.600692749E0,-4.308001709E1
1.049735792E0,-3.446147156E1,9.592971802E0,-4.243774414E1
1.059743792E0,-3.441531372E1,9.655960083E0,-4.255517578E1
1.069751792E0,-3.443487549E1,9.680648804E0,-4.218646240E1
1.079759792E0,-3.438505554E1,9.689819336E0,-4.223663330E1
1.089766792E0,-3.458554077E1,9.719009399E0,-4.245776367E1
1.099774792E0,-3.449067688E1,9.946578979E0,-4.204901123E1
1.109782792E0,-3.445907593E1,1.001402283E1,-4.214898682E1
1.119790792E0,-3.443865967E1,9.992568970E0,-4.212280273E1
1.129797792E0,-3.442456055E1,1.006320190E1,-4.174212646E1
1.139805792E0,-3.431196594E1,9.985107422E0,-4.170385742E1
1.149813792E0,-3.402807617E1,1.008473206E1,-4.216198730E1
1.159820792E0,-3.393322754E1,1.001567078E1,-4.176403809E1
1.169828792E0,-3.380065918E1,1.002038574E1,-4.219372559E1
1.179836792E0,-3.366972351E1,9.971206665E0,-4.223406982E1
1.189844792E0,-3.351324463E1,9.811279297E0,-4.214007568E1
1.199851792E0,-3.324942017E1,9.584777832E0,-4.268078613E1
1.209859792E0,-3.325009155E1,9.439834595E0,-4.249536133E1
1.219867792E0,-3.319760132E1,9.282257080E0,-4.260583496E1
1.229875792E0,-3.299446106E1,9.146347046E0,-4.327435303E1
1.239882792E0,-3.269248962E1,8.974334717E0,-4.275323486E1
1.249890792E0,-3.276161194E1,8.716156006E0,-4.300573730E1
1.259898792E0,-3.265011597E1,8.620712280E0,-4.314959717E1
1.269906792E0,-3.274949646E1,8.521728516E0,-4.313079834E1
1.279913792E0,-3.272067261E1,8.347274780E0,-4.318218994E1
1.289921792E0,-3.280474854E1,8.213958740E0,-4.247857666E1
1.299929792E0,-3.288519287E1,8.231933594E0,-4.258508301E1
1.309936792E0,-3.290948486E1,8.137329102E0,-4.254925537E1
1.319944792E0,-3.278694153E1,8.004333496E0,-4.230352783E1
1.329952792E0,-3.285975647E1,7.843261719E0,-4.293133545E1
1.339960792E0,-3.301821899E1,7.660522461E0,-4.236047363E1
1.349967792E0,-3.294906616E1,7.632202148E0,-4.206085205E1
1.359975792E0,-3.312062073E1,7.522857666E0,-4.242718506E1
1.369983792E0,-3.299641418E1,7.497802734E0,-4.188739014E1
1.379991792E0,-3.290512085E1,7.435531616E0,-4.290295410E1
1.389998792E0,-3.267819214E1,7.311492920E0,-4.277386475E1
1.400006792E0,-3.264349365E1,7.000350952E0,-4.265100098E1
1.410014792E0,-3.258990479E1,7.010665894E0,-4.320489502E1
1.420021792E0,-3.257093811E1,6.864608765E0,-4.282238770E1
1.430029792E0,-3.253770447E1,6.885025024E0,-4.326245117E1
1.440037792E0,-3.241122437E1,6.825119019E0,-4.323315430E1
1.450045792E0,-3.238668823E1,6.601501465E0,-4.280841064E1
1.460052792E0,-3.241363525E1,6.742858887E0,-4.307098389E1
1.470060792E0,-3.261302185E1,6.617950439E0,-4.262121582E1
1.480068792E0,-3.242149353E1,6.563842773E0,-4.268560791E1
1.490076792E0,-3.259402466E1,6.635299683E0,-4.313775635E1
1.500083792E0,-3.265158081E1,6.444473267E0,-4.282812500E1
1.510091792E0,-3.257960510E1,6.379165649E0,-4.311633301E1
1.520099792E0,-3.257960510E1,6.379165649E0,-4.311633301E1
1.530107792E0,-3.246763611E1,6.565917969E0,-4.289276123E1
1.540114792E0,-3.222235107E1,6.370452881E0,-4.287408447E1
1.550122792E0,-3.228700256E1,6.446884155E0,-4.329101562E1
1.560130792E0,-3.218147278E1,6.452926636E0,-4.298968506E1
1.570137792E0,-3.210404968E1,6.535339355E0,-4.311016846E1
1.580145792E0,-3.193946838E1,6.596694946E0,-4.328900146E1
1.590153792E0,-3.194483948E1,6.626190186E0,-4.241839600E1
1.600161792E0,-3.164193726E1,6.520172119E0,-4.287622070E1
1.610168792E0,-3.163389587E1,6.408996582E0,-4.290087891E1
1.620176792E0,-3.151664734E1,6.284194946E0,-4.269989014E1
1.630184792E0,-3.147723389E1,6.236190796E0,-4.313659668E1
1.640192792E0,-3.128924561E1,6.382736206E0,-4.258056641E1
1.650199792E0,-3.122659302E1,6.443038940E0,-4.274017334E1
1.660207792E0,-3.103088379E1,6.201278687E0,-4.272814941E1
1.670215792E0,-3.081297302E1,6.175598145E0,-4.267791748E1
1.680222792E0,-3.080564880E1,6.062133789E0,-4.329449463E1
1.690230792E0,-3.055329895E1,5.923965454E0,-4.311602783E1
1.700238792E0,-3.030094910E1,5.950912476E0,-4.325231934E1
1.710246792E0,-3.013316345E1,5.921722412E0,-4.372747803E1
1.720253792E0,-3.011813354E1,5.749877930E0,-4.325714111E1
1.730261792E0,-2.992691040E1,5.737228394E0,-4.378375244E1
1.740269792E0,-2.978564453E1,5.521316528E0,-4.364514160E1
1.750277792E0,-2.953538513E1,5.354049683E0,-4.344702148E1
1.760284792E0,-2.946794128E1,5.268692017E0,-4.400531006E1
1.770292792E0,-2.936636353E1,5.098297119E0,-4.354986572E1
1.780300792E0,-2.922883606E1,4.803955078E0,-4.425128174E1
1.790307792E0,-2.929235840E1,4.707107544E0,-4.432238770E1
1.800315792E0,-2.933335876E1,4.500991821E0,-4.412646484E1
1.810323792E0,-2.915669250E1,4.282409668E0,-4.447662354E1
1.820331792E0,-2.922743225E1,4.210891724E0,-4.406201172E1
1.830338708E0,-2.894311523E1,4.199325562E0,-4.425500488E1
1.840346708E0,-2.886576843E1,4.272811890E0,-4.431262207E1
1.850354708E0,-2.866415405E1,4.290252686E0,-4.400891113E1
1.860362708E0,-2.858444214E1,4.492507935E0,-4.430310059E1
1.870369708E0,-2.854232788E1,4.576126099E0,-4.393627930E1
1.880377708E0,-2.849259949E1,4.735443115E0,-4.364593506E1
1.890385708E0,-2.809875488E1,4.901519775E0,-4.402618408E1
1.900392708E0,-2.802275085E1,4.918014526E0,-4.360650635E1
1.910400708E0,-2.808291626E1,4.894012451E0,-4.442718506E1
1.920408708E0,-2.801460266E1,4.897888184E0,-4.440966797E1
1.930416708E0,-2.799961853E1,4.735549927E0,-4.446368408E1
1.940423708E0,-2.782377625E1,4.497726440E0,-4.429547119E1
1.950431708E0,-2.776266479E1,4.335678101E0,-4.488952637E1
1.960439708E0,-2.782902527E1,4.152725220E0,-4.426312256E1
1.970447708E0,-2.784223938E1,3.993301392E0,-4.452264404E1
1.980454708E0,-2.786680603E1,3.847702026E0,-4.487268066E1
1.990462708E0,-2.781652832E1,3.651184082E0,-4.417224121E1
2.000470708E0,-2.780929565E1,3.657852173E0,-4.452734375E1
2.010477708E0,-2.803198242E1,3.468200684E0,-4.433789062E1
2.020485708E0,-2.823825073E1,3.324600220E0,-4.408245850E1
2.030493708E0,-2.848455811E1,3.417282104E0,-4.438244629E1
2.040501708E0,-2.860105896E1,3.338394165E0,-4.392718506E1
2.050508708E0,-2.859432983E1,3.288269043E0,-4.424182129E1
2.060516708E0,-2.856239319E1,3.374053955E0,-4.414819336E1
2.070524708E0,-2.833845520E1,3.320983887E0,-4.352825928E1
2.080532708E0,-2.846540833E1,3.355102539E0,-4.385314941E1
2.090539708E0,-2.860404968E1,3.228591919E0,-4.380352783E1
2.100547708E0,-2.861091614E1,3.257629395E0,-4.412945557E1
2.110555708E0,-2.862254333E1,3.211151123E0,-4.435931396E1
2.120562708E0,-2.882235718E1,3.154067993E0,-4.388861084E1
