"Time (s)","X (hPa)"
-5.729524583E-1,1.005775681E3
4.327155417E-1,1.005775375E3
1.438381542E0,1.005775681E3
2.444034542E0,1.005775070E3
3.449727542E0,1.005774460E3
3.800917542E0,1.005773468E3
4.873606542E0,1.005773315E3
5.946287542E0,1.005772781E3
7.018968542E0,1.005771942E3
8.091701542E0,1.005770950E3
9.164417542E0,1.005769196E3
1.023713254E1,1.005766983E3
1.130983254E1,1.005765457E3
1.238253154E1,1.005763626E3
1.345522354E1,1.005762787E3
1.452788254E1,1.005762787E3
1.560059354E1,1.005763779E3
1.667336654E1,1.005764236E3
1.774606454E1,1.005764999E3
1.881874654E1,1.005765228E3
1.989143854E1,1.005765228E3
2.096419054E1,1.005765228E3
2.203695754E1,1.005764847E3
2.310969554E1,1.005764847E3
2.418246354E1,1.005765839E3
2.525521354E1,1.005766983E3
2.632794954E1,1.005768051E3
2.740068954E1,1.005768890E3
2.847347754E1,1.005769730E3
2.954625254E1,1.005770493E3
3.061900154E1,1.005770569E3
3.169172854E1,1.005770569E3
3.276444354E1,1.005770264E3
3.383714254E1,1.005769958E3
3.490989154E1,1.005769730E3
3.598266154E1,1.005768814E3
3.705544954E1,1.005766525E3
3.812823754E1,1.005764847E3
3.920102254E1,1.005763779E3
4.027384654E1,1.005762329E3
4.134664754E1,1.005761719E3
4.241942054E1,1.005761719E3
4.349216254E1,1.005761871E3
4.456490954E1,1.005761871E3
4.563765954E1,1.005762100E3
4.671043354E1,1.005761948E3
4.778320554E1,1.005761948E3
4.885600154E1,1.005761871E3
4.992874454E1,1.005761871E3
5.100146654E1,1.005762787E3
5.207421154E1,1.005764465E3
5.314691054E1,1.005765686E3
5.421962554E1,1.005766678E3
5.529235754E1,1.005766754E3
5.636506254E1,1.005766754E3
5.743775854E1,1.005766296E3
5.851047954E1,1.005765533E3
5.958319554E1,1.005764236E3
6.065590454E1,1.005762787E3
6.172864054E1,1.005760880E3
6.280139354E1,1.005759354E3
6.387409654E1,1.005758057E3
6.494679654E1,1.005757217E3
6.601952954E1,1.005757217E3
6.709223854E1,1.005757217E3
6.816490854E1,1.005757294E3
6.923763054E1,1.005757294E3
7.031035054E1,1.005757294E3
7.138307354E1,1.005757523E3
7.245580854E1,1.005757523E3
7.352852354E1,1.005757675E3
7.460128354E1,1.005758133E3
7.567400954E1,1.005758514E3
7.674676654E1,1.005760193E3
7.781954454E1,1.005761719E3
7.889231954E1,1.005763779E3
7.996505754E1,1.005764847E3
8.103782054E1,1.005764847E3
8.211059254E1,1.005764389E3
8.318338754E1,1.005762787E3
8.425613254E1,1.005761032E3
8.532886654E1,1.005759583E3
8.640161554E1,1.005757675E3
8.747434154E1,1.005757217E3
8.854708154E1,1.005756607E3
8.961981554E1,1.005756607E3
9.069257354E1,1.005756607E3
9.176531454E1,1.005756607E3
9.283801454E1,1.005756454E3
9.391068854E1,1.005755386E3
