"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.455945015E-3,4.290041704E1,1.304208517E2,5.130326720E1,NaN,NaN,1.778578502E1,3.000088366E1
3.760290146E-2,4.290041760E1,1.304208532E2,5.130326720E1,NaN,NaN,3.862777032E1,3.000223551E1
5.407829285E-1,4.290021350E1,1.304213099E2,5.102994115E1,NaN,NaN,2.597293220E1,3.000000000E1
6.703010917E0,4.290013322E1,1.304214403E2,5.120019657E1,NaN,NaN,2.183384235E1,3.000000000E1
1.269279790E1,4.290007728E1,1.304215399E2,5.128329190E1,NaN,NaN,2.411265568E1,3.000000000E1
1.871258998E1,4.290005634E1,1.304215731E2,5.139263659E1,NaN,NaN,2.095955569E1,3.000000000E1
2.470825195E1,4.290003473E1,1.304215841E2,5.119197632E1,NaN,NaN,2.147635470E1,3.000000000E1
3.069909799E1,4.290000632E1,1.304216194E2,5.124558906E1,NaN,NaN,2.677184632E1,3.000000000E1
3.669751096E1,4.289990928E1,1.304217112E2,5.202664945E1,NaN,NaN,3.326438333E1,3.000000000E1
4.269818592E1,4.289998693E1,1.304217111E2,5.205889534E1,NaN,NaN,3.014376225E1,3.000000000E1
4.870168400E1,4.289997742E1,1.304217268E2,5.200180799E1,NaN,NaN,2.422081900E1,3.000000000E1
5.470233190E1,4.289996203E1,1.304217403E2,5.207040489E1,NaN,NaN,2.112875634E1,3.000000000E1
6.070639396E1,4.289997444E1,1.304217764E2,5.174079312E1,NaN,NaN,2.276325510E1,3.000000000E1
6.669943190E1,4.290000161E1,1.304217390E2,5.162393754E1,NaN,NaN,2.613824350E1,3.000000000E1
7.270329499E1,4.290001399E1,1.304217481E2,5.168161772E1,NaN,NaN,2.373574939E1,3.000000000E1
7.870262289E1,4.290003229E1,1.304217516E2,5.166624710E1,NaN,NaN,2.587108446E1,3.000000000E1
8.469455492E1,4.290004580E1,1.304217674E2,5.165788879E1,NaN,NaN,2.395796911E1,3.000000000E1
9.069287097E1,4.290006382E1,1.304217662E2,5.169510628E1,NaN,NaN,2.375631066E1,3.000000000E1
9.690618098E1,4.290007689E1,1.304217579E2,5.163460738E1,NaN,NaN,2.119633622E1,3.000000000E1
1.028232149E2,4.290008652E1,1.304217385E2,5.168113303E1,NaN,NaN,2.125503818E1,3.000000000E1
1.090881690E2,4.290011364E1,1.304217313E2,5.160694780E1,NaN,NaN,1.892498519E1,3.000000000E1
1.147067380E2,4.290010246E1,1.304217391E2,5.167194452E1,NaN,NaN,1.687854934E1,3.000000000E1
1.206957990E2,4.290008358E1,1.304217467E2,5.164582173E1,NaN,NaN,2.269314145E1,3.000000000E1
1.266905439E2,4.290007800E1,1.304217706E2,5.167802819E1,NaN,NaN,1.904108503E1,3.000000000E1
1.326950159E2,4.290006245E1,1.304217663E2,5.203394338E1,NaN,NaN,1.692999800E1,3.000000000E1
1.387049090E2,4.290002768E1,1.304217593E2,5.204944656E1,NaN,NaN,2.268653022E1,3.000000000E1
1.446992370E2,4.290002142E1,1.304217132E2,5.146016163E1,NaN,NaN,2.577237523E1,3.000000000E1
1.506983000E2,4.290006312E1,1.304216061E2,5.110649625E1,NaN,NaN,2.445082597E1,3.000000000E1
1.546813920E2,4.290006360E1,1.304216067E2,5.110731831E1,NaN,NaN,2.966305862E1,3.000034034E1
1.546930469E2,4.290006360E1,1.304216067E2,5.110731831E1,NaN,NaN,2.966312810E1,3.000034034E1
1.568115109E2,4.290006961E1,1.304216108E2,5.101997068E1,NaN,NaN,2.123830012E1,3.000000000E1
1.582891943E2,4.290004662E1,1.304216268E2,5.365043881E1,1.545523763E0,NaN,1.949651597E1,6.162328339E1
1.592891784E2,4.290004565E1,1.304216231E2,5.131205853E1,1.545523763E0,NaN,1.966004698E1,3.000000000E0
1.602891622E2,4.290005089E1,1.304216342E2,5.141754052E1,1.417371035E0,NaN,2.008182390E1,3.000000000E0
1.612891464E2,4.290002580E1,1.304215872E2,5.136982280E1,1.239961147E0,NaN,1.978259236E1,3.000000000E0
1.622891335E2,4.290002207E1,1.304215717E2,5.129506469E1,1.239961147E0,NaN,1.944404827E1,3.000000000E0
1.632891181E2,4.290000515E1,1.304214549E2,5.114334329E1,7.871525288E-1,NaN,1.677567037E1,3.000000000E0
1.646063108E2,4.290000528E1,1.304214444E2,5.128494216E1,9.514107704E-1,NaN,1.633383246E1,3.000000000E0
1.656063182E2,4.290000570E1,1.304214327E2,5.122609798E1,9.514107704E-1,NaN,1.676655551E1,3.000000000E0
1.666063255E2,4.290000366E1,1.304214302E2,5.120506157E1,1.042648792E0,NaN,1.650460423E1,3.000000000E0
1.676063093E2,4.290000306E1,1.304214241E2,5.116818687E1,9.552279711E-1,NaN,1.679842387E1,3.000000000E0
1.686063188E2,4.290000142E1,1.304214246E2,5.113326084E1,9.552279711E-1,NaN,1.642933213E1,3.000000000E0
1.696063290E2,4.290001244E1,1.304214867E2,5.113894500E1,7.483990788E-1,NaN,1.627682491E1,3.000000000E0
1.706063166E2,4.290001703E1,1.304214867E2,5.113894509E1,7.483990788E-1,3.600000000E2,1.627682702E1,3.000000000E0
1.716063261E2,4.290000746E1,1.304214854E2,5.113894504E1,0.000000000E0,3.600000000E2,1.613893600E1,3.000000000E0
1.726063364E2,4.290000717E1,1.304214845E2,5.113894504E1,0.000000000E0,NaN,1.603386790E1,3.000000000E0
1.736063224E2,4.290000910E1,1.304214863E2,5.112617560E1,5.535469055E-1,3.600000000E2,1.598619672E1,3.000000000E0
1.746063335E2,4.290000829E1,1.304214545E2,5.104379614E1,4.338282943E-1,3.600000000E2,1.551073911E1,3.000000000E0
1.756063466E2,4.290000614E1,1.304214265E2,5.102607625E1,4.067675471E-1,3.600000000E2,1.436562311E1,3.000000000E0
1.766063316E2,4.289999865E1,1.304214229E2,5.093695880E1,1.600184292E-1,NaN,1.415488037E1,3.000000000E0
1.776063428E2,4.290000591E1,1.304214134E2,5.085837625E1,6.957280040E-1,2.554214655E-15,1.463954000E1,3.000000000E0
1.786063297E2,4.290000784E1,1.304214155E2,5.080363327E1,5.791245699E-1,1.638708140E-16,1.456679548E1,3.000000000E0
1.796063145E2,4.289998776E1,1.304213431E2,5.089419771E1,6.957280040E-1,1.032628052E-15,1.705257863E1,3.000000000E0
1.806062993E2,4.289998910E1,1.304213415E2,5.096923352E1,6.467829943E-1,3.600000000E2,1.696812948E1,3.000000000E0
1.816062846E2,4.289998327E1,1.304213415E2,5.096923349E1,0.000000000E0,3.600000000E2,1.694250545E1,3.000000000E0
1.826062703E2,4.289998327E1,1.304213415E2,5.096923349E1,0.000000000E0,3.600000000E2,1.698122260E1,3.000000000E0
1.836062548E2,4.289998327E1,1.304213415E2,5.096923349E1,0.000000000E0,3.600000000E2,1.703924128E1,3.000000000E0
1.846062394E2,4.289998327E1,1.304213415E2,5.096923349E1,0.000000000E0,3.600000000E2,1.708760740E1,3.000000000E0
1.856062255E2,4.289998327E1,1.304213415E2,5.096923349E1,0.000000000E0,3.600000000E2,1.713793815E1,3.000000000E0
1.866062102E2,4.289998327E1,1.304213415E2,5.096923349E1,0.000000000E0,3.600000000E2,1.715712049E1,3.000000000E0
1.876061950E2,4.289999385E1,1.304213661E2,5.096923349E1,0.000000000E0,3.600000000E2,5.819830751E0,3.000000000E0
1.886061800E2,4.289999277E1,1.304213635E2,5.096923349E1,0.000000000E0,3.600000000E2,5.516535073E0,3.000000000E0
1.896061649E2,4.289999321E1,1.304213648E2,5.109671554E1,6.369069219E-1,3.600000000E2,5.276720069E0,3.000000000E0
1.906061496E2,4.290000478E1,1.304210920E2,5.057249532E1,5.372301840E-1,NaN,4.748651530E0,3.000000000E0
1.916061337E2,4.290000525E1,1.304211054E2,5.043357514E1,7.314605373E-1,7.182049666E1,5.687025300E0,3.000000000E0
1.926061188E2,4.290001125E1,1.304211046E2,5.025709931E1,7.188940644E-1,2.479462873E1,5.606559020E0,3.000000000E0
1.936061038E2,4.290000516E1,1.304210973E2,5.015846730E1,1.559517019E-1,NaN,7.355060082E0,3.000000000E0
1.946060885E2,4.289999549E1,1.304210724E2,5.001433780E1,7.784285833E-1,2.260227012E2,7.841826945E0,3.000000000E0
1.956060735E2,4.289999002E1,1.304210354E2,4.999810613E1,1.326633913E0,2.527069673E2,8.973418917E0,3.000000000E0
