"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.338974953E-3,4.290003708E1,1.304216772E2,5.181796300E1,NaN,NaN,3.182326230E1,3.000000000E1
3.887104988E-2,4.289962724E1,1.304218516E2,5.365546834E1,NaN,NaN,8.881525777E2,3.006156157E1
4.075319767E-1,4.290015171E1,1.304216241E2,5.127706185E1,NaN,NaN,3.497287184E1,3.000000000E1
6.680068016E0,4.290019156E1,1.304216353E2,5.119946331E1,NaN,NaN,3.745735288E1,3.000000000E1
1.267172503E1,4.290001647E1,1.304216680E2,5.159045957E1,NaN,NaN,3.242979561E1,3.000000000E1
1.867615807E1,4.290004467E1,1.304216602E2,5.142389066E1,NaN,NaN,3.023478775E1,3.000000000E1
2.467418098E1,4.290019156E1,1.304216353E2,5.189457598E1,NaN,NaN,3.745735288E1,3.000000000E1
3.069550800E1,4.290019156E1,1.304216353E2,5.188457425E1,NaN,NaN,3.745735288E1,3.000000000E1
3.668630397E1,4.290019156E1,1.304216353E2,5.204290677E1,NaN,NaN,3.745735288E1,3.000000000E1
4.270036507E1,4.290009658E1,1.304217575E2,5.167417825E1,NaN,NaN,3.483156036E1,3.000000000E1
4.868074298E1,4.290015554E1,1.304217446E2,5.164421962E1,NaN,NaN,3.482861962E1,3.000000000E1
5.469036806E1,4.290011037E1,1.304217569E2,5.167204983E1,NaN,NaN,3.147836959E1,3.000000000E1
6.069169700E1,4.290011870E1,1.304217688E2,5.168700078E1,NaN,NaN,2.341069461E1,3.000000000E1
6.668772006E1,4.290006620E1,1.304217291E2,5.165095293E1,NaN,NaN,2.687352837E1,3.000000000E1
7.268577802E1,4.290001466E1,1.304217734E2,5.192316559E1,NaN,NaN,2.943479366E1,3.000000000E1
7.869016504E1,4.290001836E1,1.304217327E2,5.186220309E1,NaN,NaN,2.493553501E1,3.000000000E1
8.468722999E1,4.289994899E1,1.304216084E2,5.164661601E1,NaN,NaN,2.697582641E1,3.000000000E1
8.756816304E1,4.289994883E1,1.304216075E2,5.161157610E1,NaN,NaN,3.030069680E1,3.000020535E1
8.757456398E1,4.289994883E1,1.304216075E2,5.161157610E1,NaN,NaN,3.030071916E1,3.000020535E1
9.068191600E1,4.289999621E1,1.304215909E2,5.171902670E1,NaN,NaN,2.422156323E1,3.000000000E1
9.140434909E1,4.289999851E1,1.304215923E2,5.171740736E1,NaN,NaN,2.456288753E1,3.000000601E1
9.141307306E1,4.289999851E1,1.304215923E2,5.171740736E1,NaN,NaN,2.456295442E1,3.000000601E1
9.668016303E1,4.289993612E1,1.304215586E2,5.134864682E1,NaN,NaN,2.880775508E1,3.000000000E1
1.027955270E2,4.290002298E1,1.304215331E2,5.143950740E1,NaN,NaN,2.890620527E1,3.000000000E1
1.086788890E2,4.289996262E1,1.304215178E2,5.160824675E1,NaN,NaN,2.884033622E1,3.000000000E1
1.146781430E2,4.290005507E1,1.304215616E2,5.095697903E1,NaN,NaN,2.884114610E1,3.000000000E1
1.206641700E2,4.290019156E1,1.304216353E2,5.094107672E1,NaN,NaN,3.745735288E1,3.000000000E1
1.252761054E2,4.289999034E1,1.304215236E2,5.126331300E1,2.423201323E0,NaN,1.618677240E1,4.276237869E1
1.262760911E2,4.289998968E1,1.304215501E2,5.131134258E1,2.423201323E0,NaN,1.606468162E1,4.276237869E1
1.292760493E2,4.289998759E1,1.304215190E2,5.131042953E1,1.164702773E0,NaN,1.497637398E1,6.099415970E1
1.302760351E2,4.289992055E1,1.304214442E2,5.123883736E1,9.538377523E-1,NaN,3.231857639E1,3.000000000E0
1.312760199E2,4.289990770E1,1.304213956E2,5.133400007E1,9.538377523E-1,NaN,2.792380733E1,3.000000000E0
1.327269993E2,4.289993550E1,1.304213213E2,5.142720022E1,3.627281487E-1,NaN,2.049683330E1,3.000000000E0
1.337289064E2,4.289993507E1,1.304213230E2,5.118127808E1,3.627281487E-1,NaN,1.827403582E1,3.000000000E0
1.347289126E2,4.289993721E1,1.304213227E2,5.127991304E1,5.131703615E-1,NaN,1.685785786E1,3.000000000E0
1.357288998E2,4.289993985E1,1.304213182E2,5.120571706E1,5.131703615E-1,NaN,1.542761284E1,3.000000000E0
1.367286577E2,4.289993858E1,1.304213122E2,5.117849125E1,3.661916852E-1,NaN,1.454787881E1,3.000000000E0
1.377284272E2,4.289994188E1,1.304213122E2,5.117849130E1,3.661916852E-1,3.600000000E2,1.454787881E1,3.000000000E0
1.387281790E2,4.289995184E1,1.304213263E2,5.119818152E1,3.661916852E-1,3.600000000E2,1.284091675E1,3.000000000E0
1.397279640E2,4.289995886E1,1.304213239E2,5.114322120E1,5.680557489E-1,2.248568447E-15,1.209980665E1,3.000000000E0
1.407277508E2,4.289998219E1,1.304212522E2,5.143300504E1,8.415141106E-1,3.600000000E2,9.201583030E0,3.000000000E0
1.417275159E2,4.289999202E1,1.304212281E2,5.149106508E1,8.415141106E-1,3.600000000E2,8.497492620E0,3.000000000E0
1.427273411E2,4.289999761E1,1.304212515E2,5.085535594E1,8.415141106E-1,2.820264053E-15,8.362418754E0,3.000000000E0
1.437271765E2,4.290001077E1,1.304212571E2,5.070481425E1,9.358713627E-1,3.600000000E2,7.699497087E0,3.000000000E0
1.447269926E2,4.290001638E1,1.304212678E2,5.069243417E1,9.358713627E-1,3.600000000E2,7.277305923E0,3.000000000E0
1.457268544E2,4.290001009E1,1.304212757E2,5.050680424E1,6.040912867E-1,3.600000000E2,6.989745298E0,3.000000000E0
1.467267230E2,4.290001174E1,1.304213046E2,5.063117339E1,1.011071563E0,NaN,1.400000000E1,3.000000000E0
1.477265738E2,4.290001622E1,1.304213143E2,5.072650770E1,1.011071563E0,NaN,1.400000000E1,3.000000000E0
1.487264371E2,4.290001234E1,1.304213055E2,5.068702159E1,1.672718674E-1,NaN,1.400000000E1,3.000000000E0
1.497263093E2,4.290001234E1,1.304213055E2,5.068702163E1,1.672718674E-1,NaN,7.293081560E0,3.000000000E0
1.507261882E2,4.290000925E1,1.304212929E2,5.051694959E1,3.829470277E-1,3.600000000E2,7.599803771E0,3.000000000E0
1.517260734E2,4.289999929E1,1.304212954E2,5.058915126E1,3.900702298E-1,5.192779357E-15,7.577321798E0,3.000000000E0
1.527259648E2,4.289998964E1,1.304212737E2,5.059277040E1,3.900702298E-1,3.600000000E2,7.316210737E0,3.000000000E0
