"Time (s)","X (µT)","Y (µT)","Z (µT)"
-1.274166716E-4,-3.606898499E1,6.470169067E0,-3.819317627E1
9.880583326E-3,-3.603622437E1,6.460571289E0,-3.862341309E1
1.988758333E-2,-3.609111023E1,6.501403809E0,-3.863720703E1
2.989558333E-2,-3.609111023E1,6.501403809E0,-3.863720703E1
3.990358333E-2,-3.602723694E1,6.616546631E0,-3.801251221E1
4.991058333E-2,-3.609883118E1,6.566390991E0,-3.866864014E1
5.991858333E-2,-3.610031128E1,6.576690674E0,-3.867871094E1
6.992658332E-2,-3.608215332E1,6.683319092E0,-3.898181152E1
7.993358333E-2,-3.605950928E1,6.623855591E0,-3.921905518E1
8.994158333E-2,-3.604855347E1,6.524154663E0,-3.898406982E1
9.994958332E-2,-3.594537354E1,6.576248169E0,-3.939422607E1
1.099575833E-1,-3.591522217E1,6.507736206E0,-3.916314697E1
1.199645833E-1,-3.608395386E1,6.568511963E0,-3.871423340E1
1.299725833E-1,-3.614196777E1,6.544754028E0,-3.905541992E1
1.399805833E-1,-3.622215271E1,6.576202393E0,-3.880267334E1
1.499875833E-1,-3.624668884E1,6.395370483E0,-3.923553467E1
1.599955833E-1,-3.623377991E1,6.326095581E0,-3.932086182E1
1.700035833E-1,-3.631672668E1,6.110061646E0,-3.889819336E1
1.800105833E-1,-3.615603638E1,6.017700195E0,-3.918066406E1
1.900185833E-1,-3.610247803E1,5.905731201E0,-3.893041992E1
2.000265833E-1,-3.621032715E1,5.815353394E0,-3.913787842E1
2.100345833E-1,-3.610754395E1,5.876754761E0,-3.924749756E1
2.200415833E-1,-3.609605408E1,5.674850464E0,-3.898382568E1
2.300495833E-1,-3.611701965E1,5.659317017E0,-3.954266357E1
2.400575833E-1,-3.594798279E1,5.609252930E0,-3.946820068E1
2.500645833E-1,-3.577322388E1,5.472686768E0,-3.954931641E1
2.600725833E-1,-3.582925415E1,5.573715210E0,-3.993829346E1
2.700805833E-1,-3.570162964E1,5.555862427E0,-3.961535645E1
2.800875833E-1,-3.578491211E1,5.506072998E0,-3.996984863E1
2.900955833E-1,-3.563969421E1,5.536605835E0,-4.024987793E1
3.001035833E-1,-3.563241577E1,5.468780518E0,-3.974603271E1
3.101115833E-1,-3.572456360E1,5.581253052E0,-4.024731445E1
3.201185833E-1,-3.560586548E1,5.668487549E0,-3.991717529E1
3.301265833E-1,-3.576530457E1,5.731414795E0,-4.009368896E1
3.401345833E-1,-3.577836609E1,5.721267700E0,-4.026458740E1
3.501415833E-1,-3.583123779E1,5.671432495E0,-3.977227783E1
3.601495833E-1,-3.566906738E1,5.686614990E0,-4.021453857E1
3.701575833E-1,-3.586253357E1,5.662185669E0,-4.001824951E1
3.801645833E-1,-3.590382385E1,5.894866943E0,-3.953619385E1
3.901725833E-1,-3.600579834E1,6.092605591E0,-4.012316895E1
4.001805833E-1,-3.587016296E1,6.094223022E0,-3.961376953E1
4.101875833E-1,-3.578627014E1,6.255065918E0,-4.009027100E1
4.201955833E-1,-3.578028870E1,6.258575439E0,-4.046008301E1
4.302035833E-1,-3.573429871E1,6.355392456E0,-3.968865967E1
4.402115833E-1,-3.573429871E1,6.355392456E0,-3.968865967E1
4.502185833E-1,-3.567453003E1,6.563079834E0,-4.021813965E1
4.602265833E-1,-3.547145081E1,6.762619019E0,-4.014410400E1
4.702345833E-1,-3.534982300E1,6.846145630E0,-4.030462646E1
4.802415833E-1,-3.520133972E1,6.961227417E0,-4.096911621E1
4.902495833E-1,-3.512307739E1,7.109252930E0,-4.077368164E1
5.002575833E-1,-3.500834656E1,7.399490356E0,-4.098181152E1
5.102645833E-1,-3.498545837E1,7.517562866E0,-4.084808350E1
5.202725833E-1,-3.491384888E1,7.748870850E0,-4.075897217E1
5.302805833E-1,-3.486804199E1,7.944396973E0,-4.109265137E1
5.402885833E-1,-3.487815857E1,8.038299561E0,-4.042492676E1
5.502955833E-1,-3.478245544E1,8.248992920E0,-4.065283203E1
5.603035833E-1,-3.486903381E1,8.514068604E0,-4.069201660E1
5.703115833E-1,-3.498999023E1,8.550537109E0,-4.034466553E1
5.803185833E-1,-3.478213501E1,8.677413940E0,-4.104772949E1
5.903265833E-1,-3.485015869E1,8.831176758E0,-4.065887451E1
6.003345833E-1,-3.485479736E1,9.015762329E0,-4.072174072E1
6.103415833E-1,-3.485018921E1,9.383834839E0,-4.088964844E1
6.203495833E-1,-3.464274597E1,9.520095825E0,-4.037280273E1
6.303575833E-1,-3.433625793E1,9.631149292E0,-4.061425781E1
6.403645833E-1,-3.426194763E1,9.810775757E0,-4.027880859E1
6.503725833E-1,-3.406681824E1,1.010325623E1,-4.012811279E1
6.603805833E-1,-3.411598206E1,1.027803040E1,-4.090917969E1
6.703885833E-1,-3.390409851E1,1.039297485E1,-4.040838623E1
6.803955833E-1,-3.384544373E1,1.047175598E1,-4.097875977E1
6.904042500E-1,-3.360800171E1,1.059530640E1,-4.092620850E1
7.004122500E-1,-3.355348206E1,1.072779846E1,-4.057348633E1
7.104192500E-1,-3.361453247E1,1.081948853E1,-4.089508057E1
7.204272500E-1,-3.350697327E1,1.080766296E1,-4.064691162E1
7.304352500E-1,-3.346232605E1,1.088761902E1,-4.052960205E1
7.404422500E-1,-3.355538940E1,1.083097839E1,-4.104687500E1
7.504502500E-1,-3.355552673E1,1.080152893E1,-4.057116699E1
7.604582500E-1,-3.328254700E1,1.079545593E1,-4.111242676E1
7.704652500E-1,-3.303356934E1,1.080401611E1,-4.079492188E1
7.804732500E-1,-3.309065247E1,1.072880554E1,-4.082940674E1
7.904812500E-1,-3.292762756E1,1.071191406E1,-4.120056152E1
8.004892500E-1,-3.297279358E1,1.067077637E1,-4.071936035E1
8.104962500E-1,-3.281187439E1,1.073690796E1,-4.103668213E1
8.205042500E-1,-3.268190002E1,1.057421875E1,-4.140252686E1
8.305122500E-1,-3.256542969E1,1.033525085E1,-4.084179688E1
8.405192500E-1,-3.250991821E1,1.027799988E1,-4.106890869E1
8.505272500E-1,-3.241464233E1,1.031497192E1,-4.104174805E1
8.605352500E-1,-3.244810486E1,1.022573853E1,-4.054144287E1
8.705422500E-1,-3.251660156E1,1.029240417E1,-4.073217773E1
8.805502500E-1,-3.272085571E1,1.025564575E1,-4.085858154E1
8.905582500E-1,-3.280342102E1,1.027415466E1,-4.014508057E1
9.005652500E-1,-3.296331787E1,1.031878662E1,-4.024829102E1
9.105732500E-1,-3.302256775E1,1.026345825E1,-3.978076172E1
9.205812500E-1,-3.292193604E1,1.026942444E1,-3.911224365E1
9.305892500E-1,-3.296519470E1,1.035014343E1,-3.943475342E1
9.405962500E-1,-3.315975952E1,1.032365417E1,-3.883294678E1
9.506042500E-1,-3.323971558E1,1.029710388E1,-3.951647949E1
9.606122500E-1,-3.321049500E1,1.020077515E1,-3.978179932E1
9.706192500E-1,-3.343692017E1,1.005490112E1,-3.950585938E1
9.806272500E-1,-3.333200073E1,1.009793091E1,-3.972283936E1
9.906352500E-1,-3.330972290E1,1.000822449E1,-3.906524658E1
1.000642250E0,-3.337351990E1,9.930969238E0,-3.943432617E1
1.010650250E0,-3.344705200E1,1.000973511E1,-3.974346924E1
1.020658250E0,-3.346717834E1,9.904388428E0,-3.914044189E1
1.030665250E0,-3.331987000E1,9.829269409E0,-3.959002686E1
1.040673250E0,-3.340483093E1,9.718811035E0,-3.920336914E1
1.050681250E0,-3.352362061E1,9.511505127E0,-3.898242188E1
1.060688250E0,-3.350155640E1,9.367233276E0,-3.908929443E1
1.070696250E0,-3.362409973E1,8.997634888E0,-3.891235352E1
1.080704250E0,-3.373617554E1,8.677825928E0,-3.936309814E1
1.090712250E0,-3.386755371E1,8.660476685E0,-3.919000244E1
1.100719250E0,-3.389001465E1,8.454223633E0,-3.872674561E1
1.110727250E0,-3.390106201E1,8.395629883E0,-3.872113037E1
1.120735250E0,-3.395751953E1,8.146194458E0,-3.845391846E1
1.130742250E0,-3.378265381E1,7.906127930E0,-3.844683838E1
1.140750250E0,-3.365037537E1,7.791351318E0,-3.869158936E1
1.150758250E0,-3.382717896E1,7.601211548E0,-3.835571289E1
1.160765250E0,-3.389344788E1,7.557037354E0,-3.883325195E1
1.170773250E0,-3.393196106E1,7.311584473E0,-3.890454102E1
1.180781250E0,-3.382498169E1,7.197570801E0,-3.873797607E1
1.190788250E0,-3.371849060E1,7.063781738E0,-3.918090820E1
1.200796250E0,-3.371977234E1,7.040039062E0,-3.850469971E1
1.210804250E0,-3.366850281E1,6.832351685E0,-3.931524658E1
1.220811250E0,-3.356330872E1,6.712860107E0,-3.953906250E1
1.230819250E0,-3.373991394E1,6.538360596E0,-3.897015381E1
1.240827250E0,-3.368478394E1,6.412002563E0,-3.912377930E1
1.250835250E0,-3.368478394E1,6.412002563E0,-3.912377930E1
1.260842250E0,-3.362507629E1,6.225769043E0,-3.887890625E1
1.270850250E0,-3.370661926E1,6.039825439E0,-3.877081299E1
1.280858250E0,-3.376763916E1,5.840530396E0,-3.896386719E1
1.290865250E0,-3.371736145E1,5.552566528E0,-3.845056152E1
1.300873250E0,-3.379298401E1,5.455734253E0,-3.866760254E1
1.310881250E0,-3.365776062E1,5.316329956E0,-3.836523438E1
1.320888250E0,-3.377363586E1,5.088317871E0,-3.810577393E1
1.330896250E0,-3.380886841E1,4.899047852E0,-3.878662109E1
1.340904250E0,-3.385089111E1,4.697265625E0,-3.829113770E1
1.350911250E0,-3.387292480E1,4.529724121E0,-3.895367432E1
1.360919250E0,-3.372698975E1,4.415939331E0,-3.906945801E1
1.370927250E0,-3.362506104E1,4.326522827E0,-3.872479248E1
1.380934250E0,-3.345549011E1,4.190475464E0,-3.922363281E1
1.390942250E0,-3.359129333E1,4.007369995E0,-3.864978027E1
1.400950250E0,-3.347280884E1,3.801193237E0,-3.878784180E1
1.410957250E0,-3.330982971E1,3.572433472E0,-3.941693115E1
1.420965250E0,-3.323835754E1,3.332626343E0,-3.884631348E1
1.430973250E0,-3.309974670E1,3.093536377E0,-3.949200439E1
1.440980250E0,-3.289176941E1,2.913818359E0,-3.910498047E1
1.450988250E0,-3.295251465E1,2.734436035E0,-3.887200928E1
1.460996250E0,-3.288839722E1,2.561401367E0,-3.941967773E1
1.471004250E0,-3.295783997E1,2.456802368E0,-3.880639648E1
1.481011250E0,-3.281170654E1,2.253417969E0,-3.924261475E1
1.491019250E0,-3.278222656E1,2.109191895E0,-3.926593018E1
1.501027250E0,-3.282356262E1,1.947158813E0,-3.887902832E1
1.511034250E0,-3.274472046E1,1.718261719E0,-3.905969238E1
1.521042250E0,-3.280653381E1,1.534042358E0,-3.881964111E1
1.531050250E0,-3.287036133E1,1.354232788E0,-3.898217773E1
1.541057250E0,-3.283474731E1,1.401580811E0,-3.933605957E1
1.551065250E0,-3.258195496E1,1.326782227E0,-3.899993896E1
1.561073250E0,-3.224549866E1,1.247268677E0,-3.971038818E1
1.571080250E0,-3.194757080E1,1.170501709E0,-3.964727783E1
1.581088250E0,-3.182415771E1,1.286071777E0,-3.964569092E1
1.591096250E0,-3.140347290E1,1.290313721E0,-4.000030518E1
1.601103250E0,-3.112179565E1,1.086135864E0,-3.983233643E1
1.611111250E0,-3.075411987E1,1.150146484E0,-4.060620117E1
1.621119250E0,-3.058638000E1,1.155151367E0,-4.089807129E1
1.631126250E0,-3.063139343E1,1.031860352E0,-4.062310791E1
1.641134250E0,-3.057276917E1,8.511962891E-1,-4.145666504E1
1.651142250E0,-3.046600342E1,7.779083252E-1,-4.106500244E1
1.661150250E0,-3.046600342E1,7.779083252E-1,-4.106500244E1
1.671157250E0,-3.059786987E1,6.795806885E-1,-4.126037598E1
1.681165250E0,-3.065431213E1,6.835174561E-1,-4.144763184E1
1.691172208E0,-3.060159302E1,6.330108643E-1,-4.062677002E1
1.701179208E0,-3.083828735E1,7.071380615E-1,-4.112127686E1
1.711187208E0,-3.099356079E1,6.675415039E-1,-4.042871094E1
1.721195208E0,-3.114022827E1,6.413421631E-1,-4.012701416E1
1.731202208E0,-3.135455322E1,7.352600098E-1,-4.060015869E1
1.741210208E0,-3.141674805E1,6.332855225E-1,-4.008044434E1
1.751218208E0,-3.140852356E1,6.710510254E-1,-4.045617676E1
1.761225208E0,-3.163223267E1,5.694122314E-1,-4.046545410E1
1.771233208E0,-3.168774414E1,5.158691406E-1,-4.017163086E1
1.781241208E0,-3.185556030E1,5.439758301E-1,-4.008935547E1
1.791248208E0,-3.181381226E1,4.503936768E-1,-3.974438477E1
1.801256208E0,-3.184214783E1,4.451141357E-1,-3.987420654E1
1.811264208E0,-3.169432068E1,4.036712646E-1,-4.006085205E1
1.821271208E0,-3.187292480E1,4.133605957E-1,-3.963629150E1
1.831279208E0,-3.165678406E1,4.184417725E-1,-4.014135742E1
1.841287208E0,-3.173323059E1,3.726501465E-1,-3.986614990E1
1.851294208E0,-3.180061340E1,4.523620605E-1,-3.974102783E1
1.861302208E0,-3.181616211E1,5.009002686E-1,-4.002612305E1
1.871310208E0,-3.204190063E1,4.364624023E-1,-3.956072998E1
1.881317208E0,-3.198753357E1,5.265655518E-1,-3.977850342E1
1.891325208E0,-3.207258606E1,4.965972900E-1,-3.973498535E1
1.901333208E0,-3.196018982E1,3.831176758E-1,-3.915856934E1
1.911341208E0,-3.187922668E1,4.241790771E-1,-3.976654053E1
1.921348208E0,-3.202751160E1,4.633483887E-1,-3.928228760E1
1.931356208E0,-3.192651367E1,4.181823730E-1,-3.928826904E1
1.941364208E0,-3.195840454E1,4.912567139E-1,-3.998596191E1
1.951371208E0,-3.199079895E1,5.672912598E-1,-3.944360352E1
1.961379208E0,-3.224108887E1,7.038879395E-1,-3.982641602E1
1.971387208E0,-3.218295288E1,6.997680664E-1,-3.958270264E1
1.981394208E0,-3.193472290E1,8.087158203E-1,-3.915563965E1
1.991402208E0,-3.187939453E1,8.638305664E-1,-3.948468018E1
2.001410208E0,-3.188439941E1,1.113311768E0,-3.867169189E1
2.011417208E0,-3.184376526E1,1.284225464E0,-3.883209229E1
2.021425208E0,-3.179443359E1,1.275848389E0,-3.913702393E1
2.031433208E0,-3.186054993E1,1.341659546E0,-3.881231689E1
2.041440208E0,-3.203407288E1,1.589981079E0,-3.904461670E1
2.051448208E0,-3.224305725E1,1.717834473E0,-3.802416992E1
2.061456208E0,-3.221228027E1,1.855514526E0,-3.771282959E1
2.071463208E0,-3.221228027E1,1.855514526E0,-3.771282959E1
2.081471208E0,-3.228663635E1,1.972793579E0,-3.803668213E1
2.091479208E0,-3.243083191E1,2.115447998E0,-3.747863770E1
2.101486208E0,-3.265380859E1,2.306793213E0,-3.774414062E1
2.111494208E0,-3.264549255E1,2.395980835E0,-3.738720703E1
2.121502208E0,-3.297196960E1,2.590270996E0,-3.735009766E1
2.131509208E0,-3.303628540E1,2.794738770E0,-3.769110107E1
2.141517208E0,-3.286408997E1,2.890670776E0,-3.693811035E1
2.151525208E0,-3.297804260E1,3.031387329E0,-3.716186523E1
2.161532208E0,-3.273471069E1,3.111953735E0,-3.735095215E1
2.171540208E0,-3.256776428E1,3.008178711E0,-3.707116699E1
2.181548208E0,-3.242590332E1,3.033096313E0,-3.778216553E1
2.191555208E0,-3.224705505E1,3.040756226E0,-3.752789307E1
2.201563208E0,-3.231843567E1,3.096771240E0,-3.786541748E1
2.211571208E0,-3.234597778E1,3.160995483E0,-3.827239990E1
2.221578208E0,-3.219250488E1,2.936492920E0,-3.784442139E1
2.231586208E0,-3.212840271E1,2.770690918E0,-3.805560303E1
2.241594208E0,-3.221409607E1,2.620498657E0,-3.759320068E1
2.251602208E0,-3.240956116E1,2.584808350E0,-3.737115479E1
