"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.620977402E-3,4.290006756E1,1.304216698E2,5.190658315E1,NaN,NaN,2.949341076E1,3.000000000E1
3.968298435E-2,4.290019156E1,1.304216353E2,5.374410757E1,NaN,NaN,3.745735288E1,3.006357240E1
4.089230299E-1,4.290010644E1,1.304215797E2,5.095893663E1,NaN,NaN,3.497846853E1,3.000000000E1
6.689808965E0,4.290019156E1,1.304216353E2,5.139976980E1,NaN,NaN,3.745735288E1,3.000000000E1
1.268848598E1,4.290003582E1,1.304215999E2,5.115188296E1,NaN,NaN,2.890307783E1,3.000000000E1
1.884119797E1,4.290000666E1,1.304216666E2,5.142680164E1,NaN,NaN,3.305751683E1,3.000000000E1
2.468551505E1,4.290019156E1,1.304216353E2,5.193397416E1,NaN,NaN,3.745735288E1,3.000000000E1
3.068663502E1,4.290019156E1,1.304216353E2,5.188025571E1,NaN,NaN,3.745735288E1,3.000000000E1
3.669610298E1,4.289992493E1,1.304217121E2,5.203732493E1,NaN,NaN,3.706995418E1,3.000000000E1
4.268834901E1,4.290008645E1,1.304217365E2,5.166415086E1,NaN,NaN,3.482967368E1,3.000000000E1
4.870283401E1,4.290012163E1,1.304217669E2,5.163546586E1,NaN,NaN,3.483064545E1,3.000000000E1
5.468819404E1,4.290010148E1,1.304217477E2,5.164096204E1,NaN,NaN,3.482879717E1,3.000000000E1
6.069985604E1,4.290011298E1,1.304218361E2,5.165451074E1,NaN,NaN,3.483043586E1,3.000000000E1
6.669397902E1,4.290011603E1,1.304217579E2,5.184640458E1,NaN,NaN,3.482963241E1,3.000000000E1
7.268197799E1,4.290019156E1,1.304216353E2,5.193995157E1,NaN,NaN,3.745735288E1,3.000000000E1
7.869235897E1,4.290004358E1,1.304216522E2,5.180881665E1,NaN,NaN,2.966486522E1,3.000000000E1
8.469073308E1,4.290019156E1,1.304216353E2,5.165632399E1,NaN,NaN,3.745735288E1,3.000000000E1
9.275401497E1,4.289989375E1,1.304215599E2,5.165948242E1,NaN,NaN,3.679200222E1,3.000000000E1
9.868716908E1,4.290004307E1,1.304216104E2,5.159257530E1,NaN,NaN,2.880399332E1,3.000000000E1
1.046809961E2,4.289991977E1,1.304215917E2,5.138119762E1,NaN,NaN,3.567054096E1,3.000000000E1
1.106944680E2,4.289990869E1,1.304216005E2,5.137931340E1,NaN,NaN,3.708105214E1,3.000000000E1
1.166820650E2,4.289999935E1,1.304217308E2,5.154171932E1,NaN,NaN,3.479721543E1,3.000000000E1
1.226873330E2,4.290003279E1,1.304216195E2,5.097956417E1,NaN,NaN,3.686111162E1,3.000000000E1
1.272799044E2,4.289999774E1,1.304216673E2,5.155338381E1,NaN,NaN,1.130888187E1,4.276237869E1
1.282798887E2,4.289999828E1,1.304216665E2,5.154361021E1,NaN,NaN,1.400000000E1,4.276237869E1
1.292798735E2,4.289999827E1,1.304216665E2,5.154090160E1,NaN,NaN,1.400000000E1,1.402072906E2
1.322798272E2,4.289999837E1,1.304216660E2,5.151504123E1,0.000000000E0,NaN,1.400000000E1,1.115753784E2
1.332798121E2,4.289999820E1,1.304216662E2,5.133435930E1,NaN,NaN,1.400000000E1,1.117819366E2
1.342797964E2,4.289999804E1,1.304216662E2,5.131282169E1,NaN,NaN,1.400000000E1,1.065967407E2
1.352818762E2,4.289999785E1,1.304216660E2,5.131066793E1,NaN,NaN,1.637023816E1,1.089985580E2
1.362818846E2,4.289999763E1,1.304216647E2,5.131045255E1,NaN,NaN,2.018770045E1,1.079096451E2
1.372818696E2,4.289999782E1,1.304216529E2,5.131043101E1,NaN,NaN,2.473704711E1,6.210305786E1
1.382819208E2,4.289999768E1,1.304216464E2,5.131042886E1,NaN,NaN,3.020381605E1,9.332989502E1
1.392819718E2,4.289999710E1,1.304216299E2,5.131042864E1,NaN,NaN,3.581458978E1,6.963582611E1
1.402820008E2,4.290000335E1,1.304215897E2,5.131042862E1,1.021334767E0,2.831700844E2,3.294732879E1,4.909709549E1
1.412820325E2,4.290000335E1,1.304215897E2,5.131042866E1,1.021334767E0,NaN,3.294732879E1,4.909709549E1
1.422820630E2,4.289999788E1,1.304215638E2,5.131042866E1,0.000000000E0,NaN,3.111047393E1,4.195557785E1
1.432820970E2,4.289991938E1,1.304214269E2,5.129031750E1,6.657718420E-1,3.600000000E2,4.601949207E1,3.000000000E0
1.441271045E2,4.289991738E1,1.304213773E2,5.106921017E1,3.042970896E-1,NaN,4.030971217E1,3.000000000E0
1.451271325E2,4.289991379E1,1.304214124E2,5.111819938E1,5.067594647E-1,3.651584292E-15,3.610915017E1,3.000000000E0
1.461271375E2,4.289992682E1,1.304214014E2,5.116222667E1,2.555213869E-1,NaN,3.068668785E1,3.000000000E0
1.471271312E2,4.289992682E1,1.304214014E2,5.116222667E1,0.000000000E0,NaN,2.808973053E1,3.000000000E0
1.481271254E2,4.289993338E1,1.304213693E2,5.124024909E1,2.555213869E-1,NaN,2.551822180E1,3.000000000E0
1.491271276E2,4.289993338E1,1.304213693E2,5.124024909E1,0.000000000E0,NaN,2.374764895E1,3.000000000E0
1.501271299E2,4.289995101E1,1.304213354E2,5.146566164E1,4.119603634E-1,2.966887661E-15,1.941756538E1,3.000000000E0
1.511271306E2,4.289994730E1,1.304213354E2,5.146566163E1,0.000000000E0,3.600000000E2,1.738507504E1,3.000000000E0
1.521271303E2,4.289996175E1,1.304213361E2,5.159490265E1,9.562530518E-1,3.600000000E2,1.684667952E1,3.000000000E0
1.531271280E2,4.289996020E1,1.304213407E2,5.150437919E1,9.562530518E-1,8.393678378E-16,1.644888497E1,3.000000000E0
1.541271267E2,4.289996211E1,1.304213653E2,5.136283778E1,9.710950255E-1,3.600000000E2,1.536771533E1,3.000000000E0
1.551271235E2,4.289995808E1,1.304213876E2,5.102649136E1,7.521247268E-1,NaN,1.406205875E1,3.000000000E0
1.561271197E2,4.289996485E1,1.304213876E2,5.102649145E1,7.521247268E-1,1.842781380E-15,1.406205875E1,3.000000000E0
1.571271156E2,4.289997049E1,1.304213693E2,5.100553954E1,9.045665860E-1,3.600000000E2,1.378904206E1,3.000000000E0
