"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.101250019E-3,3.629154526E-4,-5.084113684E-3,1.213546544E-1
1.510824999E-2,-1.788506471E-2,3.449711949E-2,1.751704812E-1
2.511625001E-2,-1.141015626E-2,7.200461626E-2,1.905174702E-1
3.512325001E-2,-2.076371014E-2,1.314194798E-1,1.375796795E-1
4.513124999E-2,3.503034636E-2,1.947722733E-1,9.904348850E-2
5.513925001E-2,1.116721258E-1,2.214065492E-1,7.464893162E-2
6.514625001E-2,1.996614635E-1,2.050516307E-1,7.400222868E-2
7.515424999E-2,2.691401541E-1,1.600055993E-1,8.940382302E-2
8.516125000E-2,3.248269260E-1,1.091800183E-1,1.063093543E-1
9.516925001E-2,3.620203733E-1,6.053179130E-2,1.238505319E-1
1.051772500E-1,3.731076717E-1,5.521997809E-3,1.403373927E-1
1.151842500E-1,3.696612716E-1,-5.167178065E-2,1.506214440E-1
1.251922500E-1,3.594546020E-1,-9.611009806E-2,1.535696685E-1
1.351992500E-1,3.491377831E-1,-1.179253832E-1,1.475440115E-1
1.452072500E-1,3.449132740E-1,-1.174666062E-1,1.264176071E-1
1.552152500E-1,3.407326341E-1,-1.031105667E-1,1.061032936E-1
1.652222500E-1,3.217527568E-1,-6.566885114E-2,9.138611704E-2
1.752302500E-1,2.777301669E-1,-2.669588663E-2,7.699252665E-2
1.852372500E-1,2.088162303E-1,2.490128763E-2,6.857823581E-2
1.952452500E-1,1.216688007E-1,8.390895277E-2,7.297085971E-2
2.052532500E-1,3.377673775E-2,1.365796626E-1,6.374397129E-2
2.152602500E-1,-3.519087657E-2,1.672326475E-1,5.021777377E-2
2.252682500E-1,-9.089387953E-2,1.656332761E-1,3.388023004E-2
2.352752500E-1,-1.452031881E-1,1.497152895E-1,9.045185521E-3
2.452832500E-1,-1.917447001E-1,1.237411574E-1,1.076421118E-3
2.552912500E-1,-2.278771400E-1,8.053802699E-2,-1.399785979E-3
2.652982500E-1,-2.516810000E-1,2.074446902E-2,-6.905605551E-3
2.753062500E-1,-2.561013103E-1,-4.126457125E-2,-1.776997186E-2
2.853132500E-1,-2.279781252E-1,-1.019150317E-1,-2.772023156E-2
2.953212500E-1,-1.736672223E-1,-1.391484141E-1,-2.392922156E-2
3.053292500E-1,-1.147913858E-1,-1.676027030E-1,-7.463430054E-3
3.153362500E-1,-6.580372900E-2,-1.834077537E-1,2.235689573E-2
3.253442500E-1,-2.522362955E-2,-1.827953458E-1,5.850855261E-2
3.353528333E-1,2.808271442E-3,-1.892798692E-1,8.741077781E-2
3.453598333E-1,2.306036092E-2,-1.918947101E-1,1.098076552E-1
3.553678333E-1,2.745351195E-2,-1.895412803E-1,1.293949336E-1
3.653748333E-1,2.080293745E-2,-1.818713993E-1,1.485359818E-1
3.753828333E-1,2.202106640E-2,-1.627794653E-1,1.641668677E-1
3.853908333E-1,4.519101232E-2,-1.395815611E-1,1.721493006E-1
3.953978333E-1,9.313376248E-2,-1.195082515E-1,1.874267906E-1
4.054058333E-1,1.575811207E-1,-1.114789099E-1,2.106985599E-1
4.154128333E-1,2.290859222E-1,-1.081145331E-1,2.365852892E-1
4.254208333E-1,2.895579934E-1,-1.109456047E-1,2.543309629E-1
4.354288333E-1,3.308202028E-1,-1.042656004E-1,2.556071281E-1
4.454358333E-1,3.450502157E-1,-8.777116984E-2,2.362738848E-1
4.554438333E-1,3.278698921E-1,-7.143800706E-2,1.863028705E-1
4.654508333E-1,2.732319236E-1,-3.748667240E-2,1.356661022E-1
4.754588333E-1,1.791395247E-1,1.358193345E-3,9.126108140E-2
4.854668333E-1,6.617030501E-2,5.414136499E-2,7.480635494E-2
4.954738333E-1,-5.392867327E-2,1.175536290E-1,7.987861335E-2
5.054818333E-1,-1.431150287E-1,1.792817414E-1,8.049068600E-2
5.154888333E-1,-1.896710694E-1,2.245094031E-1,6.396604329E-2
5.254968333E-1,-2.139887065E-1,2.589340508E-1,3.882346675E-2
5.355038334E-1,-2.449359745E-1,2.823933065E-1,1.856480353E-2
5.455118333E-1,-2.942397892E-1,3.023253381E-1,6.487790495E-3
5.555198333E-1,-3.528189659E-1,3.180656731E-1,1.116030663E-2
5.655268334E-1,-3.965540826E-1,3.094669580E-1,1.399617828E-2
5.755348333E-1,-4.158697426E-1,2.750967443E-1,3.509293869E-2
5.855418333E-1,-4.189512134E-1,2.033164352E-1,5.902662128E-2
5.955498333E-1,-4.014694393E-1,1.053669676E-1,8.039129525E-2
6.055578333E-1,-3.755790293E-1,-1.142880134E-2,9.619776160E-2
6.155648333E-1,-3.473562002E-1,-1.246632189E-1,9.820657969E-2
6.255728333E-1,-3.145783246E-1,-2.013853043E-1,9.616648406E-2
6.355798334E-1,-2.814115882E-1,-2.319448143E-1,8.913706988E-2
6.455878333E-1,-2.442134768E-1,-2.115260959E-1,7.620535791E-2
6.555958333E-1,-2.083244622E-1,-1.154815927E-1,8.669768274E-2
6.656028334E-1,-1.773863882E-1,2.943272330E-2,1.420162618E-1
6.756108333E-1,-1.474907994E-1,1.724766940E-1,2.001370788E-1
6.856178333E-1,-1.158961952E-1,2.944344282E-1,2.202449739E-1
6.956258334E-1,-8.800597489E-2,3.947927356E-1,2.118413746E-1
7.056338333E-1,-7.832430303E-2,4.567846954E-1,1.719287634E-1
7.156408333E-1,-9.414427727E-2,4.698096812E-1,1.194618270E-1
