"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.101250019E-3,-3.657012177E1,4.964698792E0,-3.836853027E1
1.510824999E-2,-3.657089233E1,4.966445923E0,-3.845129395E1
2.511625001E-2,-3.652356720E1,5.058692932E0,-3.846447754E1
3.512325001E-2,-3.648589325E1,5.074520111E0,-3.853912354E1
4.513124999E-2,-3.647117615E1,5.214492798E0,-3.844079590E1
5.513925001E-2,-3.639603424E1,5.207775116E0,-3.846557617E1
6.514625001E-2,-3.626341248E1,5.102497101E0,-3.831457520E1
7.515424999E-2,-3.627164841E1,5.225555420E0,-3.887548828E1
8.516125000E-2,-3.630382538E1,4.963119507E0,-3.864807129E1
9.516925001E-2,-3.621572113E1,4.964775085E0,-3.921215820E1
1.051772500E-1,-3.608109283E1,4.864173889E0,-3.962731934E1
1.151842500E-1,-3.593315887E1,4.716686249E0,-3.894689941E1
1.251922500E-1,-3.607112503E1,4.560115814E0,-3.938208008E1
1.351992500E-1,-3.602072906E1,4.457393646E0,-3.907159424E1
1.452072500E-1,-3.604669571E1,4.528671265E0,-3.864746094E1
1.552152500E-1,-3.614884186E1,4.432861328E0,-3.884783936E1
1.652222500E-1,-3.604540634E1,4.372303009E0,-3.826538086E1
1.752302500E-1,-3.604540634E1,4.372303009E0,-3.826538086E1
1.852372500E-1,-3.613607788E1,4.246387482E0,-3.900323486E1
1.952452500E-1,-3.623784637E1,4.089752197E0,-3.891632080E1
2.052532500E-1,-3.610030746E1,4.126998901E0,-3.886395264E1
2.152602500E-1,-3.603802109E1,4.166748047E0,-3.916967773E1
2.252682500E-1,-3.608487320E1,4.190582275E0,-3.880566406E1
2.352752500E-1,-3.593073654E1,4.242851257E0,-3.945068359E1
2.452832500E-1,-3.586537170E1,4.264232635E0,-3.983386230E1
2.552912500E-1,-3.574666977E1,4.256835938E0,-3.944158936E1
2.652982500E-1,-3.575556946E1,4.379314423E0,-3.966668701E1
2.753062500E-1,-3.576432037E1,4.497749329E0,-3.933886719E1
2.853132500E-1,-3.577343750E1,4.484539032E0,-3.937048340E1
2.953212500E-1,-3.574324417E1,4.729248047E0,-3.954901123E1
3.053292500E-1,-3.590752411E1,4.848300934E0,-3.889520264E1
3.153362500E-1,-3.593444824E1,4.954830170E0,-3.924444580E1
3.253442500E-1,-3.599110031E1,4.926704407E0,-3.909893799E1
3.353528333E-1,-3.610193253E1,4.974906921E0,-3.875805664E1
3.453598333E-1,-3.624393463E1,5.017520905E0,-3.939410400E1
3.553678333E-1,-3.631065750E1,5.181446075E0,-3.869067383E1
3.653748333E-1,-3.625157547E1,5.133785248E0,-3.937554932E1
3.753828333E-1,-3.647019577E1,5.236694336E0,-3.945434570E1
3.853908333E-1,-3.651714706E1,5.170730591E0,-3.902832031E1
3.953978333E-1,-3.638272858E1,5.265190125E0,-3.925524902E1
4.054058333E-1,-3.654495621E1,5.294082642E0,-3.896356201E1
4.154128333E-1,-3.665192795E1,5.434955597E0,-3.891302490E1
4.254208333E-1,-3.667381668E1,5.458728790E0,-3.917041016E1
4.354288333E-1,-3.682053375E1,5.324264526E0,-3.875927734E1
4.454358333E-1,-3.688982391E1,5.359951019E0,-3.907080078E1
4.554438333E-1,-3.701455307E1,5.256702423E0,-3.870300293E1
4.654508333E-1,-3.696648026E1,5.277606964E0,-3.848437500E1
4.754588333E-1,-3.705878830E1,5.193058014E0,-3.898382568E1
4.854668333E-1,-3.700212097E1,5.208259583E0,-3.849713135E1
4.954738333E-1,-3.697232437E1,5.317901611E0,-3.915814209E1
5.054818333E-1,-3.701529312E1,5.338356018E0,-3.933410645E1
5.154888333E-1,-3.684475708E1,5.492340088E0,-3.898193359E1
5.254968333E-1,-3.682608414E1,5.466857910E0,-3.938256836E1
5.355038334E-1,-3.666481400E1,5.523246765E0,-3.949804688E1
5.455118333E-1,-3.635548019E1,5.690219879E0,-3.963946533E1
5.555198333E-1,-3.627586746E1,5.919887543E0,-3.973028564E1
5.655268334E-1,-3.615502930E1,6.040554047E0,-3.942193604E1
5.755348333E-1,-3.597904968E1,6.131256104E0,-4.017993164E1
5.855418333E-1,-3.593766022E1,6.237686157E0,-4.005505371E1
5.955498333E-1,-3.593766022E1,6.237686157E0,-4.005505371E1
6.055578333E-1,-3.579052734E1,6.549247742E0,-3.965100098E1
6.155648333E-1,-3.587781525E1,6.912696838E0,-4.016412354E1
6.255728333E-1,-3.587647247E1,7.072418213E0,-3.956127930E1
6.355798334E-1,-3.587835693E1,7.239295959E0,-4.000360107E1
6.455878333E-1,-3.577387238E1,7.457725525E0,-3.985015869E1
6.555958333E-1,-3.578819275E1,7.604896545E0,-3.946130371E1
6.656028334E-1,-3.567263031E1,7.681735992E0,-3.967620850E1
6.756108333E-1,-3.585159683E1,7.865924835E0,-3.926251221E1
6.856178333E-1,-3.584464264E1,8.001800537E0,-3.974554443E1
6.956258334E-1,-3.575914764E1,8.142871857E0,-4.030267334E1
7.056338333E-1,-3.582490540E1,8.131992340E0,-3.975903320E1
7.156408333E-1,-3.581030273E1,8.306716919E0,-4.027691650E1
7.256488334E-1,-3.572283936E1,8.326393127E0,-4.012359619E1
7.356558333E-1,-3.547789764E1,8.337703705E0,-4.022167969E1
7.456638333E-1,-3.510160065E1,8.443771362E0,-4.078680420E1
7.556718334E-1,-3.508575439E1,8.698379517E0,-4.030102539E1
7.656788333E-1,-3.508965683E1,8.943737030E0,-4.114520264E1
7.756868333E-1,-3.500789261E1,9.205974579E0,-4.104058838E1
7.856938333E-1,-3.512468338E1,9.423522949E0,-4.064147949E1
7.957018333E-1,-3.523233795E1,9.714836121E0,-4.055822754E1
8.057098333E-1,-3.531165314E1,9.812114716E0,-4.013183594E1
8.157168333E-1,-3.527849960E1,1.010923004E1,-4.026989746E1
8.257248333E-1,-3.559442520E1,1.026685333E1,-4.007739258E1
8.357318333E-1,-3.568645096E1,1.047118378E1,-3.950146484E1
8.457398333E-1,-3.570068359E1,1.047042847E1,-3.989599609E1
8.557478334E-1,-3.573000336E1,1.048414230E1,-3.950256348E1
8.657548333E-1,-3.585043335E1,1.063804245E1,-3.941796875E1
8.757628333E-1,-3.591281891E1,1.073187256E1,-3.987799072E1
8.857698333E-1,-3.601226044E1,1.078578949E1,-3.950390625E1
8.957778333E-1,-3.589757156E1,1.086464310E1,-3.995874023E1
9.057848333E-1,-3.594131851E1,1.090285873E1,-3.987609863E1
9.157928333E-1,-3.589449692E1,1.083415985E1,-3.917547607E1
9.258008333E-1,-3.595739746E1,1.095103455E1,-3.957092285E1
9.358078333E-1,-3.598292923E1,1.088067245E1,-3.913183594E1
9.458158333E-1,-3.583769989E1,1.089961624E1,-3.969238281E1
9.558228333E-1,-3.582840729E1,1.100798035E1,-3.982952881E1
9.658308333E-1,-3.579364395E1,1.110783005E1,-3.933587646E1
9.758388333E-1,-3.591501617E1,1.112454605E1,-4.001367188E1
9.858458333E-1,-3.582083893E1,1.121541214E1,-3.951202393E1
9.958538333E-1,-3.577571869E1,1.123240662E1,-3.921441650E1
1.005860833E0,-3.576121521E1,1.127854156E1,-3.992102051E1
1.015868833E0,-3.576121521E1,1.127854156E1,-3.992102051E1
1.025876833E0,-3.563134766E1,1.131277084E1,-3.937194824E1
1.035883833E0,-3.564123535E1,1.142425537E1,-3.964526367E1
1.045891833E0,-3.589158630E1,1.148218918E1,-3.982128906E1
1.055898833E0,-3.569131088E1,1.129416656E1,-3.962207031E1
1.065906833E0,-3.570285416E1,1.136396027E1,-3.973370361E1
1.075913833E0,-3.577079391E1,1.130182266E1,-3.929425049E1
1.085921833E0,-3.579175568E1,1.148828888E1,-3.950964355E1
1.095929833E0,-3.580165100E1,1.133762360E1,-3.941937256E1
1.105936833E0,-3.585150528E1,1.123353577E1,-3.864813232E1
1.115944833E0,-3.598163605E1,1.125460052E1,-3.906817627E1
1.125951833E0,-3.600480270E1,1.105752182E1,-3.873046875E1
1.135959833E0,-3.600231171E1,1.093652725E1,-3.861541748E1
