"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.695333333E-3,-1.144914106E-1,3.881536424E-2,7.679837197E-2
1.370433334E-2,-1.242105514E-1,7.253947854E-2,4.685155675E-2
2.371233334E-2,-1.099868715E-1,1.071741581E-1,1.512958296E-2
3.372033333E-2,-8.875501901E-2,1.199215576E-1,-2.047030022E-3
4.372833333E-2,-6.749846786E-2,1.241831481E-1,-1.801614277E-2
5.373733334E-2,-5.249980837E-2,1.108095571E-1,-9.767632931E-3
6.374533333E-2,-3.502574563E-2,6.885571778E-2,2.832728997E-2
7.375333333E-2,1.973296888E-2,5.720009655E-2,1.288078874E-1
8.376133334E-2,8.559533954E-2,-2.238998190E-3,2.243115008E-1
9.376933334E-2,1.364917457E-1,-7.462289929E-2,2.778265178E-1
1.037783333E-1,1.791571826E-1,-1.217174456E-1,2.795242667E-1
1.137863333E-1,2.083544135E-1,-1.570039988E-1,2.564409077E-1
1.237943333E-1,2.319401652E-1,-1.948134303E-1,2.430153638E-1
1.338023333E-1,2.672556937E-1,-1.916482002E-1,2.740567625E-1
1.438113333E-1,3.221663535E-1,-1.648900956E-1,3.272621930E-1
1.538193333E-1,3.818122149E-1,-1.353971362E-1,3.848550916E-1
1.638273333E-1,4.235370457E-1,-1.334884465E-1,4.167733490E-1
1.738353333E-1,4.317946434E-1,-1.668199599E-1,4.171166420E-1
1.838433333E-1,4.094935954E-1,-2.074137181E-1,3.662321568E-1
1.938523333E-1,3.619098961E-1,-2.204803377E-1,2.954573035E-1
2.038603333E-1,2.971415520E-1,-1.967867166E-1,2.315771282E-1
2.138683333E-1,2.205837220E-1,-1.432798058E-1,1.914006025E-1
2.238763333E-1,1.442293078E-1,-7.472283393E-2,1.802861691E-1
2.338843333E-1,8.227364719E-2,-5.801070947E-3,1.947751641E-1
2.438933333E-1,3.779726103E-2,5.451633036E-2,2.092441171E-1
2.539013333E-1,3.783765249E-3,8.818492293E-2,2.077731043E-1
2.639093333E-1,-2.316422760E-2,9.500900656E-2,1.840797663E-1
2.739173333E-1,-5.558221415E-2,8.747214079E-2,1.352666765E-1
2.839263333E-1,-8.525702357E-2,1.269322038E-1,1.025678366E-1
2.939343333E-1,-9.827608615E-2,2.138239741E-1,8.681409806E-2
3.039423333E-1,-9.561719000E-2,3.270030022E-1,8.317914605E-2
3.139503333E-1,-9.162510186E-2,4.373262823E-1,1.037674919E-1
3.239583333E-1,-1.063718274E-1,5.198901296E-1,1.279274225E-1
3.339673333E-1,-1.366304755E-1,5.621197224E-1,1.567123830E-1
3.439753333E-1,-1.793643534E-1,5.419220328E-1,1.666955203E-1
3.539833333E-1,-2.331743091E-1,4.757366776E-1,1.661060303E-1
3.639913333E-1,-2.810222507E-1,3.488367796E-1,1.595013887E-1
3.740003333E-1,-2.987166345E-1,1.680320501E-1,1.323587745E-1
3.840083333E-1,-2.802968621E-1,-4.098348692E-2,9.501860291E-2
3.940163333E-1,-2.383610904E-1,-2.458747178E-1,5.298561603E-2
4.040243333E-1,-1.940796375E-1,-4.047458768E-1,7.651426364E-3
4.140323333E-1,-1.680925190E-1,-4.710018635E-1,-4.020717740E-2
4.240413333E-1,-1.735823601E-1,-4.392971992E-1,-7.446900755E-2
4.340493333E-1,-2.147323936E-1,-3.474773765E-1,-9.785729647E-2
4.440573333E-1,-2.774221599E-1,-2.220800370E-1,-1.154109910E-1
4.540653333E-1,-3.419652581E-1,-9.159569442E-2,-1.131539419E-1
4.640743333E-1,-3.797472417E-1,1.615100540E-2,-1.014328375E-1
4.740823333E-1,-3.696146607E-1,1.118445396E-1,-8.602759987E-2
4.840903333E-1,-3.183781207E-1,1.975274980E-1,-7.328756899E-2
4.940983333E-1,-2.643950284E-1,2.530828714E-1,-6.621091068E-2
5.041063333E-1,-2.438253015E-1,2.806854546E-1,-6.363537163E-2
5.141153333E-1,-2.657337189E-1,2.879727781E-1,-6.404273212E-2
5.241233333E-1,-3.106724322E-1,2.550007105E-1,-5.838591233E-2
