"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767956662872404E9,"2026-01-09 19:04:22.872 UTC+08:00"
"PAUSE",1.578202739583358E2,1.767956820690604E9,"2026-01-09 19:07:00.691 UTC+08:00"
