"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.496374993E-3,-3.779325104E1,5.962066650E0,-3.784307861E1
1.350737500E-2,-3.782867432E1,6.049369812E0,-3.783514404E1
2.351837500E-2,-3.784218979E1,6.160732269E0,-3.751837158E1
3.352837500E-2,-3.778287506E1,6.263278961E0,-3.669812012E1
4.353937501E-2,-3.795067978E1,6.507148743E0,-3.665435791E1
5.355037501E-2,-3.808764648E1,6.619827271E0,-3.685778809E1
6.356137499E-2,-3.819790649E1,6.772769928E0,-3.641906738E1
7.357137502E-2,-3.819790649E1,6.772769928E0,-3.641906738E1
8.358237499E-2,-3.813755035E1,6.854145050E0,-3.701605225E1
9.359337500E-2,-3.816795731E1,7.039417267E0,-3.646844482E1
1.036043750E-1,-3.830404663E1,7.142208099E0,-3.611700439E1
1.136143750E-1,-3.822805786E1,7.227123260E0,-3.652893066E1
1.236253750E-1,-3.806226730E1,7.389499664E0,-3.615435791E1
1.336363750E-1,-3.806296921E1,7.405059814E0,-3.673583984E1
1.436473750E-1,-3.796334076E1,7.263431549E0,-3.663183594E1
1.536573750E-1,-3.798334503E1,7.267028809E0,-3.629803467E1
1.636683750E-1,-3.816392517E1,7.378063202E0,-3.686560059E1
1.736793750E-1,-3.803021240E1,7.409652710E0,-3.667852783E1
1.836903750E-1,-3.797935486E1,7.420051575E0,-3.717059326E1
1.937003750E-1,-3.809876633E1,7.417621613E0,-3.728295898E1
2.037113750E-1,-3.813868713E1,7.386318207E0,-3.662365723E1
2.137223750E-1,-3.807711029E1,7.374900818E0,-3.692553711E1
2.237333750E-1,-3.820274734E1,7.355472565E0,-3.674859619E1
2.337433750E-1,-3.814218140E1,7.405788422E0,-3.624755859E1
2.437543750E-1,-3.806768036E1,7.369724274E0,-3.666925049E1
2.537653750E-1,-3.789432144E1,7.361129761E0,-3.649768066E1
2.637763750E-1,-3.799522781E1,7.492404938E0,-3.686779785E1
2.737863750E-1,-3.785708618E1,7.464370728E0,-3.722949219E1
2.837973750E-1,-3.786267853E1,7.509803772E0,-3.719659424E1
2.938083750E-1,-3.778008652E1,7.615943909E0,-3.752008057E1
3.038183750E-1,-3.763593292E1,7.761089325E0,-3.711944580E1
3.138293750E-1,-3.737689209E1,8.026840210E0,-3.749993896E1
3.238403750E-1,-3.731941223E1,8.148303986E0,-3.767102051E1
3.338513750E-1,-3.716616440E1,8.219844818E0,-3.736352539E1
3.438613750E-1,-3.732468033E1,8.403324127E0,-3.776770020E1
3.538723750E-1,-3.724674225E1,8.485397339E0,-3.746215820E1
3.638833750E-1,-3.706937408E1,8.655502319E0,-3.720941162E1
3.738943750E-1,-3.707901001E1,8.684616089E0,-3.766290283E1
