"Time (s)","X (hPa)"
-5.502510000E-1,1.004552460E3
4.555360000E-1,1.004553757E3
1.461259000E0,1.004555054E3
2.467025000E0,1.004557037E3
3.472794000E0,1.004558411E3
3.823896000E0,1.004558411E3
4.896687000E0,1.004558640E3
5.969451000E0,1.004559021E3
7.042227000E0,1.004559021E3
8.115039000E0,1.004558640E3
9.187820000E0,1.004557953E3
1.026062300E1,1.004557800E3
1.133346200E1,1.004557114E3
1.240628300E1,1.004557114E3
1.347910300E1,1.004557800E3
1.455190900E1,1.004558792E3
1.562473600E1,1.004559860E3
1.669752800E1,1.004561157E3
1.777034300E1,1.004562225E3
1.884314500E1,1.004563217E3
1.991597600E1,1.004564209E3
2.098882900E1,1.004565277E3
2.206164700E1,1.004566345E3
2.313450300E1,1.004566727E3
2.420735700E1,1.004567413E3
2.528019800E1,1.004568100E3
2.635300600E1,1.004569168E3
2.742581000E1,1.004570541E3
2.849863100E1,1.004571838E3
2.957142700E1,1.004573288E3
3.064420500E1,1.004574585E3
3.171692700E1,1.004575806E3
3.278970500E1,1.004576721E3
3.386248600E1,1.004577789E3
3.493526400E1,1.004578629E3
3.600806800E1,1.004578629E3
3.708084600E1,1.004578400E3
3.815363400E1,1.004578094E3
3.922646100E1,1.004577255E3
4.029927200E1,1.004576950E3
4.137205300E1,1.004576950E3
4.244487600E1,1.004577789E3
4.351764200E1,1.004578781E3
4.459043100E1,1.004579620E3
4.566326300E1,1.004580841E3
4.673604800E1,1.004581528E3
4.780883600E1,1.004581985E3
4.888167800E1,1.004582825E3
4.995447600E1,1.004583588E3
5.102731000E1,1.004584427E3
5.210008000E1,1.004585114E3
5.317283600E1,1.004585800E3
5.424565100E1,1.004587021E3
5.531843200E1,1.004588318E3
5.639124800E1,1.004589310E3
5.746403700E1,1.004590302E3
5.853683900E1,1.004590759E3
5.960959500E1,1.004591904E3
6.068239100E1,1.004592285E3
6.175520200E1,1.004593353E3
6.282803000E1,1.004594116E3
6.390082200E1,1.004595871E3
6.497358300E1,1.004596405E3
6.604636000E1,1.004596405E3
6.711911200E1,1.004596252E3
6.819191400E1,1.004595871E3
6.926470100E1,1.004595184E3
7.033751800E1,1.004595032E3
7.141031900E1,1.004595032E3
7.248313000E1,1.004596024E3
7.355594400E1,1.004596252E3
7.462878300E1,1.004596863E3
7.570163400E1,1.004597702E3
7.677445000E1,1.004598999E3
7.784730400E1,1.004598999E3
7.892011700E1,1.004599686E3
7.999289000E1,1.004601135E3
8.106567700E1,1.004602737E3
8.213850100E1,1.004603424E3
8.321130200E1,1.004604645E3
8.428408500E1,1.004605560E3
8.535686600E1,1.004605789E3
8.642963600E1,1.004606094E3
8.750236500E1,1.004606628E3
8.857512600E1,1.004607239E3
8.964788900E1,1.004607391E3
9.072065500E1,1.004607849E3
9.179348100E1,1.004607849E3
9.286626000E1,1.004607239E3
9.393904200E1,1.004606400E3
9.501184300E1,1.004605789E3
9.608471500E1,1.004605789E3
9.715756400E1,1.004605560E3
9.823039300E1,1.004605560E3
9.930319100E1,1.004605560E3
1.003760140E2,1.004605942E3
1.014488540E2,1.004606094E3
1.025216590E2,1.004607010E3
1.035944610E2,1.004607239E3
1.046672510E2,1.004608002E3
1.057400360E2,1.004608307E3
1.068128600E2,1.004608917E3
1.078857240E2,1.004609528E3
1.089585750E2,1.004609680E3
1.100314020E2,1.004609985E3
1.111042370E2,1.004610825E3
1.121770090E2,1.004611816E3
1.132498140E2,1.004613266E3
1.143226830E2,1.004614410E3
1.153955200E2,1.004616241E3
1.164683240E2,1.004617462E3
1.175411560E2,1.004618301E3
1.186139750E2,1.004618835E3
1.196868020E2,1.004618988E3
1.207596430E2,1.004619827E3
1.218325130E2,1.004620056E3
1.229053550E2,1.004621048E3
1.239782010E2,1.004621582E3
1.250510630E2,1.004621582E3
1.261238940E2,1.004620667E3
1.271966550E2,1.004619598E3
1.282694590E2,1.004618988E3
1.293421930E2,1.004617691E3
1.304150030E2,1.004617691E3
1.314878260E2,1.004617920E3
1.325606320E2,1.004618759E3
1.336334560E2,1.004619141E3
1.347063370E2,1.004620209E3
1.357791730E2,1.004621048E3
1.368520190E2,1.004621735E3
1.379248330E2,1.004622116E3
1.389976720E2,1.004622803E3
1.400704690E2,1.004623184E3
