"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.695333333E-3,-3.943730164E1,1.203231812E0,-3.792205811E1
1.370433334E-2,-3.948544312E1,1.495132446E0,-3.831042480E1
2.371233334E-2,-3.935923767E1,1.393478394E0,-3.768701172E1
3.372033333E-2,-3.947111511E1,1.594345093E0,-3.857000732E1
4.372833333E-2,-3.949736023E1,1.759643555E0,-3.841888428E1
5.373733334E-2,-3.953276062E1,1.732116699E0,-3.775708008E1
6.374533333E-2,-3.933091736E1,1.694183350E0,-3.876800537E1
7.375333333E-2,-3.950001526E1,1.846862793E0,-3.846429443E1
8.376133334E-2,-3.949658203E1,1.968048096E0,-3.892230225E1
9.376933334E-2,-3.968254089E1,1.949020386E0,-3.891802979E1
1.037783333E-1,-3.971752930E1,1.976181030E0,-3.817968750E1
1.137863333E-1,-3.961267090E1,2.053161621E0,-3.904144287E1
1.237943333E-1,-3.960317993E1,2.168395996E0,-3.854754639E1
1.338023333E-1,-3.955397034E1,2.120819092E0,-3.845379639E1
1.438113333E-1,-3.970738220E1,2.112747192E0,-3.898132324E1
1.538193333E-1,-3.965592957E1,2.166915894E0,-3.838189697E1
1.638273333E-1,-3.979533386E1,2.247940063E0,-3.889050293E1
1.738353333E-1,-3.993037415E1,2.106735229E0,-3.893170166E1
1.838433333E-1,-3.993743896E1,2.199462891E0,-3.843395996E1
1.938523333E-1,-3.993743896E1,2.199462891E0,-3.843395996E1
2.038603333E-1,-3.997828674E1,2.345672607E0,-3.876574707E1
2.138683333E-1,-4.030493164E1,2.341323853E0,-3.831311035E1
2.238763333E-1,-4.022036743E1,2.319686890E0,-3.854266357E1
2.338843333E-1,-4.026646423E1,2.333221436E0,-3.857714844E1
2.438933333E-1,-4.028613281E1,2.289871216E0,-3.828149414E1
2.539013333E-1,-4.032658386E1,2.566207886E0,-3.878576660E1
2.639093333E-1,-4.016477966E1,2.686950684E0,-3.845635986E1
2.739173333E-1,-4.021182251E1,2.696334839E0,-3.817602539E1
2.839263333E-1,-4.013241577E1,2.783004761E0,-3.860797119E1
2.939343333E-1,-4.023698425E1,2.852386475E0,-3.836932373E1
3.039423333E-1,-4.004450989E1,3.035537720E0,-3.894915771E1
3.139503333E-1,-3.979673767E1,3.265029907E0,-3.887377930E1
3.239583333E-1,-3.972009277E1,3.220611572E0,-3.898126221E1
3.339673333E-1,-3.942210388E1,3.324462891E0,-3.971990967E1
3.439753333E-1,-3.939642334E1,3.521011353E0,-3.933325195E1
3.539833333E-1,-3.914889526E1,3.605712891E0,-4.033453369E1
3.639913333E-1,-3.896856689E1,3.846023560E0,-4.062341309E1
3.740003333E-1,-3.887239075E1,4.104797363E0,-4.034014893E1
3.840083333E-1,-3.871887207E1,4.343597412E0,-4.067236328E1
3.940163333E-1,-3.853433228E1,4.432708740E0,-4.022521973E1
4.040243333E-1,-3.868360901E1,4.562545776E0,-4.006146240E1
4.140323333E-1,-3.867213440E1,4.862152100E0,-4.037066650E1
4.240413333E-1,-3.876684570E1,5.017471313E0,-3.966119385E1
4.340493333E-1,-3.867668152E1,5.118652344E0,-3.988220215E1
4.440573333E-1,-3.865917969E1,5.215316772E0,-3.954675293E1
4.540653333E-1,-3.876086426E1,5.406860352E0,-3.921221924E1
4.640743333E-1,-3.878085327E1,5.640136719E0,-3.980279541E1
4.740823333E-1,-3.869235229E1,5.774719238E0,-3.961248779E1
4.840903333E-1,-3.860183716E1,6.008193970E0,-3.998864746E1
4.940983333E-1,-3.871617126E1,6.112396240E0,-4.017987061E1
5.041063333E-1,-3.863050842E1,6.299072266E0,-3.981756592E1
5.141153333E-1,-3.860794067E1,6.441085815E0,-4.028405762E1
5.241233333E-1,-3.844087219E1,6.727737427E0,-3.993682861E1
5.341313333E-1,-3.806118774E1,6.803207397E0,-4.011437988E1
