"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.733987808E-3,4.290004567E1,1.304217736E2,5.165593614E1,NaN,NaN,3.482952066E1,3.000000000E1
3.940701485E-2,4.290019156E1,1.304216353E2,5.349333658E1,NaN,NaN,3.745735288E1,3.012032676E1
4.132570028E-1,4.290002931E1,1.304216681E2,5.095745745E1,NaN,NaN,3.498558095E1,3.000000000E1
6.974819064E0,4.289997170E1,1.304216658E2,5.127183038E1,NaN,NaN,3.485660475E1,3.000000000E1
1.304196799E1,4.290002938E1,1.304216166E2,5.145607952E1,NaN,NaN,2.890499590E1,3.000000000E1
1.869543803E1,4.290019156E1,1.304216353E2,5.175683691E1,NaN,NaN,3.745735288E1,3.000000000E1
2.469292402E1,4.290001554E1,1.304216806E2,5.171745507E1,NaN,NaN,3.623565931E1,3.000000000E1
3.068255806E1,4.290019156E1,1.304216353E2,5.204797056E1,NaN,NaN,3.745735288E1,3.000000000E1
3.670800710E1,4.289991864E1,1.304217380E2,5.202306661E1,NaN,NaN,2.941102337E1,3.000000000E1
3.726467299E1,4.289992957E1,1.304217351E2,5.202624518E1,NaN,NaN,2.851863389E1,3.000000000E1
4.268298805E1,4.289991731E1,1.304217467E2,5.198376657E1,NaN,NaN,2.448621339E1,3.000000000E1
4.881596303E1,4.289995211E1,1.304217521E2,5.189581187E1,NaN,NaN,2.027920938E1,3.000000000E1
5.468852699E1,4.289997380E1,1.304217431E2,5.173332860E1,NaN,NaN,2.517596548E1,3.000000000E1
6.069843400E1,4.289999042E1,1.304217532E2,5.173021947E1,NaN,NaN,2.404428771E1,3.000000000E1
6.668343699E1,4.290003214E1,1.304218032E2,5.164897244E1,NaN,NaN,2.713781612E1,3.000000000E1
7.268649101E1,4.290004562E1,1.304218161E2,5.169325089E1,NaN,NaN,2.461058308E1,3.000000000E1
7.868672299E1,4.290009384E1,1.304217680E2,5.167208144E1,NaN,NaN,2.126969608E1,3.000000000E1
8.467921209E1,4.290006310E1,1.304218000E2,5.164329717E1,NaN,NaN,2.672687487E1,3.000000000E1
9.069578099E1,4.290007241E1,1.304217761E2,5.164662099E1,NaN,NaN,2.168114134E1,3.000000000E1
9.669233501E1,4.290007672E1,1.304217674E2,5.164896818E1,NaN,NaN,1.831198760E1,3.000000000E1
1.016825900E2,4.290009888E1,1.304217534E2,5.164763723E1,NaN,NaN,2.151037153E1,3.000000000E1
1.076800040E2,4.290009068E1,1.304217522E2,5.163047133E1,NaN,NaN,2.117015630E1,3.000000000E1
1.136966361E2,4.290006219E1,1.304217590E2,5.190503848E1,NaN,NaN,1.821787405E1,3.000000000E1
1.196824191E2,4.290002013E1,1.304216959E2,5.192867233E1,NaN,NaN,2.509172063E1,3.000000000E1
1.256816610E2,4.290004553E1,1.304216806E2,5.181006616E1,NaN,NaN,2.520840495E1,3.000000000E1
1.318040241E2,4.290005522E1,1.304216240E2,5.106440031E1,NaN,NaN,2.185651894E1,3.000000000E1
1.354076271E2,4.290005563E1,1.304216245E2,5.106517469E1,NaN,NaN,2.737202474E1,3.000032837E1
1.376866990E2,4.290005531E1,1.304215187E2,5.081206069E1,NaN,NaN,2.331952042E1,3.000000000E1
1.436820611E2,4.290005915E1,1.304214278E2,5.081837402E1,NaN,NaN,2.359322626E1,3.000000000E1
1.496854620E2,4.290003161E1,1.304213679E2,5.081979148E1,NaN,NaN,2.203024157E1,3.000000000E1
1.556881200E2,4.290004836E1,1.304214780E2,5.095458946E1,NaN,NaN,2.117346927E1,3.000000000E1
1.616938721E2,4.290006493E1,1.304215112E2,5.097892935E1,NaN,NaN,1.901808736E1,3.000000000E1
1.652812773E2,4.290004836E1,1.304215738E2,5.137438826E1,NaN,NaN,9.421404594E0,4.276237869E1
