"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.077499965E-3,-9.424153715E-2,2.044422626E-1,4.893117771E-2
1.410849998E-2,-1.609537005E-1,2.686261237E-1,1.421947964E-2
2.413849998E-2,-2.111724466E-1,3.077651262E-1,-2.398987114E-2
3.416950000E-2,-2.053907216E-1,2.864353359E-1,-1.082078144E-1
4.419950000E-2,-1.588973105E-1,2.319311351E-1,-1.274218410E-1
5.423049995E-2,-1.088703722E-1,1.388379484E-1,-1.220270768E-1
6.426049996E-2,-2.736401930E-2,3.937700763E-2,-9.157364815E-2
7.429149997E-2,5.357983336E-2,-3.698700666E-2,-5.784711242E-2
8.432149998E-2,8.313503116E-2,-7.157780975E-2,-4.176405445E-2
9.435249999E-2,7.912936807E-2,-5.618394166E-2,-3.135428950E-2
1.043825000E-1,5.906133726E-2,-1.401826832E-2,-2.628840134E-2
1.144135000E-1,2.387538366E-2,2.208780497E-2,-3.490958363E-2
1.244435000E-1,-1.285278937E-3,5.650515109E-2,-5.484236032E-2
1.344745000E-1,-1.999478415E-2,9.570315480E-2,-8.759737760E-2
1.445045000E-1,-3.086166084E-2,1.174275428E-1,-1.235411316E-1
1.545355000E-1,-2.254567295E-2,1.242676079E-1,-1.531232446E-1
1.645655000E-1,-4.634751007E-3,1.186249331E-1,-1.762965918E-1
1.745965000E-1,8.964415640E-3,1.061352417E-1,-1.847878247E-1
1.846265000E-1,1.892324910E-2,7.924914360E-2,-1.727359146E-1
1.946575000E-1,2.429245040E-2,4.510022700E-2,-1.587053239E-1
2.046875000E-1,6.318465807E-3,2.075799555E-2,-1.325577945E-1
2.147185000E-1,-2.178693935E-2,7.467489690E-3,-1.156344712E-1
2.247485000E-1,-3.535797447E-2,1.805964857E-2,-1.136471108E-1
2.347795000E-1,-5.214254558E-2,4.415782914E-2,-1.128321812E-1
2.448095000E-1,-6.994316727E-2,7.685809582E-2,-1.085625812E-1
2.548405000E-1,-7.638189197E-2,8.989107609E-2,-1.044045836E-1
2.648705000E-1,-6.788478047E-2,9.014230222E-2,-1.072017550E-1
