"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.304666281E-1,4.289999335E1,1.304213039E2,5.090021274E1,1.056742704E0,1.389149655E2,6.506730310E0,3.000000000E0
1.330390811E0,4.289998624E1,1.304213051E2,5.105214473E1,3.665346046E-1,NaN,6.499865706E0,3.872826735E0
2.330319524E0,4.289998596E1,1.304213075E2,5.093026171E1,8.452426338E-1,9.743618676E1,8.820321750E0,3.916695874E0
3.330251813E0,4.289998506E1,1.304213149E2,5.083018023E1,1.142483431E0,9.031513977E1,8.398139675E0,4.156471281E0
4.330187201E0,4.289999011E1,1.304213358E2,5.074761397E1,1.192847902E0,7.666659552E1,7.901265553E0,4.410397126E0
5.330125928E0,4.289999294E1,1.304213492E2,5.067172287E1,7.575012617E-1,6.153407152E1,7.779071712E0,4.560681420E0
6.330067873E0,4.289999600E1,1.304213526E2,5.066459919E1,1.843279507E-1,NaN,7.963840290E0,4.435369016E0
7.330050349E0,4.289999795E1,1.304213482E2,5.063703057E1,3.167563785E-1,NaN,9.829229037E0,4.015803248E0
8.329960227E0,4.290000067E1,1.304213452E2,5.048734824E1,5.609046890E-1,1.537749159E1,1.060565851E1,3.866112185E0
9.329910278E0,4.290000875E1,1.304213343E2,5.047358251E1,3.505247163E-1,NaN,9.818385836E0,3.449103904E0
1.032986212E1,4.290001942E1,1.304213702E2,5.038257196E1,6.140883172E-1,NaN,9.953619793E0,3.715312940E0
1.132981610E1,4.290002216E1,1.304213674E2,5.035256312E1,0.000000000E0,NaN,1.025126370E1,3.674789642E0
1.232977200E1,4.290002267E1,1.304213640E2,5.035256312E1,0.000000000E0,NaN,1.160486475E1,3.636736814E0
1.332973003E1,4.290002354E1,1.304213582E2,5.035256312E1,0.000000000E0,7.245454664E1,1.186590320E1,4.180196998E0
1.432968974E1,4.290002620E1,1.304213403E2,5.035256312E1,0.000000000E0,7.245454664E1,1.017355467E1,4.540467376E0
1.532965207E1,4.290002637E1,1.304213392E2,5.035256312E1,0.000000000E0,7.245454664E1,1.018083266E1,4.382205745E0
1.632961464E1,4.290002655E1,1.304213380E2,5.035256312E1,0.000000000E0,7.245454664E1,1.017685220E1,3.925863820E0
1.732957911E1,4.290004031E1,1.304213530E2,5.035256312E1,0.000000000E0,7.245454664E1,8.785519027E0,4.158903847E0
1.832954562E1,4.290004018E1,1.304213518E2,5.035256312E1,0.000000000E0,7.245454664E1,8.840582809E0,4.091162022E0
1.932951319E1,4.290004004E1,1.304213506E2,5.035256312E1,0.000000000E0,7.245454664E1,8.889827740E0,3.973221241E0
2.032948172E1,4.290003989E1,1.304213493E2,5.035256312E1,0.000000000E0,7.245454664E1,8.931420565E0,3.770047978E0
2.132945108E1,4.290003974E1,1.304213480E2,5.035256312E1,0.000000000E0,7.245454664E1,8.955233517E0,3.455340028E0
2.232942128E1,4.290003958E1,1.304213466E2,5.035256312E1,0.000000000E0,7.245454664E1,8.963848565E0,3.285246153E0
2.332939363E1,4.290004249E1,1.304213670E2,5.035256312E1,0.000000000E0,7.245454664E1,8.789306262E0,3.250066185E0
2.432936585E1,4.290004512E1,1.304213824E2,5.025176435E1,7.354991180E-1,1.408018243E2,8.789931031E0,3.131490580E0
2.532933950E1,4.290003409E1,1.304213839E2,5.044418404E1,1.511431937E0,1.598379140E2,8.758378396E0,3.000000000E0
2.632931376E1,4.290002049E1,1.304213790E2,5.051118590E1,1.383027005E0,1.552484323E2,7.667314391E0,3.084627301E0
2.732928884E1,4.290001695E1,1.304213878E2,5.047189108E1,1.011256471E0,1.430110316E2,8.533453258E0,3.000000000E0
2.832926464E1,4.290001422E1,1.304213905E2,5.066923036E1,9.083774882E-1,1.340555282E2,7.588044301E0,3.058840030E0
