"Time (s)","X (hPa)"
-5.775359584E-1,1.004619522E3
4.282200416E-1,1.004629974E3
1.434029042E0,1.004640503E3
2.439829042E0,1.004651718E3
3.445593042E0,1.004659119E3
3.796670042E0,1.004662018E3
4.869509042E0,1.004664230E3
5.942344042E0,1.004664230E3
7.015192042E0,1.004664001E3
8.088060042E0,1.004663162E3
9.160946042E0,1.004661942E3
1.023379804E1,1.004660416E3
1.130669004E1,1.004659653E3
1.237958904E1,1.004658966E3
1.345253404E1,1.004658966E3
1.452540404E1,1.004659042E3
1.559830104E1,1.004659348E3
1.667117504E1,1.004659882E3
1.774402104E1,1.004659882E3
1.881686804E1,1.004659882E3
1.988966004E1,1.004660263E3
2.096245204E1,1.004660416E3
2.203525304E1,1.004661102E3
2.310807204E1,1.004661560E3
2.418089204E1,1.004662323E3
2.525370304E1,1.004663010E3
2.632647204E1,1.004663467E3
2.739920804E1,1.004664001E3
2.847192804E1,1.004664612E3
2.954466704E1,1.004665070E3
3.061743004E1,1.004666138E3
3.169017204E1,1.004666214E3
3.276292404E1,1.004666214E3
3.383567304E1,1.004665909E3
3.490843704E1,1.004665756E3
3.598121904E1,1.004665375E3
3.705399204E1,1.004663773E3
3.812682304E1,1.004662933E3
3.919962304E1,1.004662094E3
4.027240704E1,1.004661484E3
4.134520404E1,1.004661484E3
4.241805604E1,1.004662170E3
4.349081304E1,1.004662552E3
4.456355304E1,1.004663162E3
4.563628204E1,1.004663162E3
4.670901004E1,1.004663162E3
4.778176704E1,1.004663773E3
4.885451404E1,1.004664307E3
4.992728304E1,1.004664307E3
5.100004304E1,1.004664459E3
5.207282504E1,1.004664459E3
5.314560904E1,1.004663849E3
5.421835104E1,1.004663849E3
5.529114704E1,1.004663849E3
5.636395404E1,1.004664917E3
5.743672804E1,1.004665756E3
5.850950204E1,1.004666138E3
5.958227304E1,1.004666214E3
6.065504004E1,1.004667664E3
6.172780904E1,1.004667664E3
6.280063104E1,1.004668503E3
6.387343704E1,1.004669342E3
6.494619104E1,1.004670563E3
6.601893404E1,1.004670563E3
6.709167004E1,1.004670181E3
6.816441304E1,1.004668732E3
6.923718204E1,1.004668045E3
7.030993704E1,1.004666748E3
7.138269004E1,1.004666748E3
7.245543404E1,1.004666977E3
7.352815204E1,1.004667587E3
7.460088104E1,1.004668427E3
7.567362704E1,1.004669266E3
7.674636604E1,1.004669876E3
7.781907404E1,1.004670563E3
7.889182104E1,1.004671021E3
7.996456404E1,1.004671860E3
8.103727904E1,1.004671860E3
8.210993804E1,1.004671860E3
8.318267004E1,1.004672928E3
8.425537004E1,1.004674149E3
8.532811004E1,1.004674835E3
8.640085004E1,1.004675980E3
8.747360504E1,1.004677048E3
8.854637204E1,1.004677124E3
8.961912304E1,1.004677582E3
9.069189704E1,1.004677734E3
9.176469004E1,1.004678421E3
9.283746804E1,1.004679184E3
9.391023404E1,1.004680099E3
9.498297804E1,1.004680099E3
9.605571604E1,1.004679871E3
9.712846104E1,1.004678955E3
9.820124304E1,1.004678116E3
9.927398604E1,1.004677124E3
1.003467620E2,1.004677124E3
