"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.354067802E-3,4.290005919E1,1.304217127E2,5.113436669E1,NaN,NaN,3.493455474E1,3.000000000E1
5.527896047E0,4.290011838E1,1.304215550E2,5.107983059E1,NaN,NaN,2.878705578E1,3.000000000E1
1.170780003E1,4.290007630E1,1.304216868E2,5.130546738E1,NaN,NaN,3.483880309E1,3.000000000E1
1.770801997E1,4.290005935E1,1.304215321E2,5.120714959E1,NaN,NaN,2.890293104E1,3.000000000E1
2.369823396E1,4.290003951E1,1.304216183E2,5.129478922E1,NaN,NaN,2.890237672E1,3.000000000E1
2.970149207E1,4.289998147E1,1.304216480E2,5.191959028E1,NaN,NaN,3.363782696E1,3.000000000E1
3.571801901E1,4.290006271E1,1.304216898E2,5.207078947E1,NaN,NaN,3.483058261E1,3.000000000E1
4.187686098E1,4.290001803E1,1.304217356E2,5.207999074E1,NaN,NaN,3.483816475E1,3.000000000E1
4.771629500E1,4.290019156E1,1.304216353E2,5.199691526E1,NaN,NaN,3.745735288E1,3.000000000E1
5.370963097E1,4.290001852E1,1.304217667E2,5.186959636E1,NaN,NaN,3.482982916E1,3.000000000E1
5.970920408E1,4.289996935E1,1.304217305E2,5.164592615E1,NaN,NaN,3.482979750E1,3.000000000E1
6.572016096E1,4.290013000E1,1.304217488E2,5.162701921E1,NaN,NaN,3.483025718E1,3.000000000E1
7.170874608E1,4.290018125E1,1.304217107E2,5.164714280E1,NaN,NaN,2.791243858E1,3.000000000E1
7.771197402E1,4.290011484E1,1.304217616E2,5.167137605E1,NaN,NaN,3.482939755E1,3.000000000E1
8.370855701E1,4.290011651E1,1.304218164E2,5.166901377E1,NaN,NaN,3.482934167E1,3.000000000E1
8.971015298E1,4.290000273E1,1.304217578E2,5.177624462E1,NaN,NaN,3.482983051E1,3.000000000E1
9.570775306E1,4.290002797E1,1.304217156E2,5.190515592E1,NaN,NaN,3.482970370E1,3.000000000E1
1.018817511E2,4.290005122E1,1.304216441E2,5.173700324E1,NaN,NaN,2.890833247E1,3.000000000E1
1.077112321E2,4.289994456E1,1.304215530E2,5.156529836E1,NaN,NaN,3.164764078E1,3.000000000E1
1.122754925E2,4.290004946E1,1.304216933E2,5.167447617E1,0.000000000E0,NaN,1.113385077E1,7.078446960E1
1.132754772E2,4.290004759E1,1.304216940E2,5.134758223E1,0.000000000E0,NaN,1.400000000E1,6.399359894E1
1.142754636E2,4.290004626E1,1.304216955E2,5.131414398E1,0.000000000E0,NaN,1.400000000E1,6.445980072E1
1.152754487E2,4.290004634E1,1.304216958E2,5.131080016E1,0.000000000E0,NaN,1.400000000E1,6.144338989E1
1.162754343E2,4.290004619E1,1.304216982E2,5.131046577E1,0.000000000E0,NaN,1.446715279E1,6.496698761E1
1.172754198E2,4.290004323E1,1.304217042E2,5.131043233E1,0.000000000E0,NaN,1.559451706E1,6.171418381E1
1.182754055E2,4.290003987E1,1.304217124E2,5.131042899E1,0.000000000E0,NaN,1.671219263E1,6.497154999E1
1.192753906E2,4.290003345E1,1.304217221E2,5.131042866E1,0.000000000E0,NaN,1.779398121E1,7.096685028E1
1.202753767E2,4.290002582E1,1.304217285E2,5.131042862E1,0.000000000E0,NaN,1.890330799E1,4.884524155E1
1.212753640E2,4.290002143E1,1.304217321E2,5.131042862E1,0.000000000E0,NaN,1.999751915E1,4.107928085E1
1.222753483E2,4.290001535E1,1.304217369E2,5.131042862E1,NaN,NaN,2.169053048E1,5.413686752E1
1.232753330E2,4.290001018E1,1.304217383E2,5.131042862E1,NaN,NaN,2.409950665E1,4.864599228E1
1.242753193E2,4.290000876E1,1.304217375E2,5.131042862E1,0.000000000E0,NaN,2.526672929E1,6.037754440E1
1.252753048E2,4.290000876E1,1.304217375E2,5.131042866E1,0.000000000E0,NaN,2.526672929E1,6.037754440E1
1.262752905E2,4.290001506E1,1.304217316E2,5.131042866E1,0.000000000E0,NaN,2.606906975E1,7.403468323E1
1.272752758E2,4.290001114E1,1.304217325E2,5.131042862E1,NaN,NaN,3.025903306E1,6.262262726E1
1.282752612E2,4.290001295E1,1.304217318E2,5.131042862E1,NaN,NaN,3.341652577E1,6.800593567E1
1.292752470E2,4.290002725E1,1.304217190E2,5.131042862E1,0.000000000E0,NaN,3.388564126E1,5.729219818E1
1.302752317E2,4.290002725E1,1.304217190E2,5.131042866E1,0.000000000E0,NaN,3.388564126E1,5.729219818E1
1.312752179E2,4.290002910E1,1.304217192E2,5.131042862E1,0.000000000E0,NaN,3.701116648E1,5.923422623E1
1.322752037E2,4.290002910E1,1.304217192E2,5.131042866E1,0.000000000E0,NaN,3.701116648E1,5.923422623E1
1.332751889E2,4.290003333E1,1.304217137E2,5.131042862E1,NaN,NaN,4.219865107E1,5.579688644E1
1.342751741E2,4.290003687E1,1.304217089E2,5.131042862E1,NaN,NaN,4.554658133E1,4.745188522E1
1.352751600E2,4.290003729E1,1.304217021E2,5.131042862E1,NaN,NaN,4.953665238E1,5.222653961E1
1.362751452E2,4.290009878E1,1.304215727E2,5.131042862E1,3.249497175E0,3.149396540E2,4.558432997E1,1.160538406E2
1.372751288E2,4.290011944E1,1.304215446E2,5.131042949E1,3.249497175E0,3.149396349E2,4.558432997E1,1.160538406E2
1.382751156E2,4.290008415E1,1.304215529E2,5.131042862E1,3.249497175E0,3.134568848E2,4.674404331E1,2.746502380E2
1.392751024E2,4.290010427E1,1.304215240E2,5.131042949E1,3.249497175E0,3.134568652E2,4.674404331E1,2.746502380E2
1.402750882E2,4.290007536E1,1.304215503E2,5.131042862E1,0.000000000E0,NaN,4.922237472E1,5.457995224E1
1.412750735E2,4.290007536E1,1.304215503E2,5.131042866E1,0.000000000E0,NaN,4.922237472E1,5.457995224E1
1.422750593E2,4.290006456E1,1.304215399E2,5.131042862E1,NaN,NaN,5.310518149E1,4.896479797E1
1.432750447E2,4.290006559E1,1.304215264E2,5.131042862E1,NaN,NaN,5.592292803E1,1.474545288E2
1.442750303E2,4.290011100E1,1.304214228E2,5.131042862E1,2.666009903E0,3.063631733E2,5.038128759E1,7.931482697E1
1.452750139E2,4.290012522E1,1.304213965E2,5.131042922E1,2.666009903E0,3.063631554E2,5.038128759E1,7.931482697E1
1.462750002E2,4.290013022E1,1.304214268E2,5.131042922E1,2.666009903E0,3.194868517E2,4.951156760E1,7.844657898E1
1.472749856E2,4.290013540E1,1.304214194E2,5.131042862E1,NaN,NaN,4.885446806E1,1.194259491E2
1.482749710E2,4.290011164E1,1.304214191E2,5.131042862E1,NaN,NaN,4.625553552E1,1.284411316E2
1.492749571E2,4.290010203E1,1.304214127E2,5.245341924E1,NaN,NaN,8.662373096E1,3.000000000E0
1.502749436E2,4.290003675E1,1.304216071E2,5.227389153E1,NaN,NaN,4.771778890E1,3.000000000E0
1.512749310E2,4.290003263E1,1.304216021E2,5.285305590E1,NaN,NaN,6.154853322E1,3.000000000E0
1.522749165E2,4.290005073E1,1.304215995E2,5.520831200E1,NaN,NaN,8.111674305E1,3.000000000E0
1.532749021E2,4.290005991E1,1.304216049E2,5.494110034E1,NaN,NaN,1.039427607E2,3.000000000E0
1.542748877E2,4.290005991E1,1.304216049E2,5.494110034E1,NaN,NaN,1.279253349E2,3.000000000E0
1.552748731E2,4.290005991E1,1.304216049E2,5.494110034E1,NaN,NaN,1.525266548E2,3.000000000E0
1.572748449E2,4.290006702E1,1.304215877E2,5.097550360E1,NaN,NaN,6.176970866E1,3.000000000E0
1.582748300E2,4.290006702E1,1.304215877E2,5.097550360E1,NaN,NaN,6.916845574E1,3.000000000E0
1.643142319E2,4.290001743E1,1.304212136E2,5.122697496E1,1.953018899E0,NaN,6.116729361E1,3.306012284E0
1.653105446E2,4.290002507E1,1.304211448E2,5.071921845E1,8.128793247E-1,NaN,4.119255406E1,3.000000000E0
1.662747229E2,4.290005861E1,1.304210538E2,5.041112905E1,1.046645229E0,NaN,3.730926984E1,3.000000000E0
1.672747076E2,4.290000460E1,1.304211939E2,5.048319994E1,0.000000000E0,NaN,2.834928117E1,3.000000000E0
1.689386843E2,4.289996347E1,1.304213081E2,5.054833339E1,7.239478573E-1,NaN,1.553177666E1,3.000000000E0
1.699386694E2,4.289997864E1,1.304212072E2,5.056261724E1,0.000000000E0,NaN,2.119452006E1,3.000000000E0
1.709386547E2,4.289996426E1,1.304212805E2,5.072900244E1,4.419615204E0,1.134056863E2,2.000605863E1,4.016139597E0
1.719386404E2,4.289996851E1,1.304212952E2,5.031547682E1,2.852502742E0,1.109586796E2,2.168222012E1,5.502684564E0
1.729386265E2,4.289996971E1,1.304212909E2,5.032594935E1,0.000000000E0,1.109586767E2,2.168222012E1,5.375593758E0
1.739386121E2,4.289997653E1,1.304213071E2,4.973413892E1,9.267992466E-1,1.109979495E2,2.114085470E1,5.238319460E0
1.749385979E2,4.289998315E1,1.304212988E2,4.940684954E1,1.078564011E0,1.012367689E2,2.019474975E1,5.166632304E0
1.759385827E2,4.289997837E1,1.304213728E2,4.828011644E1,2.245836566E0,1.003766884E2,2.019474991E1,5.733466399E0
1.769385687E2,4.289998954E1,1.304213621E2,4.828266985E1,1.266850576E0,8.815925502E1,1.898244525E1,5.382763980E0
1.779385540E2,4.289999319E1,1.304213330E2,4.836582053E1,3.973604808E-1,1.169739224E2,1.885482460E1,5.364605249E0
1.789385402E2,4.289998473E1,1.304213307E2,4.848790724E1,1.271464682E0,1.219914865E2,1.843041330E1,5.133489064E0
1.799385256E2,4.289998539E1,1.304213234E2,4.827711670E1,6.077611870E-1,8.988272947E1,1.851394853E1,5.011327194E0
1.809385104E2,4.289998391E1,1.304213179E2,4.832573558E1,1.104604746E0,9.707957808E1,1.834509317E1,4.997365818E0
1.819384959E2,4.289998231E1,1.304213070E2,4.868156076E1,1.469686515E0,9.896224355E1,1.931460315E1,5.415481784E0
1.829384816E2,4.289997073E1,1.304212897E2,4.944300211E1,8.951252277E-1,1.088076307E2,1.930979472E1,5.246975637E0
1.839384673E2,4.289996701E1,1.304212646E2,4.989462595E1,5.993980159E-2,NaN,1.925947993E1,5.110660934E0
1.849384532E2,4.289996699E1,1.304212646E2,4.990010635E1,0.000000000E0,2.850542984E2,1.995793602E1,5.204581157E0
1.859384387E2,4.289996218E1,1.304212499E2,5.023290462E1,0.000000000E0,1.072420445E2,1.995793602E1,5.286276887E0
1.869384240E2,4.289995145E1,1.304212408E2,5.052022450E1,0.000000000E0,NaN,2.071202224E1,5.436745038E0
1.879384097E2,4.289994636E1,1.304212469E2,5.061913920E1,7.389101843E-2,NaN,2.071202224E1,5.504363748E0
1.889383951E2,4.289993981E1,1.304212534E2,5.071152752E1,8.036074371E-2,NaN,2.237282576E1,5.828043048E0
1.899383810E2,4.289993350E1,1.304212565E2,5.088077822E1,5.035629577E-1,NaN,2.255551079E1,5.770644706E0
1.909383667E2,4.289993310E1,1.304212576E2,5.089419241E1,0.000000000E0,NaN,2.319162434E1,5.666290726E0
1.919383519E2,4.289993310E1,1.304212576E2,5.089419241E1,0.000000000E0,NaN,2.389544063E1,6.031577586E0
1.929383380E2,4.289993779E1,1.304212073E2,5.066298818E1,0.000000000E0,NaN,2.374482720E1,5.971767382E0
1.939383241E2,4.289993779E1,1.304212073E2,5.066298818E1,0.000000000E0,NaN,2.330806809E1,5.960163695E0
1.949383085E2,4.289993779E1,1.304212073E2,5.066298818E1,0.000000000E0,NaN,2.363658943E1,6.168555279E0
1.959382941E2,4.289994414E1,1.304211788E2,5.055641581E1,8.095946198E-2,NaN,2.363658943E1,6.149549386E0
1.969382802E2,4.289994416E1,1.304211787E2,5.055498595E1,0.000000000E0,NaN,2.389996829E1,6.054561948E0
1.979382647E2,4.289994911E1,1.304211704E2,5.079376863E1,7.463218967E-1,2.931417830E2,2.402451172E1,5.901940613E0
1.989382509E2,4.289995708E1,1.304211786E2,5.066693315E1,7.911799181E-1,1.012228851E1,2.433511516E1,5.911333184E0
1.999382364E2,4.289996058E1,1.304211864E2,5.049556305E1,7.953166302E-1,3.757450001E1,2.343148795E1,5.541803297E0
2.009382225E2,4.289995967E1,1.304212104E2,5.025775675E1,1.400462443E0,7.607477241E1,2.446198964E1,5.945565733E0
2.019382074E2,4.289996950E1,1.304211812E2,4.999369503E1,7.610454520E-1,4.219771195E1,2.579089492E1,6.400406831E0
2.029381930E2,4.289996030E1,1.304211590E2,4.998529042E1,6.831558023E-1,2.326535013E2,2.644102463E1,6.585955956E0
2.039381789E2,4.289995750E1,1.304211317E2,4.983848086E1,9.730291962E-1,2.316771704E2,2.768162070E1,6.862885217E0
2.049381640E2,4.289996213E1,1.304210979E2,4.971590916E1,7.153047222E-1,2.438906513E2,2.864236859E1,7.206221190E0
