"Time (s)","X (hPa)"
-5.577757083E-1,1.004952087E3
4.481112917E-1,1.004953156E3
1.453987292E0,1.004954224E3
2.459832292E0,1.004957123E3
3.465668292E0,1.004957199E3
3.816613292E0,1.004957199E3
4.889540292E0,1.004956436E3
5.962426292E0,1.004956284E3
7.035300292E0,1.004955368E3
8.108165292E0,1.004954147E3
9.181067292E0,1.004952621E3
1.025398429E1,1.004951172E3
1.132689729E1,1.004949341E3
1.239976429E1,1.004947586E3
1.347266829E1,1.004946594E3
1.454556229E1,1.004946594E3
1.561843829E1,1.004946823E3
1.669131129E1,1.004947357E3
1.776416229E1,1.004947662E3
1.883704029E1,1.004947815E3
1.990990229E1,1.004947968E3
2.098274429E1,1.004948044E3
2.205566829E1,1.004948730E3
2.312855529E1,1.004949722E3
2.420142929E1,1.004950790E3
2.527431829E1,1.004952621E3
2.634720329E1,1.004953918E3
2.742009729E1,1.004953918E3
2.849300029E1,1.004953918E3
2.956587629E1,1.004953537E3
3.063879329E1,1.004952469E3
3.171168829E1,1.004950714E3
3.278457929E1,1.004949265E3
3.385742129E1,1.004947586E3
3.493027229E1,1.004946365E3
3.600318329E1,1.004945755E3
3.707601929E1,1.004945755E3
3.814883529E1,1.004945755E3
3.922166929E1,1.004945908E3
4.029450129E1,1.004945908E3
4.136738129E1,1.004945984E3
4.244029329E1,1.004946213E3
4.351320829E1,1.004946518E3
4.458611429E1,1.004947968E3
4.565902929E1,1.004949265E3
4.673194429E1,1.004951248E3
4.780483329E1,1.004953537E3
4.887771229E1,1.004955444E3
4.995057929E1,1.004956436E3
5.102341929E1,1.004957123E3
5.209624629E1,1.004957123E3
5.316906729E1,1.004957123E3
5.424191229E1,1.004957123E3
5.531471029E1,1.004957657E3
5.638754929E1,1.004958115E3
5.746041129E1,1.004958801E3
5.853325929E1,1.004958954E3
5.960610329E1,1.004958954E3
6.067894229E1,1.004956894E3
6.175177529E1,1.004954758E3
6.282459129E1,1.004952698E3
6.389743129E1,1.004950790E3
6.497026629E1,1.004949265E3
6.604303829E1,1.004949265E3
6.711582329E1,1.004949951E3
6.818864129E1,1.004949951E3
