"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.892583340E-3,-1.161932275E-1,2.305857837E-2,-1.120072827E-1
1.490158334E-2,-1.280664057E-1,9.393168986E-2,-1.138525829E-1
2.490958334E-2,-9.538079798E-2,1.398329288E-1,-1.224946901E-1
3.491858333E-2,-3.435285762E-2,1.344514787E-1,-1.295997351E-1
4.492758334E-2,6.782742590E-2,8.283317834E-2,-1.381973177E-1
5.493558334E-2,1.440537572E-1,7.552008145E-3,-1.346736997E-1
6.494458334E-2,1.750467420E-1,-7.042346895E-2,-1.169000342E-1
7.495358333E-2,1.681422293E-1,-1.070331410E-1,-8.910355717E-2
8.496158334E-2,1.457862705E-1,-1.006101221E-1,-6.688081473E-2
9.497058333E-2,1.387342215E-1,-5.980676413E-2,-5.295567587E-2
1.049795833E-1,1.375536621E-1,-3.527934849E-2,-4.186559841E-2
1.149875833E-1,1.336230934E-1,-6.091903429E-3,-1.124270819E-2
1.249965833E-1,1.229662672E-1,1.427836251E-2,2.882574499E-2
1.350055833E-1,1.213587821E-1,1.944196597E-2,4.975686222E-2
1.450135833E-1,1.270681471E-1,3.307138383E-2,4.419224709E-2
1.550225833E-1,1.339087486E-1,6.186521426E-2,2.119265497E-2
1.650305833E-1,1.142829806E-1,9.488053620E-2,-2.348420676E-3
1.750395833E-1,6.107942015E-2,1.153123081E-1,-3.139578551E-2
1.850485833E-1,-8.385111578E-3,1.208838150E-1,-4.879761860E-2
1.950565833E-1,-8.975879848E-2,1.075344533E-1,-5.498787016E-2
2.050655833E-1,-1.552029550E-1,9.705676138E-2,-6.136666983E-2
2.150745833E-1,-1.900094002E-1,8.932027966E-2,-6.342476606E-2
2.250825833E-1,-1.945263445E-1,1.047423631E-1,-6.236721948E-2
2.350915833E-1,-1.805080026E-1,1.413408518E-1,-4.157538712E-2
2.451005833E-1,-1.674803942E-1,1.653595269E-1,-8.555723354E-3
2.551085833E-1,-1.456011981E-1,1.768651754E-1,2.696898207E-2
2.651175833E-1,-1.210503057E-1,1.811691076E-1,6.075437367E-2
2.751255833E-1,-1.175309345E-1,1.242046356E-1,8.920811862E-2
2.851345833E-1,-1.315511912E-1,3.644171357E-2,1.043631136E-1
2.951435833E-1,-1.426443309E-1,-2.440166287E-2,1.089397520E-1
3.051515833E-1,-1.384293139E-1,-3.414321691E-2,1.058785841E-1
3.151605833E-1,-1.062788442E-1,1.641982421E-2,1.058301181E-1
3.251695833E-1,-4.338092357E-2,1.050058454E-1,1.076967344E-1
3.351775833E-1,1.592687517E-2,2.078493983E-1,1.253878325E-1
3.451865833E-1,4.648357257E-2,2.927053273E-1,1.487001479E-1
3.551955833E-1,3.734653443E-2,3.225425780E-1,1.646370441E-1
3.652035833E-1,-5.228111520E-3,3.005757332E-1,1.646433026E-1
3.752125833E-1,-7.119753957E-2,2.173373103E-1,1.553651094E-1
3.852205833E-1,-1.527874768E-1,8.752084523E-2,1.376977861E-1
3.952295833E-1,-2.216791958E-1,-6.111896038E-2,9.500411153E-2
4.052385833E-1,-2.670356631E-1,-2.088024467E-1,3.911474720E-2
4.152465833E-1,-2.879721224E-1,-3.442233801E-1,-7.438637316E-3
4.252555833E-1,-2.794840634E-1,-4.390868545E-1,-4.502710700E-2
4.352645833E-1,-2.524252832E-1,-4.586339295E-1,-5.947049707E-2
4.452725833E-1,-2.247149944E-1,-4.201868176E-1,-5.855682865E-2
4.552815833E-1,-2.033436596E-1,-3.427279890E-1,-5.179692805E-2
4.652905833E-1,-1.758982837E-1,-2.337991297E-1,-5.069410428E-2
4.752985833E-1,-1.448335797E-1,-1.216731146E-1,-6.968589872E-2
4.853075833E-1,-1.273003817E-1,-1.896390319E-2,-9.917036444E-2
4.953155833E-1,-1.207154468E-1,7.274071127E-2,-1.164880991E-1
5.053245833E-1,-1.221339852E-1,1.614466012E-1,-1.118528619E-1
5.153335833E-1,-1.322348118E-1,2.175354362E-1,-1.054136083E-1
5.253415833E-1,-1.319276243E-1,2.327303737E-1,-1.072045863E-1
5.353505833E-1,-1.178394929E-1,2.144445777E-1,-1.002606601E-1
5.453595833E-1,-9.995894134E-2,1.671232730E-1,-8.226255327E-2
5.553675833E-1,-8.766978234E-2,9.222639352E-2,-5.958733335E-2
5.653765833E-1,-8.357682079E-2,-1.019359007E-2,-4.605947062E-2
5.753855833E-1,-8.801178634E-2,-1.068841815E-1,-5.779469013E-2
5.853935833E-1,-1.132306010E-1,-1.703027040E-1,-8.433035761E-2
5.954025833E-1,-1.519886553E-1,-2.038199157E-1,-1.166877598E-1
6.054105833E-1,-1.898335665E-1,-2.196480185E-1,-1.659742892E-1
6.154195833E-1,-1.881301999E-1,-1.774723381E-1,-2.017868906E-1
6.254285833E-1,-1.179186106E-1,-8.109293133E-2,-1.806198806E-1
6.354365833E-1,4.662967753E-3,3.574553505E-2,-1.120088547E-1
6.454455833E-1,1.323225498E-1,1.194593385E-1,-4.741126206E-3
6.554545833E-1,2.379890680E-1,1.387454271E-1,1.142867282E-1
6.654625833E-1,3.042629659E-1,7.091312110E-2,1.829226464E-1
6.754715833E-1,3.248848617E-1,-9.486919641E-2,1.945068687E-1
6.854795833E-1,3.205946982E-1,-3.150267601E-1,1.650688946E-1
6.954885833E-1,2.700638771E-1,-5.308269858E-1,1.204481572E-1
7.054975833E-1,1.155900732E-1,-7.551657557E-1,2.479765564E-2
7.155055833E-1,-5.837213621E-2,-8.674763441E-1,-2.379331551E-2
7.255145833E-1,-2.422130853E-1,-9.075842500E-1,-5.379455537E-2
7.355235833E-1,-3.944745362E-1,-8.339611292E-1,-7.832146436E-2
7.455315833E-1,-4.876017869E-1,-6.592755318E-1,-8.101645857E-2
7.555405833E-1,-5.026717782E-1,-4.334685206E-1,-8.180022985E-2
7.655485833E-1,-4.401358962E-1,-2.270194888E-1,-9.023619443E-2
7.755575833E-1,-3.287499845E-1,-1.375644505E-1,-1.413374692E-1
7.855665833E-1,-1.897255927E-1,-1.587045491E-1,-2.214398086E-1
7.955745833E-1,-5.127796903E-2,-1.975230575E-1,-2.728561163E-1
8.055835833E-1,5.433382094E-2,-1.984407157E-1,-2.919470072E-1
8.155925833E-1,1.101435497E-1,-1.064386144E-1,-2.903347313E-1
8.256005833E-1,1.266533136E-1,4.908823967E-2,-2.650468647E-1
8.356095833E-1,1.136142164E-1,2.376168668E-1,-2.278598398E-1
8.456175833E-1,8.364182711E-2,4.107609689E-1,-1.935520470E-1
8.556267083E-1,5.380137265E-2,5.194187164E-1,-1.776718795E-1
8.656357083E-1,3.713764250E-2,5.543120503E-1,-1.832114160E-1
8.756437083E-1,3.412534297E-2,5.184355378E-1,-2.075385898E-1
8.856527083E-1,2.413496934E-2,4.163255990E-1,-2.286891192E-1
8.956617083E-1,7.064907346E-3,2.767493129E-1,-2.642569542E-1
9.056697083E-1,-1.368137076E-2,1.244557872E-1,-3.096064031E-1
9.156787083E-1,-5.016321316E-2,-2.283725701E-2,-3.531376421E-1
9.256867083E-1,-8.993918449E-2,-1.516636461E-1,-3.962642252E-1
9.356957083E-1,-1.140716821E-1,-2.232757807E-1,-4.188475609E-1
9.457047083E-1,-1.116292402E-1,-2.280439436E-1,-4.011757374E-1
9.557127083E-1,-8.411212265E-2,-1.826093495E-1,-3.430407941E-1
9.657217083E-1,-3.337255865E-2,-1.190173030E-1,-2.694067955E-1
9.757307083E-1,4.053948075E-2,-6.222647056E-2,-2.192075402E-1
9.857387083E-1,1.247392222E-1,-1.895344630E-2,-1.956362277E-1
9.957477083E-1,1.892473847E-1,2.871158998E-3,-1.877058744E-1
1.005755708E0,2.189190984E-1,3.001412190E-2,-1.840280592E-1
1.015764708E0,2.118252367E-1,6.837642193E-2,-1.729959100E-1
1.025773708E0,1.686911583E-1,9.533119947E-2,-1.483188570E-1
1.035781708E0,1.284848899E-1,1.187078953E-1,-1.010139212E-1
1.045790708E0,1.304699630E-1,1.273274571E-1,-4.622044042E-2
1.055799708E0,1.688162833E-1,1.262858957E-1,-7.459194399E-3
1.065807708E0,2.154855877E-1,9.429538250E-2,-6.587089971E-3
1.075816708E0,2.462741286E-1,5.258867517E-2,-3.204397857E-2
1.085824708E0,2.474344224E-1,8.141058497E-3,-6.919401139E-2
1.095833708E0,2.092795819E-1,-2.690933645E-2,-1.096889749E-1
1.105842708E0,1.481399238E-1,-3.338696808E-2,-1.312994510E-1
