"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.143583334E-3,5.969586182E-1,3.926335144E-1,9.881850586E0
1.615258334E-2,5.608836365E-1,6.577322388E-1,9.905351715E0
2.616158334E-2,5.258564758E-1,1.009500732E0,1.016431320E1
3.616958334E-2,3.772155762E-1,1.293609924E0,1.028361511E1
4.617858333E-2,3.112028503E-1,1.600172424E0,1.043240570E1
5.618758334E-2,7.753875732E-2,1.763033752E0,1.020667511E1
6.619558333E-2,-1.251397705E-1,1.686542816E0,9.887987823E0
7.620458334E-2,-3.634442139E-1,1.551373901E0,9.696835327E0
8.621358334E-2,-2.546205139E-1,1.201401672E0,9.738748169E0
9.622158334E-2,-1.167572021E-1,1.004261627E0,9.879305878E0
1.062305833E-1,-4.655319214E-2,9.430389404E-1,9.979747009E0
1.162395833E-1,8.876541138E-2,7.200027466E-1,9.935439148E0
1.262475833E-1,2.145039368E-1,6.379733276E-1,9.869875488E0
1.362565833E-1,4.102967834E-1,6.999444580E-1,9.808952179E0
1.462645833E-1,6.743476868E-1,8.205935669E-1,9.799821167E0
1.562735833E-1,8.316705322E-1,8.783734131E-1,9.764943695E0
1.662825833E-1,8.307723999E-1,8.689430237E-1,9.583371277E0
1.762905833E-1,7.450007629E-1,9.135502625E-1,9.267677765E0
1.862995833E-1,5.698649597E-1,9.547146606E-1,9.036259003E0
1.963085833E-1,3.980223083E-1,9.120533752E-1,8.902886353E0
2.063165833E-1,3.206332397E-1,8.610095215E-1,8.925489349E0
2.163255833E-1,2.550695801E-1,8.678952026E-1,9.115893402E0
2.263345833E-1,1.634600830E-1,7.981402588E-1,9.329499207E0
2.363425833E-1,4.849914551E-2,6.770420837E-1,9.478289795E0
2.463515833E-1,-1.142124939E-1,6.586303711E-1,9.456285553E0
2.563605833E-1,-2.465373230E-1,6.231541443E-1,9.406289520E0
2.663685833E-1,-2.894979858E-1,6.544390869E-1,9.417516174E0
2.763775833E-1,-4.423301697E-1,7.676037598E-1,9.230255585E0
