"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767958908054814E9,"2026-01-09 19:41:48.055 UTC+08:00"
"PAUSE",2.051965391666745E2,1.767959113248311E9,"2026-01-09 19:45:13.248 UTC+08:00"
