"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-1.274166716E-4,2.225539275E-2,-6.994611770E-2,6.225078180E-2
9.880583326E-3,2.259228192E-2,-2.182279341E-2,6.628201902E-2
1.988758333E-2,7.792139892E-3,1.342170127E-2,5.631816015E-2
2.989558333E-2,-2.210077830E-2,5.782378837E-2,3.278433904E-2
3.990358333E-2,-4.486205429E-2,8.670847118E-2,-1.252001990E-2
4.991058333E-2,-7.622716576E-2,1.137957498E-1,-7.221423835E-2
5.991858333E-2,-9.816044569E-2,1.363980621E-1,-1.144448742E-1
6.992658332E-2,-9.806350619E-2,1.129752994E-1,-1.279178113E-1
7.993358333E-2,-7.349729538E-2,1.771993190E-2,-1.290629655E-1
8.994158333E-2,-5.004815757E-2,-2.558413334E-2,-9.464959055E-2
9.994958332E-2,-1.832213625E-2,-7.841815054E-2,-4.887402803E-2
1.099575833E-1,2.885709330E-2,-1.250588894E-1,-7.747365627E-3
1.199645833E-1,8.688843995E-2,-1.492041647E-1,2.570252866E-3
1.299725833E-1,1.751606911E-1,-1.496001482E-1,3.329420695E-3
1.399805833E-1,2.913883030E-1,-1.492570639E-1,-5.562164821E-3
1.499875833E-1,3.829478025E-1,-1.284561753E-1,-3.844634444E-2
1.599955833E-1,4.269844890E-1,-7.369385660E-2,-5.527539179E-2
1.700035833E-1,4.084838927E-1,-1.194878481E-2,-4.548338801E-2
1.800105833E-1,3.494116068E-1,6.033162400E-2,-1.143709198E-2
1.900185833E-1,2.747783661E-1,1.275934875E-1,3.333970159E-2
2.000265833E-1,2.166487426E-1,1.721761376E-1,6.272181869E-2
2.100345833E-1,1.929782331E-1,2.054065764E-1,6.569275260E-2
2.200415833E-1,1.977650672E-1,2.145516574E-1,5.991370231E-2
2.300495833E-1,2.128132582E-1,2.020955235E-1,4.775211215E-2
2.400575833E-1,2.358627766E-1,1.832391471E-1,4.534868896E-2
2.500645833E-1,2.413970977E-1,1.712096483E-1,5.615526438E-2
2.600725833E-1,2.163004279E-1,1.489290595E-1,7.182379812E-2
2.700805833E-1,1.843883097E-1,1.190302819E-1,9.829668701E-2
2.800875833E-1,1.504417211E-1,7.551710308E-2,1.222070679E-1
2.900955833E-1,1.204452068E-1,2.549441904E-2,1.397748739E-1
3.001035833E-1,9.918506444E-2,-2.154470235E-2,1.480626315E-1
3.101115833E-1,9.440496564E-2,-7.317300886E-2,1.444796175E-1
3.201185833E-1,1.045767590E-1,-1.043631881E-1,1.213717386E-1
3.301265833E-1,1.304847896E-1,-8.695037663E-2,1.069427356E-1
3.401345833E-1,1.444593519E-1,-7.861221582E-2,1.094774380E-1
3.501415833E-1,1.316625923E-1,-7.262782007E-2,1.208262295E-1
3.601495833E-1,9.552998841E-2,-6.139417365E-2,1.328334510E-1
3.701575833E-1,4.876621440E-2,-4.681176692E-2,1.239432767E-1
3.801645833E-1,-1.475758757E-2,-3.501768783E-2,9.789250791E-2
3.901725833E-1,-8.468554169E-2,-1.028544270E-2,7.109019160E-2
4.001805833E-1,-1.391813755E-1,3.928822279E-2,5.719780922E-2
4.101875833E-1,-1.769958586E-1,9.683034569E-2,5.053857341E-2
