"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.003096581E-2,4.290011497E1,1.304215760E2,5.131042866E1,NaN,NaN,3.557617382E2,6.155691863E1
4.276970625E-1,4.290028025E1,1.304216232E2,5.155998079E1,NaN,NaN,3.778604737E1,3.000000000E1
6.716529012E0,4.290011531E1,1.304215972E2,5.152984416E1,NaN,NaN,2.685878258E1,3.000000000E1
1.288712001E1,4.290008677E1,1.304214808E2,5.160439679E1,NaN,NaN,2.494077020E1,3.000000000E1
1.871042204E1,4.290000352E1,1.304215452E2,5.172619859E1,NaN,NaN,3.776825659E1,3.000000000E1
2.471390307E1,4.290005706E1,1.304215897E2,5.220189403E1,NaN,NaN,2.870429194E1,3.000000000E1
3.090247703E1,4.290012798E1,1.304216167E2,5.225124814E1,NaN,NaN,3.187689471E1,3.000000000E1
3.671797097E1,4.290014314E1,1.304216349E2,5.220689094E1,NaN,NaN,2.919657813E1,3.000000000E1
4.271380305E1,4.290019784E1,1.304216554E2,5.189211404E1,NaN,NaN,3.062854798E1,3.000000000E1
4.872050202E1,4.290018451E1,1.304217099E2,5.182267304E1,NaN,NaN,3.758253603E1,3.000000000E1
5.472163796E1,4.290012115E1,1.304217749E2,5.192535184E1,NaN,NaN,3.778196930E1,3.000000000E1
6.072082305E1,4.290014227E1,1.304217506E2,5.192410180E1,NaN,NaN,3.778258518E1,3.000000000E1
6.672421300E1,4.290022337E1,1.304217293E2,5.160910384E1,NaN,NaN,3.679963555E1,3.000000000E1
7.272135997E1,4.290023263E1,1.304217398E2,5.160099420E1,NaN,NaN,3.679923222E1,3.000000000E1
7.871915400E1,4.290019520E1,1.304217503E2,5.165607139E1,NaN,NaN,3.679910850E1,3.000000000E1
8.472230196E1,4.290022219E1,1.304217357E2,5.190076623E1,NaN,NaN,3.679950407E1,3.000000000E1
9.072630095E1,4.290022583E1,1.304217413E2,5.177657715E1,NaN,NaN,3.665621508E1,3.000000000E1
9.672567701E1,4.290026979E1,1.304217523E2,5.169826500E1,NaN,NaN,3.661417088E1,3.000000000E1
1.027186320E2,4.290028313E1,1.304217477E2,5.167553564E1,NaN,NaN,3.679914288E1,3.000000000E1
1.088930460E2,4.290020598E1,1.304217322E2,5.172865038E1,NaN,NaN,3.680978112E1,3.000000000E1
1.147165130E2,4.290017826E1,1.304217722E2,5.171691637E1,NaN,NaN,3.678747803E1,3.000000000E1
1.207199000E2,4.290012419E1,1.304217400E2,5.184130903E1,NaN,NaN,3.778309824E1,3.000000000E1
1.269003400E2,4.290012046E1,1.304217146E2,5.195285370E1,NaN,NaN,3.779462811E1,3.000000000E1
1.327136770E2,4.290009037E1,1.304216888E2,5.192443734E1,NaN,NaN,3.776920910E1,3.000000000E1
1.388979900E2,4.290015967E1,1.304215720E2,5.229110822E1,NaN,NaN,2.494139680E1,3.000000000E1
1.447233651E2,4.290012754E1,1.304215298E2,5.184586086E1,NaN,NaN,2.493369730E1,3.000000000E1
1.507302880E2,4.290019462E1,1.304214809E2,5.144503907E1,NaN,NaN,2.484971563E1,3.000000000E1
1.567194970E2,4.290019323E1,1.304214823E2,5.148390338E1,NaN,NaN,2.493723037E1,3.000000000E1
1.627278200E2,4.290013457E1,1.304214623E2,5.167436736E1,NaN,NaN,2.493761022E1,3.000000000E1
1.687203420E2,4.290013149E1,1.304214685E2,5.178160302E1,NaN,NaN,2.488891864E1,3.000000000E1
1.737220970E2,4.290019174E1,1.304214358E2,5.169906332E1,NaN,NaN,2.491102510E1,3.000000000E1
1.796836610E2,4.290014038E1,1.304216274E2,5.204295856E1,NaN,NaN,2.875023182E1,3.000000000E1
1.856951851E2,4.290008829E1,1.304214931E2,5.178781043E1,NaN,NaN,2.493718903E1,3.000000000E1
1.917125460E2,4.290013533E1,1.304215110E2,5.165718246E1,NaN,NaN,2.493788989E1,3.000000000E1
1.924696090E2,4.290013972E1,1.304214917E2,5.165227773E1,NaN,NaN,2.499657772E1,3.000000000E1
1.986903570E2,4.290012742E1,1.304214796E2,5.162279863E1,NaN,NaN,2.494169596E1,3.000000000E1
2.049542000E2,4.290013727E1,1.304214160E2,5.150849648E1,NaN,NaN,2.494240777E1,3.000000000E1
