"Time (s)","X (hPa)"
-5.759393750E-1,1.004047089E3
4.294366250E-1,1.004047775E3
1.434848625E0,1.004048538E3
2.440236625E0,1.004049911E3
3.445647625E0,1.004050064E3
3.797195625E0,1.004050598E3
4.869606625E0,1.004050598E3
5.942029625E0,1.004049911E3
7.014427625E0,1.004048920E3
8.086775625E0,1.004048233E3
9.159138625E0,1.004047165E3
1.023157763E1,1.004045792E3
1.130399862E1,1.004045792E3
1.237642062E1,1.004046402E3
1.344880062E1,1.004047241E3
1.452115963E1,1.004049072E3
1.559354363E1,1.004051056E3
1.666589162E1,1.004052963E3
1.773820362E1,1.004054565E3
1.881057062E1,1.004056473E3
1.988292962E1,1.004057159E3
2.095530362E1,1.004057388E3
2.202768962E1,1.004057922E3
2.310000162E1,1.004058990E3
2.417235862E1,1.004059067E3
2.524470162E1,1.004059677E3
2.631702662E1,1.004059677E3
2.738934262E1,1.004058990E3
2.846165062E1,1.004057770E3
2.953404862E1,1.004057083E3
3.060642463E1,1.004055862E3
3.167881462E1,1.004055862E3
3.275118262E1,1.004056549E3
3.382356062E1,1.004057693E3
3.489592162E1,1.004058533E3
3.596830262E1,1.004059219E3
3.704071362E1,1.004060669E3
3.811314362E1,1.004062424E3
3.918559663E1,1.004063797E3
4.025806762E1,1.004065399E3
4.133052362E1,1.004067078E3
4.240297962E1,1.004067307E3
4.347540463E1,1.004068222E3
4.454779562E1,1.004068222E3
4.562020862E1,1.004067612E3
4.669268962E1,1.004066849E3
4.776515462E1,1.004065933E3
4.883763863E1,1.004064941E3
4.991011463E1,1.004064560E3
5.098260462E1,1.004064560E3
5.205505762E1,1.004065781E3
5.312753362E1,1.004066620E3
5.419997963E1,1.004067612E3
5.527241462E1,1.004069748E3
5.634486862E1,1.004071274E3
5.741728562E1,1.004072876E3
5.848969563E1,1.004074173E3
5.956208662E1,1.004074783E3
6.063449362E1,1.004075623E3
6.170687262E1,1.004076538E3
6.277922962E1,1.004077225E3
6.385166862E1,1.004077530E3
6.492409162E1,1.004077530E3
6.599651262E1,1.004076309E3
6.706894463E1,1.004075165E3
6.814139062E1,1.004074020E3
6.921385462E1,1.004073563E3
7.028630762E1,1.004073563E3
7.135875962E1,1.004074402E3
7.243120062E1,1.004075241E3
7.350365262E1,1.004076767E3
7.457609963E1,1.004078751E3
7.564852563E1,1.004080658E3
7.672095062E1,1.004082031E3
7.779339162E1,1.004083710E3
7.886576562E1,1.004084930E3
7.993811662E1,1.004084930E3
8.101055862E1,1.004086151E3
8.208302062E1,1.004087219E3
8.315545563E1,1.004087830E3
8.422788662E1,1.004088745E3
8.530035562E1,1.004088745E3
8.637281662E1,1.004087830E3
8.744526762E1,1.004087067E3
8.851767562E1,1.004086761E3
8.959010763E1,1.004086609E3
9.066255362E1,1.004086609E3
9.173498062E1,1.004087677E3
9.280743462E1,1.004089737E3
9.387985262E1,1.004092026E3
9.495229462E1,1.004093933E3
9.602472162E1,1.004095459E3
9.709715262E1,1.004096756E3
9.816955062E1,1.004097061E3
9.924200362E1,1.004097519E3
1.003144646E2,1.004098358E3
1.013869486E2,1.004098816E3
1.024593956E2,1.004099045E3
1.035318666E2,1.004099045E3
1.046043916E2,1.004098969E3
1.056768626E2,1.004098969E3
1.067493086E2,1.004099197E3
1.078218026E2,1.004099503E3
1.088942686E2,1.004100494E3
1.099667206E2,1.004101562E3
1.110391626E2,1.004102783E3
1.121116116E2,1.004104691E3
1.131840226E2,1.004107056E3
1.142564866E2,1.004109116E3
1.153289506E2,1.004110336E3
1.164013806E2,1.004111710E3
1.174738526E2,1.004112320E3
1.185463216E2,1.004113007E3
1.196188096E2,1.004113770E3
1.206912886E2,1.004114532E3
1.217637776E2,1.004115372E3
1.228362656E2,1.004116135E3
1.239087596E2,1.004117126E3
1.249812516E2,1.004118118E3
1.260537546E2,1.004118652E3
1.271262826E2,1.004119263E3
1.281988246E2,1.004120483E3
1.292713666E2,1.004121094E3
1.303439226E2,1.004121170E3
1.314164576E2,1.004121170E3
1.324890516E2,1.004121780E3
1.335616096E2,1.004122238E3
1.346341926E2,1.004122543E3
1.357067976E2,1.004123077E3
1.367793406E2,1.004124298E3
1.378519426E2,1.004124680E3
1.389245456E2,1.004125137E3
1.399971596E2,1.004125519E3
1.410697446E2,1.004127045E3
1.421423346E2,1.004127808E3
1.432149276E2,1.004128265E3
1.442875306E2,1.004128494E3
1.453601176E2,1.004128494E3
1.464327006E2,1.004127045E3
1.475052846E2,1.004125595E3
1.485778626E2,1.004125290E3
1.496504406E2,1.004125137E3
1.507230536E2,1.004125290E3
1.517956616E2,1.004126434E3
1.528682696E2,1.004127274E3
1.539408286E2,1.004128952E3
1.550134356E2,1.004130783E3
1.560860516E2,1.004132538E3
1.571586446E2,1.004134216E3
1.582312606E2,1.004135590E3
1.593038376E2,1.004135590E3
1.603764076E2,1.004134445E3
1.614489766E2,1.004133759E3
1.625215316E2,1.004133148E3
1.635940946E2,1.004133148E3
1.646666816E2,1.004133301E3
1.657392836E2,1.004134140E3
1.668118626E2,1.004134598E3
1.678844626E2,1.004135056E3
1.689570536E2,1.004136047E3
1.700296356E2,1.004138184E3
1.711022236E2,1.004140015E3
1.721747956E2,1.004141388E3
1.732473306E2,1.004143372E3
1.743198566E2,1.004144745E3
1.753923486E2,1.004144974E3
1.764648876E2,1.004145432E3
1.775374806E2,1.004146118E3
1.786100326E2,1.004146423E3
1.796825676E2,1.004146957E3
1.807550956E2,1.004147263E3
1.818276456E2,1.004147263E3
1.829002066E2,1.004146347E3
1.839727706E2,1.004145737E3
1.850453096E2,1.004145584E3
1.861178196E2,1.004145584E3
1.871903046E2,1.004145737E3
1.882627996E2,1.004146652E3
1.893353336E2,1.004147797E3
1.904079026E2,1.004148865E3
1.914804606E2,1.004150162E3
1.925530526E2,1.004150772E3
1.936255986E2,1.004151917E3
1.946981526E2,1.004153137E3
1.957707086E2,1.004153900E3
1.968432616E2,1.004154434E3
1.979157976E2,1.004155426E3
1.989883826E2,1.004156113E3
2.000609586E2,1.004156876E3
2.011335506E2,1.004157715E3
2.022061296E2,1.004158325E3
2.032786736E2,1.004159393E3
2.043512036E2,1.004160309E3
2.054237056E2,1.004161606E3
