"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.010708333E-3,-6.482658535E-2,2.255333960E-2,2.218342200E-2
1.401670834E-2,-8.547642827E-2,2.578173578E-2,1.701873261E-3
2.402270833E-2,-8.325988054E-2,2.395107783E-2,-1.867104322E-2
3.402870834E-2,-6.840480864E-2,5.969036371E-3,-3.527321294E-2
4.403470833E-2,-5.422880128E-2,-9.889022447E-3,-3.828125447E-2
5.403970833E-2,-2.373029850E-2,-2.238904685E-2,-4.050037265E-2
6.404570834E-2,-7.824037224E-3,-5.481729656E-2,-3.668300062E-2
7.405170833E-2,2.975048870E-2,-4.302081838E-2,-4.002736881E-2
8.405770834E-2,8.568991721E-2,-5.132881552E-2,-3.465603665E-2
9.406370833E-2,1.473406851E-1,-6.494183838E-2,-2.804857865E-2
1.040697083E-1,1.962986439E-1,-5.505537987E-2,-3.606884507E-3
1.140757083E-1,2.285258174E-1,-2.257573232E-2,3.440760821E-2
1.240817083E-1,2.528524697E-1,-9.996609762E-3,5.196813494E-2
1.340877083E-1,2.633858621E-1,-3.686139360E-3,5.340546742E-2
1.440927083E-1,2.480843961E-1,-4.793481901E-3,3.937567025E-2
1.540987083E-1,2.042738050E-1,-8.994085714E-3,2.130292729E-2
1.641047083E-1,1.372624487E-1,-2.401555330E-2,2.395441197E-2
1.741107083E-1,7.700663805E-2,-3.974017873E-2,4.450826347E-2
1.841167083E-1,4.934332147E-2,-3.949596733E-2,7.037314773E-2
1.941227083E-1,4.843518510E-2,-4.569713771E-2,9.706415236E-2
2.041287083E-1,7.073025405E-2,-5.403677002E-2,1.229756549E-1
2.141337083E-1,9.419047832E-2,-5.651186407E-2,1.299083680E-1
2.241397083E-1,1.088407934E-1,-6.090075150E-2,1.247692779E-1
2.341457083E-1,1.066382080E-1,-7.132203132E-2,1.193987280E-1
2.441517083E-1,8.901260793E-2,-8.250544220E-2,1.200155169E-1
2.541577083E-1,7.536932081E-2,-6.567643583E-2,1.211988106E-1
2.641637083E-1,4.979977384E-2,-5.507678539E-2,1.071618274E-1
2.741697083E-1,9.513328783E-3,-2.909170091E-2,8.332451433E-2
2.841757083E-1,-5.411171913E-2,5.216205027E-3,6.356333196E-2
2.941817083E-1,-1.464597583E-1,2.564558014E-2,4.928559437E-2
3.041867083E-1,-2.507174909E-1,1.092821918E-2,4.437671229E-2
3.141927083E-1,-3.403331637E-1,-1.684210449E-2,5.046239123E-2
3.241987083E-1,-3.916019201E-1,-3.157630935E-2,7.039988041E-2
3.342047083E-1,-3.905323744E-1,-3.105519712E-2,9.334369004E-2
3.442107083E-1,-3.427174389E-1,-8.118987083E-3,9.645932168E-2
