"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.149583449E-4,-3.425337374E-2,3.375112265E-2,1.392860152E-2
1.052395834E-2,-6.464628130E-2,5.756592005E-2,2.490679501E-3
2.053195833E-2,-8.862750977E-2,7.560244203E-2,-7.486587390E-3
3.054095834E-2,-1.085565984E-1,9.395726770E-2,-2.945042215E-2
4.054895834E-2,-1.148714870E-1,9.332210571E-2,-5.911457539E-2
5.055695833E-2,-9.966818243E-2,1.015793160E-1,-7.908432186E-2
6.056595834E-2,-6.469182670E-2,9.638348967E-2,-8.934760839E-2
7.057395834E-2,-1.736638322E-2,8.163932711E-2,-9.518238902E-2
8.058195833E-2,2.391634323E-2,4.573432356E-2,-8.503281325E-2
9.059095834E-2,5.343923345E-2,-2.696939930E-2,-4.588243365E-2
1.005989583E-1,6.992819905E-2,-1.112560481E-1,1.987474225E-2
1.106069583E-1,1.189966649E-1,-1.418902725E-1,5.407214537E-2
1.206159583E-1,1.878388524E-1,-1.629494727E-1,6.096120924E-2
1.306239583E-1,2.549025416E-1,-1.530490071E-1,5.270637572E-2
1.406319583E-1,2.996199429E-1,-1.312076151E-1,4.425989464E-2
1.506409583E-1,2.982792854E-1,-9.173715115E-2,4.932514206E-2
1.606489583E-1,2.500701845E-1,-5.095111206E-2,5.618198216E-2
1.706579583E-1,1.800339222E-1,-5.493811797E-3,6.227681041E-2
1.806659583E-1,1.225029826E-1,4.602397233E-2,6.859382987E-2
1.906739583E-1,8.506597579E-2,9.467307478E-2,7.246874273E-2
2.006829583E-1,6.843533367E-2,1.226943210E-1,7.017975301E-2
2.106909583E-1,6.009645015E-2,1.250792146E-1,6.295131892E-2
2.206989583E-1,5.586601794E-2,1.125138849E-1,5.330641940E-2
2.307079583E-1,5.578220263E-2,9.795258939E-2,4.813075066E-2
2.407159583E-1,5.126122385E-2,7.980101556E-2,4.718186706E-2
2.507239583E-1,4.682420194E-2,7.707443088E-2,5.820752308E-2
2.607329583E-1,3.962434456E-2,7.861267030E-2,7.322508842E-2
2.707409583E-1,3.803287446E-2,8.331886679E-2,8.638840169E-2
2.807489583E-1,4.072293267E-2,8.875863254E-2,1.023553833E-1
2.907579583E-1,5.187994987E-2,9.121275693E-2,1.134553105E-1
3.007659583E-1,6.727354974E-2,1.037581116E-1,1.068562642E-1
3.107749583E-1,6.882066280E-2,1.082138047E-1,9.624746442E-2
3.207829583E-1,5.079265311E-2,1.040163934E-1,8.338946104E-2
3.307909583E-1,1.195387915E-2,7.871347666E-2,6.684950739E-2
3.407999583E-1,-3.663416579E-2,3.796551749E-2,4.588244110E-2
3.508079583E-1,-8.254037052E-2,-2.254540846E-2,2.767854743E-2
3.608159583E-1,-1.152956486E-1,-7.547999918E-2,1.458777860E-2
3.708249583E-1,-1.209063232E-1,-8.017066121E-2,1.158199739E-2
3.808329583E-1,-1.100028083E-1,-4.145175964E-2,1.968839392E-2
3.908409583E-1,-9.167467058E-2,3.310237452E-2,3.156346828E-2
4.008499583E-1,-6.018652767E-2,1.409313679E-1,3.991035372E-2
4.108579583E-1,-2.715974115E-2,2.572653592E-1,5.622557923E-2
4.208659583E-1,-1.397203375E-2,3.545849919E-1,6.518951058E-2
4.308749583E-1,-1.834023930E-2,4.030969441E-1,7.145345211E-2
4.408829583E-1,-2.439866401E-2,3.996721208E-1,6.708959490E-2
4.508909583E-1,-2.764748596E-2,3.533228636E-1,4.608593509E-2
4.608999583E-1,-2.331212536E-2,2.922714949E-1,1.529712789E-2
4.709079583E-1,-1.931688562E-2,2.229269147E-1,-7.035180926E-3
4.809169583E-1,-2.232545801E-2,1.446273178E-1,-1.571176015E-2
4.909249583E-1,-4.065660760E-2,5.440451950E-2,-1.163219195E-2
5.009329583E-1,-7.013993710E-2,-4.674287140E-2,1.094522187E-3
5.109419583E-1,-1.047957912E-1,-1.553829908E-1,3.866000799E-3
5.209499583E-1,-1.214639843E-1,-2.514290810E-1,-1.643554121E-2
5.309579583E-1,-1.222888082E-1,-3.182559013E-1,-5.804772303E-2
5.409669583E-1,-1.288732141E-1,-3.310265839E-1,-9.945242107E-2
5.509749583E-1,-1.523308605E-1,-2.775066197E-1,-1.365055144E-1
5.609829583E-1,-1.806639731E-1,-1.737684906E-1,-1.636090279E-1
5.709919583E-1,-2.005487978E-1,-3.281533718E-2,-1.712162644E-1
5.809999583E-1,-2.077225596E-1,1.180269048E-1,-1.648057699E-1
5.910079583E-1,-1.940588653E-1,2.552546263E-1,-1.517265588E-1
6.010169583E-1,-1.695679128E-1,3.543484509E-1,-1.359928697E-1
6.110249583E-1,-1.510914713E-1,3.852683008E-1,-1.123568714E-1
6.210329583E-1,-1.276417971E-1,3.714773655E-1,-9.555871785E-2
6.310419583E-1,-1.014181525E-1,3.179900348E-1,-6.996776164E-2
6.410499583E-1,-7.408692688E-2,2.362973243E-1,-3.653790057E-2
6.510579583E-1,-3.830179945E-2,1.416868120E-1,8.124265820E-3
6.610669583E-1,6.064864807E-3,5.792080611E-2,6.301920861E-2
6.710749583E-1,3.959954157E-2,-4.010969773E-2,1.058764234E-1
6.810829583E-1,6.361992657E-2,-1.321149766E-1,1.285172850E-1
6.910919583E-1,8.296529949E-2,-2.163264900E-1,1.266793609E-1
7.010999583E-1,9.369117767E-2,-2.773461342E-1,1.059796736E-1
7.111089583E-1,9.736448526E-2,-3.083084822E-1,9.024649113E-2
7.211169583E-1,1.020718887E-1,-3.137722313E-1,9.155410528E-2
7.311249583E-1,1.091842726E-1,-3.135593534E-1,1.007876024E-1
7.411339583E-1,1.271667480E-1,-2.880292237E-1,1.118557006E-1
7.511419583E-1,1.549532712E-1,-2.438205928E-1,1.085392088E-1
7.611507083E-1,1.833415031E-1,-1.940080225E-1,7.851979136E-2
7.711597083E-1,2.114598304E-1,-1.433892697E-1,4.292008653E-2
7.811677083E-1,2.385798544E-1,-5.048676208E-2,1.641630568E-2
7.911757083E-1,2.376365364E-1,3.909474984E-2,-8.994493401E-4
8.011847083E-1,2.237172574E-1,1.188311279E-1,-1.573538780E-2
8.111927083E-1,1.891701967E-1,1.757730246E-1,-3.311990574E-2
8.212007083E-1,1.521916837E-1,1.921674460E-1,-5.400148407E-2
8.312097083E-1,1.065865606E-1,1.661473364E-1,-8.334831893E-2
8.412177083E-1,6.125955656E-2,1.117815673E-1,-1.136723980E-1
8.512257083E-1,2.010214888E-2,4.927165061E-2,-1.346194446E-1
8.612347083E-1,-1.154153235E-2,-1.024973486E-2,-1.367598176E-1
8.712427083E-1,-3.131389245E-2,-5.303649232E-2,-1.399700642E-1
8.812507083E-1,-5.007932335E-2,-9.063979238E-2,-1.484365165E-1
8.912597083E-1,-7.490980625E-2,-1.313511580E-1,-1.664289981E-1
9.012677083E-1,-1.009925380E-1,-1.764102429E-1,-1.861763299E-1
9.112757083E-1,-1.353674978E-1,-2.306643128E-1,-2.134367824E-1
9.212847083E-1,-1.753905416E-1,-2.900141776E-1,-2.479313761E-1
9.312927083E-1,-2.172018588E-1,-3.503610492E-1,-2.956002951E-1
9.413007083E-1,-2.556384504E-1,-3.887627721E-1,-3.412093222E-1
9.513097083E-1,-2.722344398E-1,-3.799883127E-1,-3.640902936E-1
9.613177083E-1,-2.556000650E-1,-3.323869705E-1,-3.491933942E-1
9.713257083E-1,-1.930392236E-1,-2.503044903E-1,-3.047926426E-1
9.813347083E-1,-8.522568643E-2,-1.547175348E-1,-2.513827085E-1
9.913427083E-1,4.281511158E-2,-8.925849944E-2,-2.061760873E-1
1.001351708E0,1.504928470E-1,-7.674030960E-2,-2.016889304E-1
1.011359708E0,2.032824308E-1,-7.544260472E-2,-2.295132875E-1
1.021367708E0,2.096127570E-1,-9.295209497E-2,-2.560005486E-1
1.031375708E0,1.892168522E-1,-1.319505721E-1,-2.596236467E-1
1.041384708E0,1.712895185E-1,-1.651652455E-1,-2.529665530E-1
1.051392708E0,1.792677492E-1,-1.864260286E-1,-2.404882014E-1
1.061401708E0,2.206809670E-1,-1.858156323E-1,-2.178992778E-1
1.071409708E0,2.762724459E-1,-1.802041680E-1,-2.090919912E-1
1.081417708E0,3.214156926E-1,-1.721395850E-1,-2.151296437E-1
1.091426708E0,3.334353864E-1,-1.699993461E-1,-2.238703370E-1
1.101434708E0,3.082671762E-1,-1.737485528E-1,-2.458174527E-1
1.111442708E0,2.525728643E-1,-1.759377122E-1,-2.796230912E-1
1.121451708E0,1.883725524E-1,-1.607046872E-1,-3.160423636E-1
1.131459708E0,1.309082508E-1,-1.069911718E-1,-3.440774083E-1
1.141467708E0,7.640905678E-2,-4.576403648E-2,-3.559870720E-1
1.151476708E0,3.993960842E-2,1.212690864E-2,-3.502545357E-1
1.161484708E0,1.684174687E-2,6.503566355E-2,-3.217272758E-1
1.171492708E0,1.283886656E-2,8.970205486E-2,-2.833898067E-1
1.181501708E0,4.257944971E-2,1.012809500E-1,-2.327111810E-1
1.191509708E0,9.462844580E-2,1.047147810E-1,-1.738168150E-1
1.201517708E0,1.508741379E-1,8.083049208E-2,-1.326110512E-1
1.211526708E0,2.019060403E-1,4.935900122E-2,-1.093881205E-1
1.221534708E0,2.335494459E-1,8.054438047E-3,-9.973469377E-2
1.231542708E0,2.369964272E-1,-4.431447014E-2,-1.100827232E-1
1.241551708E0,2.087647915E-1,-8.188288659E-2,-1.272739619E-1
