"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.166874998E-3,-1.316154152E-1,3.056043200E-2,8.150523901E-2
1.417387500E-2,-1.390357763E-1,2.293473668E-2,6.453823298E-2
2.418087500E-2,-1.610920876E-1,6.527724862E-2,5.315055698E-2
3.418887500E-2,-1.627698839E-1,1.055037677E-1,4.236049578E-2
4.419587500E-2,-1.584924608E-1,1.422458589E-1,2.661708370E-2
5.420287500E-2,-1.576184183E-1,1.892546564E-1,2.229237556E-2
6.421087500E-2,-1.580991745E-1,2.072866708E-1,2.250378206E-2
7.421787500E-2,-1.476308256E-1,2.007243782E-1,1.677745208E-2
8.422487500E-2,-1.130211949E-1,1.585655063E-1,7.145108655E-3
9.423287500E-2,-6.736768782E-2,1.178337932E-1,-4.055880476E-3
1.042398750E-1,-1.026181690E-2,9.262158722E-2,-1.142371166E-2
1.142478750E-1,5.570681393E-2,9.576438367E-2,4.150986671E-3
1.242548750E-1,1.493520290E-1,1.365712583E-1,5.212497339E-2
1.342618750E-1,2.186954170E-1,1.614526361E-1,7.159587741E-2
1.442698750E-1,2.577507794E-1,1.829007864E-1,9.676816314E-2
1.542768750E-1,2.705430090E-1,1.755832136E-1,1.364777535E-1
1.642838750E-1,2.722117603E-1,1.581714153E-1,1.813050658E-1
1.742918750E-1,2.683496177E-1,1.283280253E-1,2.097233981E-1
1.842988750E-1,2.608728409E-1,9.551323950E-2,2.197476625E-1
1.943058750E-1,2.329852879E-1,6.412202865E-2,2.052222490E-1
2.043138750E-1,1.966047883E-1,4.650848731E-2,1.828495860E-1
2.143208750E-1,1.614979357E-1,6.316816062E-2,1.615893096E-1
2.243288750E-1,1.158077493E-1,1.191054359E-1,1.087961793E-1
2.343358750E-1,5.442321673E-2,1.892733276E-1,3.296586126E-2
2.443428750E-1,-2.032188326E-2,2.379381955E-1,-3.916692361E-2
2.543508750E-1,-8.930761367E-2,2.637271881E-1,-8.681327105E-2
2.643578750E-1,-1.661161929E-1,2.545871735E-1,-1.049014330E-1
2.743648750E-1,-2.284536064E-1,2.019636333E-1,-8.576316386E-2
2.843728750E-1,-2.478989661E-1,1.277059764E-1,-5.719418451E-2
2.943798750E-1,-2.201735973E-1,3.153710067E-2,-4.016939551E-2
3.043878750E-1,-1.406076550E-1,-5.327305198E-2,-3.963949531E-2
3.143948750E-1,-5.030917376E-2,-8.173452318E-2,-5.699744821E-2
3.244018750E-1,-1.227685995E-2,-6.498517096E-2,-7.931812853E-2
3.344098750E-1,-4.158335179E-2,-2.863382921E-2,-8.282524347E-2
3.444168750E-1,-1.191137359E-1,1.633249409E-2,-7.262334973E-2
3.544238750E-1,-2.219149470E-1,3.095058538E-2,-4.802506045E-2
3.644318750E-1,-3.066595793E-1,1.780526899E-2,-3.863442689E-3
3.744388750E-1,-3.514909446E-1,-2.353844419E-2,4.345000908E-2
3.844458750E-1,-3.273947835E-1,-6.929168105E-2,9.388832748E-2
3.944538750E-1,-2.426196784E-1,-8.932051808E-2,1.344581246E-1
4.044608750E-1,-1.266461462E-1,-7.846547663E-2,1.507889777E-1
4.144688750E-1,-1.246071234E-2,-4.724711180E-2,1.628877223E-1
4.244758750E-1,7.004210353E-2,-6.782875396E-3,1.638988405E-1
4.344828750E-1,1.044770405E-1,1.467341464E-2,1.721447855E-1
4.444908750E-1,9.541919082E-2,1.741193235E-2,1.842208356E-1
4.544978750E-1,6.701152027E-2,1.270452887E-2,1.949762702E-1
4.645048750E-1,3.166273236E-2,-4.732310306E-3,1.967181116E-1
4.745128750E-1,-8.707595058E-3,-2.790207975E-2,1.844164431E-1
4.845198750E-1,-6.795017421E-2,-4.518347979E-2,1.471430957E-1
4.945268750E-1,-1.577202678E-1,-6.232225150E-2,8.188180625E-2
5.045348750E-1,-2.620133460E-1,-7.939032465E-2,8.638609201E-3
5.145418750E-1,-3.503589332E-1,-7.534950972E-2,-5.334620178E-2
5.245498750E-1,-4.132250845E-1,-5.463861302E-2,-1.010632962E-1
5.345568750E-1,-4.416175783E-1,-2.859582752E-2,-1.282645464E-1
5.445638750E-1,-4.423822761E-1,-1.038478687E-3,-1.350129545E-1
5.545718750E-1,-4.142158926E-1,2.940305136E-2,-1.281867325E-1
5.645788750E-1,-3.510076404E-1,3.768320382E-2,-1.139718443E-1
5.745858750E-1,-2.708060145E-1,4.512807354E-2,-9.664212167E-2
5.845938750E-1,-1.927038431E-1,3.627340868E-2,-8.624541759E-2
5.946008750E-1,-1.282060742E-1,1.634977013E-2,-7.712968439E-2
6.046088750E-1,-9.065090120E-2,7.885628380E-3,-6.666425616E-2
6.146158750E-1,-9.302910417E-2,-1.453658938E-2,-4.810468480E-2
6.246228750E-1,-1.116687208E-1,-7.978903502E-2,-2.434542775E-2
6.346308750E-1,-1.336342096E-1,-1.864030957E-1,1.463739201E-2
6.446378750E-1,-1.475721747E-1,-2.846141160E-1,3.356846794E-2
6.546448750E-1,-1.355831623E-1,-3.473707139E-1,3.824391216E-2
6.646528750E-1,-9.025160223E-2,-3.556843400E-1,3.584341705E-2
