"Time (s)","X (hPa)"
-5.698623334E-1,1.004404297E3
4.356706667E-1,1.004405136E3
1.441243667E0,1.004405975E3
2.446791667E0,1.004406357E3
3.452346667E0,1.004406738E3
3.803687667E0,1.004407806E3
4.876267667E0,1.004408035E3
5.948902667E0,1.004408035E3
7.021478667E0,1.004408035E3
8.094039667E0,1.004407578E3
9.166592667E0,1.004407272E3
1.023910467E1,1.004406738E3
1.131162567E1,1.004406433E3
1.238410967E1,1.004406433E3
1.345658167E1,1.004406967E3
1.452909167E1,1.004408264E3
1.560160267E1,1.004409561E3
1.667413167E1,1.004411697E3
1.774672567E1,1.004413986E3
1.881927767E1,1.004415588E3
1.989181267E1,1.004416275E3
2.096434467E1,1.004416885E3
2.203687167E1,1.004416962E3
2.310940767E1,1.004416962E3
2.418193867E1,1.004417267E3
2.525445167E1,1.004417801E3
2.632689667E1,1.004417801E3
2.739937767E1,1.004417572E3
2.847183367E1,1.004416885E3
2.954432667E1,1.004415894E3
3.061681367E1,1.004414978E3
3.168932067E1,1.004414749E3
3.276180067E1,1.004414749E3
3.383427567E1,1.004415207E3
3.490676167E1,1.004416046E3
3.597926467E1,1.004417267E3
3.705175667E1,1.004419022E3
3.812426967E1,1.004420242E3
3.919676967E1,1.004421768E3
4.026931867E1,1.004424210E3
4.134181867E1,1.004425049E3
4.241436767E1,1.004425125E3
4.348686567E1,1.004426727E3
4.455937667E1,1.004426727E3
4.563188167E1,1.004425964E3
4.670440167E1,1.004425354E3
4.777693367E1,1.004424286E3
4.884948567E1,1.004423828E3
4.992200367E1,1.004423370E3
5.099454067E1,1.004423370E3
5.206708967E1,1.004423676E3
5.313966567E1,1.004425583E3
5.421230767E1,1.004426956E3
5.528492367E1,1.004428635E3
5.635752467E1,1.004430542E3
5.743010667E1,1.004432449E3
5.850274167E1,1.004432678E3
5.957530667E1,1.004432907E3
6.064783867E1,1.004433060E3
6.172034267E1,1.004433365E3
6.279284767E1,1.004433060E3
6.386536767E1,1.004432755E3
6.493780667E1,1.004431000E3
6.601029667E1,1.004430313E3
6.708281767E1,1.004429474E3
6.815535467E1,1.004429092E3
6.922791367E1,1.004429092E3
7.030044867E1,1.004430313E3
7.137296467E1,1.004430618E3
7.244547767E1,1.004431000E3
7.351799267E1,1.004432297E3
7.459055167E1,1.004433289E3
7.566309867E1,1.004434357E3
7.673562667E1,1.004435654E3
7.780818067E1,1.004437103E3
7.888076767E1,1.004437485E3
7.995338567E1,1.004437714E3
8.102600767E1,1.004438095E3
8.209858767E1,1.004438400E3
8.317116367E1,1.004439011E3
8.424377467E1,1.004439011E3
8.531640467E1,1.004438553E3
8.638896167E1,1.004437485E3
8.746153367E1,1.004435425E3
8.853412667E1,1.004434128E3
8.960673667E1,1.004433289E3
9.067934667E1,1.004432449E3
9.175198167E1,1.004432449E3
9.282457167E1,1.004432678E3
9.389714167E1,1.004433136E3
9.496974667E1,1.004433289E3
9.604233467E1,1.004434586E3
9.711487767E1,1.004436417E3
9.818739267E1,1.004437485E3
9.925994567E1,1.004438095E3
1.003325077E2,1.004439163E3
1.014050787E2,1.004439392E3
1.024776937E2,1.004439392E3
1.035502907E2,1.004439392E3
1.046228197E2,1.004439392E3
1.056953757E2,1.004439240E3
1.067679497E2,1.004439011E3
1.078405127E2,1.004438858E3
1.089130927E2,1.004437790E3
1.099856647E2,1.004437256E3
1.110582787E2,1.004436874E3
1.121308927E2,1.004436874E3
1.132034647E2,1.004438095E3
1.142760697E2,1.004438629E3
1.153486627E2,1.004438629E3
1.164212787E2,1.004438324E3
1.174939007E2,1.004437714E3
1.185665327E2,1.004436951E3
1.196391787E2,1.004436646E3
1.207118467E2,1.004436646E3
1.217844617E2,1.004437332E3
1.228570797E2,1.004438858E3
1.239296937E2,1.004440536E3
1.250023127E2,1.004442139E3
1.260749057E2,1.004443665E3
1.271474447E2,1.004444733E3
1.282200117E2,1.004444885E3
1.292926087E2,1.004444885E3
1.303652357E2,1.004445038E3
1.314378697E2,1.004445114E3
1.325104457E2,1.004445496E3
1.335830437E2,1.004445496E3
1.346556277E2,1.004445496E3
1.357282367E2,1.004445572E3
1.368008557E2,1.004445343E3
1.378734107E2,1.004445572E3
1.389459997E2,1.004446182E3
1.400185637E2,1.004446411E3
1.410911627E2,1.004446411E3
1.421637387E2,1.004446793E3
1.432363387E2,1.004446793E3
1.443089197E2,1.004446945E3
1.453814867E2,1.004446945E3
1.464539887E2,1.004447021E3
1.475265517E2,1.004448013E3
1.485991117E2,1.004448318E3
1.496716757E2,1.004448853E3
1.507442327E2,1.004449692E3
1.518167177E2,1.004449692E3
1.528892747E2,1.004448318E3
1.539618507E2,1.004447403E3
1.550344297E2,1.004445953E3
1.561069697E2,1.004444427E3
1.571795057E2,1.004444427E3
1.582520577E2,1.004445496E3
1.593246057E2,1.004445496E3
1.603971597E2,1.004445343E3
1.614697047E2,1.004444733E3
1.625422647E2,1.004442825E3
1.636148547E2,1.004441071E3
1.646874387E2,1.004438858E3
1.657599327E2,1.004438171E3
1.668324647E2,1.004437332E3
1.679050537E2,1.004437332E3
1.689776587E2,1.004437561E3
1.700502707E2,1.004437943E3
1.711228267E2,1.004438324E3
1.721954037E2,1.004439392E3
1.732679807E2,1.004440002E3
1.743405787E2,1.004440308E3
1.754131857E2,1.004440536E3
1.764858007E2,1.004440536E3
1.775584417E2,1.004440231E3
1.786310797E2,1.004439163E3
1.797037517E2,1.004439163E3
1.807764057E2,1.004438782E3
1.818490657E2,1.004438400E3
1.829217347E2,1.004438095E3
1.839943937E2,1.004438095E3
1.850670237E2,1.004438095E3
1.861396967E2,1.004438782E3
1.872122897E2,1.004439392E3
1.882848547E2,1.004440460E3
1.893574577E2,1.004440689E3
1.904300697E2,1.004441299E3
1.915026757E2,1.004441299E3
1.925753217E2,1.004441299E3
1.936479767E2,1.004440689E3
1.947206327E2,1.004440689E3
1.957933087E2,1.004441071E3
1.968659787E2,1.004441681E3
1.979386437E2,1.004441681E3
1.990113917E2,1.004441681E3
2.000840777E2,1.004441299E3
2.011567287E2,1.004439850E3
2.022294127E2,1.004438171E3
2.033020737E2,1.004436646E3
2.043746997E2,1.004435806E3
2.054473267E2,1.004435577E3
2.065199527E2,1.004435577E3
2.075925797E2,1.004435577E3
2.086652567E2,1.004435883E3
2.097379227E2,1.004436874E3
2.108105467E2,1.004437485E3
2.118831787E2,1.004437943E3
2.129557937E2,1.004438400E3
2.140283927E2,1.004438400E3
2.151009977E2,1.004438400E3
2.161736017E2,1.004438553E3
2.172462477E2,1.004438782E3
2.183188637E2,1.004439240E3
2.193915147E2,1.004440002E3
2.204641297E2,1.004440002E3
2.215367247E2,1.004440002E3
