"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.028096676E-2,4.290010909E1,1.304214995E2,5.144493884E1,NaN,NaN,3.034947588E1,3.000000000E1
4.169905186E-2,4.290010778E1,1.304214998E2,5.144685764E1,NaN,NaN,6.222098738E1,3.000383023E1
4.392030239E-1,4.290006153E1,1.304216071E2,5.163812275E1,NaN,NaN,3.243691150E1,3.000000000E1
6.720870972E0,4.290011543E1,1.304215810E2,5.156353734E1,NaN,NaN,2.105056462E1,3.000000000E1
1.271970904E1,4.290014656E1,1.304215221E2,5.158847289E1,NaN,NaN,2.153973306E1,3.000000000E1
1.328666461E1,4.290014486E1,1.304215201E2,4.693128566E1,NaN,NaN,1.841242466E1,3.000000000E0
1.428664482E1,4.290014553E1,1.304215092E2,4.433744745E1,NaN,NaN,1.887651936E1,3.000000000E0
1.574661732E1,4.290014448E1,1.304214758E2,4.239951198E1,3.852607012E0,NaN,1.851182389E1,3.630381012E1
1.674660134E1,4.290014262E1,1.304214718E2,5.114568909E1,3.852607012E0,NaN,1.895790703E1,3.000000000E0
1.774658573E1,4.290013925E1,1.304214614E2,5.131105863E1,NaN,NaN,1.939074166E1,3.000000000E0
1.874657094E1,4.290008992E1,1.304215020E2,5.145564062E1,1.690676689E0,NaN,1.664024506E1,3.356652260E0
1.974682653E1,4.290009010E1,1.304214918E2,5.136686245E1,NaN,NaN,1.756327294E1,3.000000000E0
2.074683535E1,4.290009038E1,1.304214816E2,5.136934588E1,NaN,NaN,1.803660608E1,3.873661995E0
2.174682248E1,4.290009034E1,1.304214809E2,5.136934588E1,NaN,NaN,1.894799278E1,5.219223976E0
2.274683380E1,4.290008854E1,1.304214426E2,5.136934588E1,NaN,NaN,1.617279603E1,6.763146877E0
2.374684584E1,4.290008930E1,1.304214441E2,5.146816516E1,NaN,NaN,1.722812926E1,8.370284081E0
2.574684787E1,4.290010784E1,1.304214837E2,5.145573239E1,NaN,NaN,1.524090249E1,1.183373547E1
2.674686170E1,4.290010548E1,1.304214636E2,5.145573239E1,NaN,NaN,1.426619779E1,1.378375244E1
2.774685371E1,4.290010368E1,1.304214511E2,5.145573239E1,NaN,NaN,1.373563352E1,1.583761597E1
2.874686706E1,4.290010271E1,1.304214423E2,5.145573239E1,NaN,NaN,1.362410065E1,1.799102592E1
3.101263201E1,4.290011874E1,1.304214792E2,5.213179318E1,NaN,NaN,1.598449814E1,3.000000494E1
3.276533997E1,4.290011929E1,1.304214846E2,5.213152805E1,NaN,NaN,1.052239394E2,3.000088476E1
3.517674196E1,4.290010864E1,1.304214868E2,5.396762768E1,NaN,NaN,1.774971555E2,3.000293221E1
3.518546700E1,4.290010864E1,1.304214868E2,5.396762768E1,NaN,NaN,1.774979173E2,3.000293221E1
4.223793304E1,4.290002086E1,1.304217186E2,5.198661413E1,NaN,NaN,3.778265040E1,3.000000000E1
4.823494899E1,4.290012093E1,1.304217210E2,5.194750409E1,NaN,NaN,3.876395833E1,3.000000000E1
4.835390401E1,4.290012048E1,1.304217217E2,5.194891934E1,NaN,NaN,3.936375046E1,3.000000067E1
4.836606598E1,4.290012048E1,1.304217217E2,5.194891934E1,NaN,NaN,3.936883672E1,3.000000067E1
5.423927498E1,4.290011315E1,1.304216995E2,5.180801850E1,NaN,NaN,3.777448763E1,3.000000000E1
5.881994796E1,4.290011054E1,1.304217011E2,5.180802041E1,NaN,NaN,3.763683722E1,3.000000000E1
6.021988201E1,4.290015445E1,1.304216793E2,5.184638335E1,NaN,NaN,3.798926391E1,3.000000000E1
6.622088897E1,4.290025832E1,1.304217442E2,5.164804949E1,NaN,NaN,3.778311461E1,3.000000000E1
7.267703795E1,4.290022517E1,1.304217439E2,5.161762301E1,NaN,NaN,3.682577261E1,3.000000000E1
7.817945695E1,4.290029090E1,1.304217696E2,5.170833809E1,NaN,NaN,3.676291414E1,3.000000000E1
8.419025600E1,4.290021787E1,1.304218079E2,5.184276984E1,NaN,NaN,3.679977653E1,3.000000000E1
9.019175994E1,4.290023895E1,1.304217603E2,5.166491760E1,NaN,NaN,3.667567398E1,3.000000000E1
9.620419598E1,4.290019058E1,1.304217815E2,5.181161637E1,NaN,NaN,3.665088350E1,3.000000000E1
1.020793090E2,4.290032577E1,1.304218880E2,5.156760048E1,NaN,NaN,3.662627770E1,3.000000000E1
1.081889400E2,4.290024132E1,1.304217399E2,5.172073597E1,NaN,NaN,3.680624690E1,3.000000000E1
1.141826210E2,4.290031335E1,1.304217794E2,5.167619957E1,NaN,NaN,3.679880571E1,3.000000000E1
1.203516541E2,4.290026023E1,1.304217820E2,5.166635892E1,NaN,NaN,3.662165471E1,3.000000000E1
1.261853000E2,4.290024159E1,1.304217222E2,5.160854373E1,NaN,NaN,3.777036957E1,3.000000000E1
1.321871650E2,4.290017544E1,1.304217263E2,5.173179360E1,NaN,NaN,3.673060741E1,3.000000000E1
1.381838239E2,4.290012770E1,1.304217329E2,5.185178093E1,NaN,NaN,3.765524061E1,3.000000000E1
1.441850640E2,4.290005598E1,1.304216827E2,5.204059490E1,NaN,NaN,3.773261768E1,3.000000000E1
1.503705930E2,4.290010563E1,1.304216483E2,5.199950025E1,NaN,NaN,3.108081246E1,3.000000000E1
1.561852649E2,4.290014454E1,1.304215417E2,5.213958416E1,NaN,NaN,2.493371277E1,3.000000000E1
1.621846110E2,4.290015153E1,1.304214222E2,5.149427092E1,NaN,NaN,2.492203387E1,3.000000000E1
1.677643940E2,4.290004076E1,1.304213607E2,5.098205848E1,NaN,NaN,3.480333914E1,3.000000000E1
1.681890360E2,4.290038465E1,1.304215079E2,5.141438692E1,NaN,NaN,3.789176314E1,3.000000000E1
1.741980031E2,4.290018304E1,1.304215080E2,5.164645646E1,NaN,NaN,2.493803827E1,3.000000000E1
1.801950980E2,4.290014934E1,1.304214104E2,5.169799169E1,NaN,NaN,2.493739475E1,3.000000000E1
1.861860720E2,4.290014713E1,1.304214104E2,5.168630389E1,NaN,NaN,2.493727558E1,3.000000000E1
1.921780070E2,4.290017822E1,1.304214135E2,5.193177086E1,NaN,NaN,2.493728757E1,3.000000000E1
1.981977960E2,4.290002179E1,1.304215101E2,5.157928636E1,NaN,NaN,2.584246053E1,3.000000000E1
2.043335210E2,4.290008739E1,1.304214594E2,5.166421013E1,NaN,NaN,2.494019471E1,3.000000000E1
2.101799290E2,4.290013615E1,1.304215120E2,5.173626516E1,NaN,NaN,2.493430237E1,3.000000000E1
2.161735090E2,4.290011476E1,1.304213891E2,5.149888076E1,NaN,NaN,2.493725989E1,3.000000000E1
2.222001170E2,4.290021704E1,1.304214755E2,5.149624733E1,NaN,NaN,2.493792092E1,3.000000000E1
