"Time (s)","X (hPa)"
-5.628398333E-1,1.013920822E3
4.422631667E-1,1.013922043E3
1.447367167E0,1.013923264E3
2.452477167E0,1.013925247E3
3.457582167E0,1.013925858E3
3.809466167E0,1.013925858E3
4.881552167E0,1.013925171E3
5.953669167E0,1.013924942E3
7.025782167E0,1.013923264E3
8.097847167E0,1.013919067E3
9.169910167E0,1.013915863E3
1.024199217E1,1.013913116E3
1.131407317E1,1.013909912E3
1.238616117E1,1.013907471E3
1.345823317E1,1.013907471E3
1.453031217E1,1.013908234E3
1.560242517E1,1.013909073E3
1.667455017E1,1.013909760E3
1.774666117E1,1.013911057E3
1.881873717E1,1.013912125E3
1.989082917E1,1.013912125E3
2.096294217E1,1.013911591E3
2.203508517E1,1.013910370E3
2.310722817E1,1.013909531E3
2.417933817E1,1.013907623E3
2.525153117E1,1.013904877E3
2.632366617E1,1.013902206E3
2.739580917E1,1.013900299E3
2.846797617E1,1.013897934E3
2.954016717E1,1.013896866E3
3.061233517E1,1.013896255E3
3.168446617E1,1.013895874E3
3.275668517E1,1.013895874E3
3.382886217E1,1.013896866E3
3.490094017E1,1.013897705E3
3.597310617E1,1.013899689E3
3.704526917E1,1.013900757E3
3.811740517E1,1.013901901E3
3.918954217E1,1.013901901E3
4.026170117E1,1.013901749E3
4.133383717E1,1.013899231E3
4.240595717E1,1.013896637E3
4.347811817E1,1.013894806E3
4.455026417E1,1.013892288E3
4.562242317E1,1.013890533E3
4.669460017E1,1.013890533E3
4.776673317E1,1.013890533E3
4.883893117E1,1.013891449E3
4.991105617E1,1.013893280E3
5.098317617E1,1.013895187E3
5.205530117E1,1.013896942E3
5.312746217E1,1.013898773E3
5.419957717E1,1.013898773E3
5.527169317E1,1.013898773E3
5.634377717E1,1.013896637E3
5.741586617E1,1.013894577E3
5.848799417E1,1.013892288E3
5.956013617E1,1.013890533E3
6.063228917E1,1.013889542E3
6.170445217E1,1.013889542E3
6.277656717E1,1.013889694E3
6.384868317E1,1.013889999E3
6.492076817E1,1.013890610E3
6.599289117E1,1.013890610E3
6.706500517E1,1.013890381E3
6.813709717E1,1.013889694E3
6.920916017E1,1.013888474E3
7.028129317E1,1.013887024E3
7.135346117E1,1.013885574E3
7.242560017E1,1.013884277E3
7.349773817E1,1.013884277E3
7.456995317E1,1.013884659E3
7.564210617E1,1.013884888E3
7.671424617E1,1.013885574E3
7.778636717E1,1.013886185E3
7.885847117E1,1.013886948E3
7.993052917E1,1.013887787E3
8.100263717E1,1.013888397E3
8.207478317E1,1.013888397E3
8.314688717E1,1.013888245E3
8.421901417E1,1.013887787E3
8.529114617E1,1.013887253E3
8.636329617E1,1.013887024E3
8.743542917E1,1.013886795E3
8.850760617E1,1.013886795E3
8.957977317E1,1.013888474E3
9.065190617E1,1.013889389E3
9.172405317E1,1.013889923E3
9.279620817E1,1.013892288E3
9.386838617E1,1.013893738E3
9.494053717E1,1.013895416E3
9.601268117E1,1.013896866E3
9.708481717E1,1.013899155E3
9.815694117E1,1.013899460E3
9.922910217E1,1.013900299E3
1.003012712E2,1.013900757E3
1.013734202E2,1.013901520E3
1.024455442E2,1.013901520E3
1.035176872E2,1.013901596E3
1.045898322E2,1.013901596E3
1.056620082E2,1.013901596E3
1.067341792E2,1.013901901E3
1.078063852E2,1.013902206E3
1.088785882E2,1.013902435E3
1.099507982E2,1.013903427E3
1.110229512E2,1.013903885E3
1.120950882E2,1.013904037E3
1.131673002E2,1.013904266E3
1.142394922E2,1.013904953E3
1.153117022E2,1.013905106E3
1.163838302E2,1.013905106E3
1.174560682E2,1.013904953E3
1.185282612E2,1.013903580E3
1.196004192E2,1.013903046E3
1.206725622E2,1.013903046E3
1.217447042E2,1.013903198E3
1.228168682E2,1.013903198E3
1.238890492E2,1.013903046E3
1.249612682E2,1.013902740E3
1.260334292E2,1.013902130E3
1.271055822E2,1.013901062E3
1.281777972E2,1.013901062E3
1.292499762E2,1.013900909E3
1.303221562E2,1.013901291E3
1.313943222E2,1.013901291E3
1.324664272E2,1.013902206E3
1.335384962E2,1.013903198E3
1.346105952E2,1.013904572E3
1.356827492E2,1.013906174E3
1.367549252E2,1.013907394E3
1.378270582E2,1.013907471E3
1.388992332E2,1.013907700E3
1.399714182E2,1.013907928E3
1.410436172E2,1.013908005E3
1.421157862E2,1.013908081E3
1.431879212E2,1.013908920E3
1.442600432E2,1.013909683E3
1.453322442E2,1.013910751E3
1.464045012E2,1.013912125E3
1.474767692E2,1.013913269E3
1.485489652E2,1.013914108E3
1.496211452E2,1.013915787E3
1.506933492E2,1.013917084E3
