"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.251708324E-3,1.681590882E-1,4.235902090E-1,-8.379352391E-2
1.525870833E-2,2.491528191E-1,5.325138232E-1,-2.820954108E-1
2.526470833E-2,2.826783782E-1,6.661126875E-1,-4.923256177E-1
3.527070832E-2,3.906011319E-1,9.695053388E-1,-7.130492377E-1
4.527670832E-2,3.645554407E-1,1.314233785E0,-1.002285268E0
5.528270832E-2,4.567283535E-1,1.309026108E0,-1.224631491E0
6.528870831E-2,7.792201307E-1,1.261972102E0,-1.109967592E0
7.529570832E-2,9.910986677E-1,8.169361335E-1,2.884074801E-1
8.530170831E-2,6.229320963E-1,3.977021367E-1,8.138534814E-1
9.530770834E-2,2.164884452E-1,-4.224083405E-3,8.213952202E-1
1.053137083E-1,-5.657181144E-4,-3.978595365E-1,8.203643560E-1
1.153197083E-1,-1.561105715E-1,-5.315802787E-1,6.946790403E-1
1.253257083E-1,-1.091847655E-1,-5.086958481E-1,6.043079835E-1
1.353327083E-1,3.230586648E-4,-3.941140660E-1,4.250832224E-1
1.453387083E-1,1.572423366E-1,-1.826124734E-1,1.437128663E-1
1.553447083E-1,2.766633475E-1,2.991886860E-2,-1.971225035E-1
1.653507083E-1,2.277100195E-1,1.346955827E-1,-4.468050438E-1
1.753567083E-1,1.923839930E-1,1.283522856E-1,-5.123540854E-1
1.853637083E-1,1.915522997E-1,9.483754383E-2,-4.798108220E-1
1.953697083E-1,2.575078325E-1,1.850430148E-1,-4.451450193E-1
2.053757083E-1,3.068487212E-1,2.918296910E-1,-4.503940648E-1
2.153817083E-1,4.613017898E-1,4.832412007E-1,-3.925996006E-1
2.253877083E-1,7.483547258E-1,7.921510289E-1,-2.183999366E-1
2.353937083E-1,1.074634037E0,1.008493476E0,3.848461926E-2
2.454007083E-1,1.200602870E0,1.153083060E0,1.881932205E-1
2.554067083E-1,1.094529700E0,1.174142830E0,1.237838012E-1
2.654127083E-1,8.829851121E-1,1.110228816E0,-2.759008706E-2
2.754187083E-1,6.152619381E-1,9.910345676E-1,-9.206382573E-2
2.854247083E-1,2.229397331E-1,8.281706813E-1,-1.655796987E-1
2.954317083E-1,-1.292843866E-1,7.392069031E-1,-2.705073988E-1
3.054377083E-1,-2.962916464E-1,7.941657601E-1,-4.047208786E-1
3.154437083E-1,-2.225053032E-1,1.104680247E0,-7.063647008E-1
3.254497083E-1,-8.369159963E-2,1.404076838E0,-8.603973180E-1
3.354557083E-1,1.267091632E-2,1.546733551E0,-9.137958455E-1
3.454617083E-1,5.443505611E-2,1.570260116E0,-7.180082613E-1
3.554687083E-1,-8.146417592E-2,1.436400392E0,-5.467561787E-1
3.654747083E-1,-2.696665327E-1,1.248975935E0,-3.575712705E-1
3.754807083E-1,-3.964002542E-1,9.845300518E-1,1.193592131E-2
3.854867083E-1,-4.226452624E-1,7.657205178E-1,5.741638327E-1
3.954927083E-1,-3.305308582E-1,7.254727437E-1,1.031858146E0
4.054997083E-1,-1.826742895E-1,8.625648808E-1,1.162095519E0
4.155057083E-1,-1.820502819E-1,1.057587284E0,9.738011420E-1
4.255117083E-1,-2.818598046E-1,1.206028866E0,4.749430150E-1
4.355177083E-1,-4.637248394E-1,1.382073181E0,-8.702528000E-2
4.455237083E-1,-6.557707903E-1,1.504157781E0,-6.583865422E-1
4.555297083E-1,-8.361326887E-1,1.609960225E0,-1.018770908E0
4.655367083E-1,-9.710247378E-1,1.699741736E0,-1.250835788E0
