"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.820010185E-3,4.290020435E1,1.304217592E2,5.169494583E1,NaN,NaN,4.371713038E1,3.000000000E1
4.226803780E-2,4.290020409E1,1.304217592E2,5.169518997E1,NaN,NaN,6.465813893E1,3.000321267E1
6.081969738E-1,4.290020142E1,1.304216782E2,5.152235585E1,NaN,NaN,2.802493327E1,3.000000000E1
6.728649020E0,4.290013662E1,1.304216265E2,5.173279766E1,NaN,NaN,2.141099610E1,3.000000000E1
1.272719800E1,4.290014446E1,1.304216280E2,5.171222592E1,NaN,NaN,1.889151051E1,3.000000000E1
1.873030102E1,4.290015867E1,1.304216099E2,5.166834774E1,NaN,NaN,1.507223853E1,3.000000000E1
2.500869501E1,4.290014843E1,1.304216039E2,5.189471652E1,NaN,NaN,1.305164628E1,3.000000000E1
3.073039699E1,4.290016095E1,1.304216291E2,5.192213281E1,NaN,NaN,2.150286541E1,3.000000000E1
3.674004304E1,4.290015438E1,1.304215880E2,5.196929979E1,NaN,NaN,1.872583708E1,3.000000000E1
4.290719604E1,4.290015580E1,1.304216133E2,5.203055034E1,NaN,NaN,2.034420142E1,3.000000000E1
4.872342896E1,4.290013020E1,1.304216329E2,5.190643090E1,NaN,NaN,1.961548422E1,3.000000000E1
5.472239006E1,4.290002623E1,1.304216649E2,5.193820704E1,NaN,NaN,2.571419782E1,3.000000000E1
6.089127004E1,4.290001586E1,1.304217103E2,5.184173855E1,NaN,NaN,2.368035780E1,3.000000000E1
6.671984506E1,4.290000043E1,1.304217267E2,5.189791386E1,NaN,NaN,2.715535271E1,3.000000000E1
7.271980500E1,4.290003878E1,1.304217356E2,5.193424102E1,NaN,NaN,2.399282487E1,3.000000000E1
7.872266495E1,4.290012231E1,1.304217281E2,5.166317720E1,NaN,NaN,2.451402682E1,3.000000000E1
8.472942698E1,4.290016629E1,1.304217376E2,5.163629242E1,NaN,NaN,2.463528652E1,3.000000000E1
9.070879495E1,4.290016373E1,1.304217288E2,5.160105167E1,NaN,NaN,2.771024795E1,3.000000000E1
9.673226404E1,4.290017699E1,1.304217387E2,5.160363660E1,NaN,NaN,2.497172730E1,3.000000000E1
1.027252400E2,4.290020360E1,1.304217301E2,5.167393863E1,NaN,NaN,2.743673173E1,3.000000000E1
1.087246460E2,4.290022096E1,1.304217373E2,5.182123261E1,NaN,NaN,2.904174713E1,3.000000000E1
1.088022130E2,4.290022040E1,1.304217376E2,5.182290345E1,NaN,NaN,2.903894462E1,3.000000001E1
1.088045820E2,4.290022040E1,1.304217376E2,5.182290345E1,NaN,NaN,2.903894556E1,3.000000001E1
1.139164370E2,4.290022111E1,1.304217372E2,5.182136422E1,NaN,NaN,3.445867750E1,3.000039553E1
1.139179460E2,4.290022111E1,1.304217372E2,5.182136422E1,NaN,NaN,3.445867871E1,3.000039553E1
1.147252240E2,4.290024316E1,1.304217441E2,5.185848534E1,NaN,NaN,2.529619562E1,3.000000000E1
1.207196270E2,4.290023681E1,1.304217393E2,5.194063229E1,NaN,NaN,2.098607221E1,3.000000000E1
1.267268960E2,4.290026610E1,1.304217438E2,5.171990542E1,NaN,NaN,1.850309504E1,3.000000000E1
1.327266340E2,4.290023692E1,1.304217541E2,5.173199531E1,NaN,NaN,1.804708023E1,3.000000000E1
1.387262660E2,4.290022176E1,1.304217591E2,5.169680038E1,NaN,NaN,1.940524533E1,3.000000000E1
1.447207170E2,4.290024649E1,1.304217638E2,5.167074520E1,NaN,NaN,2.246060535E1,3.000000000E1
1.472384710E2,4.290024614E1,1.304217640E2,5.167238170E1,NaN,NaN,2.256667080E1,3.000000074E1
1.472412400E2,4.290024614E1,1.304217640E2,5.167238170E1,NaN,NaN,2.256667080E1,3.000000074E1
1.507224751E2,4.290022572E1,1.304217648E2,5.166655402E1,NaN,NaN,2.078524254E1,3.000000000E1
1.530858030E2,4.290022608E1,1.304217646E2,5.166660743E1,NaN,NaN,2.462574703E1,3.000019900E1
1.530911390E2,4.290022608E1,1.304217646E2,5.166660743E1,NaN,NaN,2.462576767E1,3.000019900E1
1.568900760E2,4.290018784E1,1.304217437E2,5.186777155E1,NaN,NaN,2.341920170E1,3.000000000E1
1.627302160E2,4.290015688E1,1.304217168E2,5.196148426E1,NaN,NaN,2.581669880E1,3.000000000E1
1.687304020E2,4.290016686E1,1.304216181E2,5.201004467E1,NaN,NaN,2.013067684E1,3.000000000E1
1.735575310E2,4.290016704E1,1.304216176E2,5.200824985E1,NaN,NaN,2.832636860E1,3.000049302E1
1.735585990E2,4.290016704E1,1.304216176E2,5.200824985E1,NaN,NaN,2.832636938E1,3.000049302E1
1.747260140E2,4.290015191E1,1.304214675E2,5.162481414E1,NaN,NaN,2.107377849E1,3.000000000E1
1.807470800E2,4.290017525E1,1.304214310E2,5.153039371E1,NaN,NaN,1.926262707E1,3.000000000E1
1.862848984E2,4.290018074E1,1.304214644E2,5.240731581E1,3.378886461E0,NaN,2.195296047E1,6.221593475E1
1.872848852E2,4.290019180E1,1.304214475E2,5.131957244E1,NaN,NaN,1.737011850E1,3.000000000E0
1.882848710E2,4.290019843E1,1.304214532E2,5.131957244E1,NaN,NaN,1.694842094E1,3.885887384E0
1.892848579E2,4.290020414E1,1.304214561E2,5.131957244E1,NaN,NaN,1.681639298E1,4.491834164E0
1.902848442E2,4.290021409E1,1.304214560E2,5.138578263E1,NaN,NaN,1.770962341E1,5.243907928E0
1.912848302E2,4.290022539E1,1.304214582E2,5.138578263E1,NaN,NaN,1.799218764E1,6.066872597E0
1.922879703E2,4.290020432E1,1.304214749E2,5.146903561E1,NaN,NaN,1.612690821E1,6.876149178E0
1.932879810E2,4.290022186E1,1.304214762E2,5.146903561E1,NaN,NaN,1.635665944E1,7.687354088E0
1.942879677E2,4.290023520E1,1.304214772E2,5.146903561E1,NaN,NaN,1.622909335E1,8.474988937E0
1.952879778E2,4.290024626E1,1.304214780E2,5.146903561E1,NaN,NaN,1.665742610E1,9.235368729E0
1.962879896E2,4.290025555E1,1.304214787E2,5.146903561E1,NaN,NaN,1.710776705E1,9.967426300E0
1.972879758E2,4.290026320E1,1.304214793E2,5.146903561E1,NaN,NaN,1.730342252E1,1.067145729E1
2.012879940E2,4.290024776E1,1.304214714E2,5.067317997E1,5.741615772E0,NaN,1.477359191E1,1.315151310E1
2.032879919E2,4.290023774E1,1.304214751E2,5.309286137E1,6.184671879E0,3.547886303E2,1.439233828E1,6.053013611E1
2.042880021E2,4.290023579E1,1.304214764E2,5.309286441E1,6.184671879E0,3.547886256E2,1.251218117E1,6.053013611E1
2.052880135E2,4.290022404E1,1.304214388E2,5.159591807E1,6.184671879E0,3.535775774E2,1.186071815E1,3.000000000E0
2.062879994E2,4.290022309E1,1.304214353E2,5.124167478E1,6.060968399E0,3.524702389E2,1.185946621E1,3.000000000E0
2.072879862E2,4.290022443E1,1.304214338E2,5.116448672E1,6.060968399E0,3.515700192E2,1.193012206E1,3.000000000E0
2.082879727E2,4.290023954E1,1.304213980E2,5.117134400E1,6.060968399E0,3.505979732E2,1.108793282E1,3.000000000E0
2.092879593E2,4.290025639E1,1.304213704E2,5.124994858E1,6.018976212E0,3.505979732E2,1.042431779E1,3.000000000E0
2.102879452E2,4.290026820E1,1.304213578E2,5.148060795E1,6.018976212E0,3.524607860E2,9.216764659E0,3.000000000E0
2.112879320E2,4.290026629E1,1.304213536E2,5.165516058E1,5.279105663E0,3.533678366E2,9.085049022E0,3.000000000E0
2.122879177E2,4.290028509E1,1.304213338E2,5.173692430E1,5.279105663E0,3.533678366E2,8.649173193E0,3.000000000E0
2.132879047E2,4.290034669E1,1.304213092E2,5.196938261E1,4.853606224E0,3.533678370E2,8.725131691E0,3.000000000E0
2.142878910E2,4.290040203E1,1.304212879E2,5.193426381E1,4.320122242E0,3.533678375E2,8.825804059E0,3.000000000E0
2.152878777E2,4.290044926E1,1.304212700E2,5.223302868E1,4.320122242E0,3.533678375E2,8.974105312E0,3.000000000E0
2.162878640E2,4.290045476E1,1.304212788E2,5.236905056E1,4.091634750E0,3.533678378E2,8.427652134E0,3.000000000E0
2.172878494E2,4.290047644E1,1.304212737E2,5.236208691E1,4.091634750E0,3.533678378E2,8.383194235E0,3.000000000E0
2.182878358E2,4.290050768E1,1.304212610E2,5.200438842E1,3.426840782E0,3.533678384E2,8.090243978E0,3.000000000E0
2.192878221E2,4.290053423E1,1.304212513E2,5.190303312E1,3.426840782E0,3.533678384E2,7.877090428E0,3.000000000E0
2.202878093E2,4.290056168E1,1.304212430E2,5.192101346E1,3.430528402E0,3.533678384E2,7.774397692E0,3.000000000E0
2.212877954E2,4.290055923E1,1.304212644E2,5.199018569E1,3.429338217E0,3.533678384E2,7.431558455E0,3.000000000E0
2.222877817E2,4.290058928E1,1.304212566E2,5.208142461E1,3.429338217E0,3.533678384E2,7.489816379E0,3.000000000E0
2.232877685E2,4.290061943E1,1.304212496E2,5.218204805E1,3.428505659E0,3.533678384E2,7.596259395E0,3.000000000E0
2.242877549E2,4.290064965E1,1.304212431E2,5.219734376E1,3.428118229E0,3.533678384E2,7.744628542E0,3.000000000E0
2.253075135E2,4.290068053E1,1.304212368E2,5.213836212E1,3.428104639E0,3.533678383E2,7.940969132E0,3.000000000E0
