"Time (s)","X (hPa)"
-5.494826667E-1,1.004282150E3
4.559673333E-1,1.004283447E3
1.461490333E0,1.004284744E3
2.466990333E0,1.004287186E3
3.472442333E0,1.004287872E3
3.823926333E0,1.004288330E3
4.896483333E0,1.004288330E3
5.969001333E0,1.004288330E3
7.041560333E0,1.004286652E3
8.114126333E0,1.004285965E3
9.186672333E0,1.004284744E3
1.025923233E1,1.004283905E3
1.133178133E1,1.004283676E3
1.240430533E1,1.004283676E3
1.347680933E1,1.004284744E3
1.454933233E1,1.004286804E3
1.562184333E1,1.004288025E3
1.669440133E1,1.004289551E3
1.776697033E1,1.004290161E3
1.883953533E1,1.004290390E3
1.991208033E1,1.004290390E3
2.098464833E1,1.004290390E3
2.205716133E1,1.004290543E3
2.312971433E1,1.004290543E3
2.420223333E1,1.004291077E3
2.527476833E1,1.004292068E3
2.634726533E1,1.004292068E3
2.741966533E1,1.004291840E3
2.849211033E1,1.004291077E3
2.956456033E1,1.004289932E3
3.063699333E1,1.004289093E3
3.170946933E1,1.004287872E3
3.278193633E1,1.004287872E3
3.385442533E1,1.004288483E3
3.492687333E1,1.004289703E3
3.599935433E1,1.004290848E3
3.707183333E1,1.004292526E3
3.814428333E1,1.004294128E3
3.921677333E1,1.004295807E3
4.028924333E1,1.004297180E3
4.136173433E1,1.004298172E3
4.243424233E1,1.004298401E3
4.350672633E1,1.004298401E3
4.457921733E1,1.004297104E3
4.565174833E1,1.004296646E3
4.672423133E1,1.004296417E3
4.779671233E1,1.004296646E3
4.886924533E1,1.004296722E3
4.994176233E1,1.004297943E3
5.101420233E1,1.004299698E3
5.208670433E1,1.004301682E3
5.315917333E1,1.004303055E3
5.423159433E1,1.004304886E3
5.530402833E1,1.004305954E3
5.637649433E1,1.004305954E3
5.744896033E1,1.004305954E3
5.852145933E1,1.004305954E3
5.959397033E1,1.004305725E3
6.066648233E1,1.004305496E3
6.173902433E1,1.004304657E3
6.281154033E1,1.004302979E3
