"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.281666664E-3,-6.113304943E-2,1.981734857E-2,-2.580433339E-2
1.128866667E-2,-4.800985754E-2,1.737979427E-2,-2.403790317E-2
2.129466667E-2,-3.632630408E-2,3.192544729E-2,-4.442759603E-2
3.130166667E-2,-3.761044517E-2,6.123592332E-2,-6.027431041E-2
4.130866667E-2,-6.173308939E-2,8.794955909E-2,-6.881054491E-2
5.131566666E-2,-8.786389232E-2,1.089572161E-1,-6.293053180E-2
6.132266667E-2,-7.821339369E-2,1.380280107E-1,-8.175002784E-2
7.132966667E-2,-5.650321394E-2,1.520257592E-1,-9.597095102E-2
8.133666667E-2,-4.402230680E-2,1.575009525E-1,-7.171115279E-2
9.134366667E-2,-4.391618818E-2,1.248757988E-1,-2.626299113E-2
1.013506667E-1,-2.721603774E-2,7.669015974E-2,1.391904987E-2
1.113576667E-1,2.629397251E-2,2.403714135E-2,3.864135593E-2
1.213646667E-1,1.092138886E-1,1.908136532E-3,4.126510397E-2
1.313706667E-1,1.827868968E-1,-2.968360204E-3,3.804480284E-2
1.413776667E-1,2.272704840E-1,-9.687781334E-3,3.987625614E-2
1.513846667E-1,2.546975613E-1,-1.788472384E-2,5.369167030E-2
1.613916667E-1,2.599671781E-1,-2.421372756E-2,7.971155643E-2
1.713986667E-1,2.417567372E-1,-4.351364076E-2,9.747003019E-2
1.814056667E-1,2.103053331E-1,-6.005267054E-2,1.063988134E-1
1.914126667E-1,1.716235876E-1,-8.220364898E-2,1.119405851E-1
2.014196667E-1,1.282457560E-1,-1.057827473E-1,1.194304600E-1
2.114266667E-1,8.845537901E-2,-1.256522238E-1,1.297706217E-1
2.214336667E-1,3.770991415E-2,-1.498608887E-1,1.390985996E-1
2.314396667E-1,-8.146968670E-3,-1.649706960E-1,1.426316500E-1
2.414466667E-1,-2.355335467E-2,-1.494777650E-1,1.382781714E-1
2.514536667E-1,-2.193997055E-2,-1.069239452E-1,1.296603531E-1
2.614606667E-1,-1.595877856E-2,-2.724323608E-2,1.453644931E-1
2.714676667E-1,-1.120010763E-2,7.047493011E-2,1.853284240E-1
2.814746667E-1,-2.085992508E-2,1.659226269E-1,2.291667163E-1
2.914816667E-1,-4.185211658E-2,2.511007190E-1,2.683555782E-1
3.014886667E-1,-5.949129909E-2,2.875919044E-1,3.016325831E-1
3.114956667E-1,-8.613768965E-2,2.628360689E-1,3.108220994E-1
3.215026667E-1,-1.130366772E-1,1.912958473E-1,3.006352186E-1
3.315096667E-1,-1.256975681E-1,8.781893551E-2,2.764848173E-1
3.415156667E-1,-1.211528778E-1,2.859041793E-3,2.373147458E-1
3.515226667E-1,-1.160879582E-1,-7.216688991E-2,1.906678528E-1
3.615296667E-1,-1.147577092E-1,-1.127835512E-1,1.451765299E-1
3.715366667E-1,-1.255354285E-1,-1.318268180E-1,1.102112234E-1
3.815436667E-1,-1.586158872E-1,-1.626925915E-1,6.595215201E-2
3.915506667E-1,-2.106468081E-1,-1.943712085E-1,9.611822665E-3
4.015576667E-1,-2.597845197E-1,-2.305936664E-1,-3.498253971E-2
4.115646667E-1,-2.879801095E-1,-2.727673054E-1,-7.190877944E-2
4.215716667E-1,-2.902645767E-1,-3.078896105E-1,-1.141406521E-1
4.315786667E-1,-2.727343738E-1,-3.267330229E-1,-1.619083732E-1
4.415846667E-1,-2.481579334E-1,-3.114965260E-1,-2.032933533E-1
4.515916667E-1,-2.242699564E-1,-2.748340666E-1,-2.353372276E-1
4.615986667E-1,-1.900536567E-1,-1.939962208E-1,-2.728438377E-1
4.716056667E-1,-1.628784537E-1,-6.740212440E-2,-2.948352695E-1
4.816126667E-1,-1.565297395E-1,6.020856276E-2,-2.989884615E-1
4.916196667E-1,-1.676655263E-1,1.687292457E-1,-2.795251906E-1
5.016266667E-1,-1.862344146E-1,2.308512032E-1,-2.494200319E-1
5.116336667E-1,-1.948081106E-1,2.292534560E-1,-2.256674916E-1
5.216406667E-1,-1.659327894E-1,1.634246409E-1,-2.226554602E-1
5.316476667E-1,-9.405970573E-2,7.615745068E-2,-2.225461602E-1
5.416546667E-1,-4.277091473E-3,-1.957093924E-2,-2.299510837E-1
5.516606667E-1,7.479020953E-2,-1.001554504E-1,-2.367241234E-1
5.616676667E-1,1.231715903E-1,-1.452222466E-1,-2.407944947E-1
5.716746667E-1,1.341018230E-1,-1.534350067E-1,-2.410958558E-1
5.816816667E-1,1.072153598E-1,-1.522237957E-1,-2.449851334E-1
5.916886667E-1,6.846790761E-2,-1.499139816E-1,-2.518461645E-1
6.016956667E-1,4.122883081E-2,-1.359132081E-1,-2.603957057E-1
6.117026667E-1,2.910341695E-2,-1.202167571E-1,-2.781437039E-1
6.217096667E-1,3.532109782E-2,-1.109199300E-1,-2.912999988E-1
6.317166667E-1,3.270059451E-2,-9.269570559E-2,-3.039575517E-1
