"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.647209167E-2,4.290007211E1,1.304216773E2,5.091558388E1,NaN,NaN,3.489522797E1,3.000000000E1
3.034210205E-2,4.290006998E1,1.304216801E2,5.091558388E1,NaN,NaN,3.462055635E1,3.000000000E1
2.522973061E0,4.290009797E1,1.304216638E2,5.118339408E1,NaN,NaN,3.498388447E1,3.000000000E1
8.746914029E0,4.289992411E1,1.304216898E2,5.115495691E1,NaN,NaN,3.484241674E1,3.000000000E1
1.474461710E1,4.290009677E1,1.304215264E2,5.136489337E1,NaN,NaN,2.890216600E1,3.000000000E1
2.074227202E1,4.289994136E1,1.304216277E2,5.146842585E1,NaN,NaN,3.482923305E1,3.000000000E1
2.674571800E1,4.290005143E1,1.304216459E2,5.132855812E1,NaN,NaN,2.890304017E1,3.000000000E1
3.274827909E1,4.290002097E1,1.304216434E2,5.169201223E1,NaN,NaN,3.050097849E1,3.000000000E1
3.874555504E1,4.290019156E1,1.304216353E2,5.200742448E1,NaN,NaN,3.745735288E1,3.000000000E1
4.473818302E1,4.290019156E1,1.304216353E2,5.194975903E1,NaN,NaN,3.745735288E1,3.000000000E1
5.073644602E1,4.290019156E1,1.304216353E2,5.195440177E1,NaN,NaN,3.745735288E1,3.000000000E1
5.690527201E1,4.289998621E1,1.304217358E2,5.193758859E1,NaN,NaN,3.483963104E1,3.000000000E1
6.274028301E1,4.289997784E1,1.304217783E2,5.196401714E1,NaN,NaN,3.482049845E1,3.000000000E1
6.874226701E1,4.290006768E1,1.304217656E2,5.161276349E1,NaN,NaN,3.483001053E1,3.000000000E1
7.491029406E1,4.290016022E1,1.304217397E2,5.160155892E1,NaN,NaN,3.483850370E1,3.000000000E1
8.074086905E1,4.290009654E1,1.304217462E2,5.163121718E1,NaN,NaN,3.482000046E1,3.000000000E1
8.673592210E1,4.290010164E1,1.304217414E2,5.161171961E1,NaN,NaN,3.482969861E1,3.000000000E1
9.274840510E1,4.290012572E1,1.304217764E2,5.166504749E1,NaN,NaN,3.483025230E1,3.000000000E1
9.873669505E1,4.290004823E1,1.304217178E2,5.174034192E1,NaN,NaN,3.482921291E1,3.000000000E1
1.047330720E2,4.290002356E1,1.304217526E2,5.186737243E1,NaN,NaN,3.482956819E1,3.000000000E1
1.107361281E2,4.290019156E1,1.304216353E2,5.199378149E1,NaN,NaN,3.745735288E1,3.000000000E1
1.167423861E2,4.290004033E1,1.304216480E2,5.159251815E1,NaN,NaN,2.959377159E1,3.000000000E1
