"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767874264565660E9,"2026-01-08 20:11:04.566 UTC+08:00"
"PAUSE",1.542340841666664E2,1.767874418796925E9,"2026-01-08 20:13:38.797 UTC+08:00"
