"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767949817990503E9,"2026-01-09 17:10:17.991 UTC+08:00"
"PAUSE",1.691590029583313E2,1.767949987146859E9,"2026-01-09 17:13:07.147 UTC+08:00"
