"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.744980837009262E9,"2025-04-18 20:53:57.009 UTC+08:00"
"PAUSE",2.134835067916720E2,1.744981050489862E9,"2025-04-18 20:57:30.490 UTC+08:00"
