"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767882946768797E9,"2026-01-08 22:35:46.769 UTC+08:00"
"PAUSE",1.633193741666692E2,1.767883110085489E9,"2026-01-08 22:38:30.085 UTC+08:00"
