"Time (s)","X (hPa)"
-5.566048333E-1,1.004173431E3
4.489591666E-1,1.004174652E3
1.454502167E0,1.004175949E3
2.460055167E0,1.004177856E3
3.465635167E0,1.004179382E3
3.816987167E0,1.004179382E3
4.889515167E0,1.004179382E3
5.962073167E0,1.004178162E3
7.034579167E0,1.004176941E3
8.107080167E0,1.004175186E3
9.179571167E0,1.004173737E3
1.025210117E1,1.004173737E3
1.132464517E1,1.004174118E3
1.239721717E1,1.004175262E3
1.346980217E1,1.004176941E3
1.454232517E1,1.004178619E3
1.561483617E1,1.004180450E3
1.668736817E1,1.004182129E3
1.775987417E1,1.004183197E3
1.883242017E1,1.004184647E3
1.990496517E1,1.004185791E3
2.097744917E1,1.004186020E3
2.204996217E1,1.004186554E3
2.312253917E1,1.004186554E3
2.419508017E1,1.004185486E3
2.526759617E1,1.004184265E3
2.634011217E1,1.004183655E3
2.741263617E1,1.004182434E3
2.848520717E1,1.004182205E3
2.955780717E1,1.004182205E3
3.063035817E1,1.004182205E3
3.170287117E1,1.004183197E3
3.277544217E1,1.004184036E3
3.384802217E1,1.004185486E3
3.492058217E1,1.004188004E3
3.599313417E1,1.004189758E3
3.706571717E1,1.004191437E3
3.813827517E1,1.004192963E3
3.921083817E1,1.004193802E3
4.028338217E1,1.004193954E3
4.135590217E1,1.004193954E3
4.242842417E1,1.004192963E3
4.350091917E1,1.004192047E3
4.457342217E1,1.004191284E3
4.564596017E1,1.004190369E3
4.671846917E1,1.004189987E3
4.779097417E1,1.004189987E3
4.886345917E1,1.004190598E3
4.993597017E1,1.004191132E3
5.100848517E1,1.004192505E3
5.208100417E1,1.004194412E3
5.315347017E1,1.004196091E3
5.422600117E1,1.004197388E3
5.529853117E1,1.004199066E3
5.637103717E1,1.004199677E3
5.744354017E1,1.004199829E3
5.851609117E1,1.004200516E3
5.958861917E1,1.004201126E3
6.066113017E1,1.004201126E3
6.173361917E1,1.004200745E3
6.280607717E1,1.004199829E3
6.387852717E1,1.004198608E3
6.495100317E1,1.004197540E3
6.602347417E1,1.004197540E3
6.709598317E1,1.004197769E3
6.816849217E1,1.004198227E3
6.924099617E1,1.004198837E3
7.031354117E1,1.004199600E3
7.138609417E1,1.004201584E3
7.245861617E1,1.004203644E3
7.353115017E1,1.004205322E3
7.460372117E1,1.004207001E3
7.567626017E1,1.004208450E3
7.674879617E1,1.004208450E3
7.782135217E1,1.004208450E3
7.889390917E1,1.004208679E3
7.996649217E1,1.004209595E3
8.103903017E1,1.004209747E3
8.211158917E1,1.004209747E3
8.318408417E1,1.004209061E3
8.425657617E1,1.004208069E3
8.532906717E1,1.004205933E3
8.640160817E1,1.004204865E3
8.747411717E1,1.004204025E3
8.854663517E1,1.004203644E3
8.961917217E1,1.004203644E3
9.069168417E1,1.004204025E3
9.176423017E1,1.004205704E3
9.283675117E1,1.004208679E3
9.390931217E1,1.004210815E3
9.498188317E1,1.004212875E3
9.605444317E1,1.004213333E3
9.712695917E1,1.004213333E3
9.819947817E1,1.004212646E3
9.927197117E1,1.004212341E3
