"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.056145830E-2,-2.598045468E-1,3.526666462E-1,1.190809757E-1
2.059045830E-2,-2.881469727E-1,4.413504303E-1,1.356327832E-1
3.062045830E-2,-2.730019689E-1,4.396630228E-1,1.409869492E-1
4.064945830E-2,-2.805110216E-1,4.157694280E-1,1.164701581E-1
5.067845830E-2,-2.980089784E-1,4.207955003E-1,1.205311492E-1
6.070845830E-2,-3.198088109E-1,3.937372565E-1,1.228126809E-1
7.073745830E-2,-2.788478136E-1,3.315433860E-1,1.421448141E-1
8.076645830E-2,-2.209285945E-1,2.480452806E-1,1.360112876E-1
9.079645830E-2,-1.283694357E-1,1.561220139E-1,1.064782217E-1
1.008254583E-1,-5.120247975E-2,8.970490843E-2,6.536088139E-2
1.108544583E-1,-5.011404864E-4,6.112999097E-2,4.362357408E-2
1.208844583E-1,2.827011980E-3,3.957489878E-2,3.032987379E-2
1.309134583E-1,-2.533756942E-2,4.586657137E-2,2.495062910E-2
1.409424583E-1,-6.495342404E-2,8.503074944E-2,2.414795198E-2
1.509724583E-1,-9.397102892E-2,1.137693822E-1,1.593749039E-2
1.610014583E-1,-9.754898399E-2,1.255299002E-1,8.231900632E-3
1.710304583E-1,-8.022233099E-2,1.134919301E-1,3.066302277E-3
1.810604583E-1,-4.383502156E-2,8.032545447E-2,-2.053092234E-3
1.910894583E-1,-1.351520047E-2,3.949360177E-2,-1.776068285E-2
2.011194583E-1,1.517130621E-2,2.623265609E-2,-4.369667545E-2
2.111484583E-1,3.408479691E-2,2.341394126E-2,-5.789373443E-2
2.211774583E-1,3.466669843E-2,2.589733899E-2,-6.115637347E-2
2.312074583E-1,2.574757859E-2,2.594065107E-2,-4.854609817E-2
2.412364583E-1,9.673003107E-3,2.960010245E-2,-3.689982742E-2
2.512654583E-1,-5.600407720E-3,3.378332406E-2,-3.510011360E-2
2.612954583E-1,-1.529884152E-2,3.876370192E-2,-5.063486472E-2
2.713244583E-1,-1.025615633E-2,3.977088630E-2,-7.957997173E-2
2.813534583E-1,1.080199145E-2,3.347171098E-2,-9.929615259E-2
2.913834583E-1,2.488518879E-2,2.947936766E-3,-1.052857339E-1
3.014124583E-1,3.272153810E-2,-1.881222054E-2,-9.391617030E-2
3.114414583E-1,3.053328022E-2,-2.547859587E-2,-7.561020553E-2
3.214714583E-1,1.635114476E-2,-2.401385829E-2,-5.856144801E-2
3.315004583E-1,-4.022839013E-3,-1.327049732E-2,-5.110726133E-2
3.415294583E-1,-2.893085219E-2,-1.348857302E-3,-4.764541984E-2
3.515594583E-1,-5.614288896E-2,1.473004813E-3,-4.804421961E-2
3.615884583E-1,-7.688304782E-2,1.104493812E-2,-4.608839378E-2
3.716174583E-1,-8.729549497E-2,3.293583170E-2,-4.721705616E-2
3.816474583E-1,-8.815596253E-2,5.733464658E-2,-5.252926052E-2
3.916764583E-1,-8.079963177E-2,6.851137429E-2,-5.562424287E-2
4.017054583E-1,-7.321228832E-2,5.533325672E-2,-5.094134063E-2
4.117354583E-1,-6.124519184E-2,2.144150622E-2,-5.423455685E-2
4.217644583E-1,-4.961596429E-2,-2.036106773E-2,-6.235400215E-2
4.317934583E-1,-4.073414952E-2,-4.906296358E-2,-5.835270137E-2
4.418234583E-1,-3.952240944E-2,-6.591092050E-2,-4.697461426E-2
4.518524583E-1,-5.089671910E-2,-4.841606319E-2,-3.240346536E-2
4.618824583E-1,-6.206974760E-2,-1.913220994E-2,-2.536952682E-2
4.719114583E-1,-6.053842977E-2,2.168453764E-3,-2.809048072E-2
4.819404583E-1,-5.106103793E-2,2.666997490E-3,-2.448482625E-2
4.919704583E-1,-3.592522815E-2,-1.778927445E-2,-1.640453003E-2
5.019994583E-1,-2.669205144E-2,-5.896334350E-2,-2.220002003E-3
5.120284583E-1,-1.602922939E-2,-9.911444038E-2,7.984357886E-3
5.220584583E-1,-1.756640710E-2,-1.232895479E-1,6.132129114E-3
5.320874583E-1,-1.600246690E-2,-1.337132156E-1,-2.097972669E-3
5.421164583E-1,-1.530818082E-2,-1.299067587E-1,-7.833888754E-3
5.521464583E-1,-3.052826971E-2,-1.173510402E-1,-2.447424084E-2
5.621754583E-1,-5.690448359E-2,-1.024890095E-1,-4.367670044E-2
5.722044583E-1,-9.313819557E-2,-8.512786031E-2,-6.208840758E-2
5.822344583E-1,-1.195927113E-1,-5.911037698E-2,-8.146237582E-2
5.922634583E-1,-1.209798157E-1,-4.074862972E-2,-9.805825353E-2
6.022924583E-1,-9.817942977E-2,-2.076373622E-2,-9.679591656E-2
6.123224583E-1,-6.644411385E-2,-1.621899940E-2,-8.397704363E-2
6.223514583E-1,-2.404578961E-2,-1.752101816E-2,-6.015772745E-2
6.323804583E-1,1.032813638E-2,-2.873121202E-2,-3.835657984E-2
6.424104583E-1,3.350003436E-2,-3.775160760E-2,-2.260717936E-2
6.524394583E-1,3.246536106E-2,-3.318151459E-2,-2.403773740E-2
6.624684584E-1,3.553286195E-3,-9.937712923E-3,-3.839936852E-2
6.724984583E-1,-3.643556684E-2,2.423417009E-2,-4.612215236E-2
6.825274583E-1,-8.673335612E-2,5.381123722E-2,-3.958888352E-2
6.925574583E-1,-1.293536574E-1,6.791991740E-2,-2.231894992E-2
7.025864583E-1,-1.513380557E-1,7.447688282E-2,6.598697510E-4
7.126154583E-1,-1.413393319E-1,8.633867651E-2,2.805382013E-2
7.226454583E-1,-1.027200297E-1,9.176459908E-2,5.321749672E-2
7.326744583E-1,-4.612686113E-2,7.850980759E-2,8.255707473E-2
7.427034583E-1,-6.150361151E-4,5.952785909E-2,1.058996767E-1
7.527334583E-1,2.880516462E-2,4.109140113E-2,1.175123900E-1
7.627624583E-1,3.813474998E-2,2.800089866E-2,1.123016477E-1
7.727914583E-1,2.116061561E-2,2.536698245E-2,9.567625821E-2
7.828214583E-1,2.560831141E-3,3.092766367E-2,7.894867659E-2
7.928504583E-1,-2.627034113E-2,4.629538581E-2,6.181237474E-2
8.028794584E-1,-5.259382352E-2,7.605620474E-2,4.901082441E-2
8.129097083E-1,-6.639087200E-2,9.891978651E-2,4.767497629E-2
8.229387083E-1,-6.644493341E-2,1.141972765E-1,5.031896383E-2
8.329677083E-1,-5.029460043E-2,1.008882523E-1,4.960775748E-2
8.429977083E-1,-3.374225274E-2,7.134340703E-2,4.304599762E-2
8.530267083E-1,-2.200130373E-2,3.795789927E-2,2.807544358E-2
8.630557083E-1,-5.964012817E-3,6.249086000E-4,1.492502075E-2
8.730857083E-1,-1.398555934E-3,-2.528418601E-2,1.840896904E-2
8.831147083E-1,8.087357506E-3,-3.980640694E-2,2.780886181E-2
8.931437083E-1,4.831716884E-3,-4.110398889E-2,3.393886611E-2
9.031737083E-1,1.391445287E-3,-2.449731901E-2,2.488491684E-2
9.132027083E-1,3.610509448E-3,-5.535152741E-3,7.005903404E-3
9.232317084E-1,8.509127423E-3,1.007416751E-2,-1.055844314E-2
9.332617083E-1,2.763357759E-2,-5.189423449E-3,-2.191041037E-2
9.432907083E-1,5.079349130E-2,-2.646248788E-2,-2.343134210E-2
9.533207083E-1,6.662910432E-2,-4.169044271E-2,-2.465074509E-2
9.633497083E-1,7.020413131E-2,-4.351790249E-2,-2.252394520E-2
9.733787083E-1,5.514014512E-2,-2.628735080E-2,-2.527467348E-2
9.834087083E-1,2.767656371E-2,7.042109966E-3,-2.203840017E-2
