"Time (s)","X (hPa)"
-5.506135833E-1,1.013095474E3
4.549864167E-1,1.013097382E3
1.460607417E0,1.013099213E3
2.466231417E0,1.013099518E3
3.471841417E0,1.013101044E3
3.823060417E0,1.013101044E3
4.895701417E0,1.013100739E3
5.968340417E0,1.013099823E3
7.041037417E0,1.013099289E3
8.113737417E0,1.013098831E3
9.186396417E0,1.013098221E3
1.025909642E1,1.013096466E3
1.133179642E1,1.013095627E3
1.240446142E1,1.013093948E3
1.347714542E1,1.013093109E3
1.454981442E1,1.013092270E3
1.562245442E1,1.013092270E3
1.669515242E1,1.013092270E3
1.776785242E1,1.013092499E3
1.884053142E1,1.013093796E3
1.991319342E1,1.013095322E3
2.098584842E1,1.013096695E3
2.205849342E1,1.013098373E3
2.313115942E1,1.013100281E3
2.420385442E1,1.013100739E3
2.527657642E1,1.013100891E3
2.634930442E1,1.013101120E3
2.742201242E1,1.013101120E3
2.849470342E1,1.013100510E3
2.956742342E1,1.013100510E3
3.064011242E1,1.013099899E3
3.171281342E1,1.013098145E3
3.278546642E1,1.013096924E3
3.385813642E1,1.013095856E3
3.493083442E1,1.013094635E3
3.600346142E1,1.013094254E3
3.707609142E1,1.013094177E3
3.814877842E1,1.013094177E3
3.922145642E1,1.013094177E3
4.029410642E1,1.013094864E3
4.136677442E1,1.013097382E3
4.243945542E1,1.013098984E3
4.351210242E1,1.013100662E3
4.458476142E1,1.013101807E3
4.565748042E1,1.013101807E3
4.673017642E1,1.013101425E3
4.780281442E1,1.013100052E3
4.887548242E1,1.013098221E3
4.994820942E1,1.013095932E3
5.102089042E1,1.013094177E3
5.209359242E1,1.013092117E3
5.316625142E1,1.013090363E3
5.423889742E1,1.013089828E3
5.531154542E1,1.013089523E3
5.638423742E1,1.013089142E3
5.745687642E1,1.013089142E3
5.852951742E1,1.013089523E3
5.960218342E1,1.013091202E3
6.067484542E1,1.013092346E3
6.174750142E1,1.013094406E3
6.282012642E1,1.013095322E3
6.389272542E1,1.013095322E3
6.496537242E1,1.013095016E3
6.603801942E1,1.013093185E3
6.711062542E1,1.013091049E3
6.818324542E1,1.013089218E3
6.925589542E1,1.013088074E3
7.032858742E1,1.013086243E3
7.140124342E1,1.013085785E3
7.247388942E1,1.013085785E3
7.354657342E1,1.013086014E3
7.461925342E1,1.013087006E3
7.569195242E1,1.013088074E3
7.676464242E1,1.013088455E3
7.783734442E1,1.013088760E3
7.891003442E1,1.013088760E3
7.998271842E1,1.013087921E3
8.105538642E1,1.013087845E3
8.212804542E1,1.013087616E3
8.320076842E1,1.013087311E3
8.427349342E1,1.013087311E3
8.534621542E1,1.013087845E3
8.641893342E1,1.013088150E3
8.749161542E1,1.013088303E3
8.856434442E1,1.013088303E3
8.963705042E1,1.013087845E3
9.070976142E1,1.013086166E3
9.178246342E1,1.013084793E3
9.285515642E1,1.013084106E3
9.392779842E1,1.013083878E3
9.500047442E1,1.013083878E3
9.607315342E1,1.013083878E3
9.714583042E1,1.013084259E3
9.821851642E1,1.013084259E3
9.929118742E1,1.013084717E3
1.003638714E2,1.013085175E3
1.014365404E2,1.013086243E3
1.025091874E2,1.013087234E3
1.035818104E2,1.013087234E3
1.046544104E2,1.013087082E3
1.057269894E2,1.013086395E3
1.067995534E2,1.013085403E3
1.078720814E2,1.013084259E3
1.089446584E2,1.013084259E3
1.100172794E2,1.013084259E3
1.110898714E2,1.013084259E3
1.121624664E2,1.013084946E3
1.132351204E2,1.013086014E3
1.143077774E2,1.013086395E3
1.153804164E2,1.013087311E3
1.164530534E2,1.013088760E3
1.175256574E2,1.013090439E3
1.185983164E2,1.013090591E3
1.196709104E2,1.013091278E3
1.207435284E2,1.013091278E3
1.218161584E2,1.013091278E3
1.228887754E2,1.013090668E3
1.239614034E2,1.013090439E3
1.250340354E2,1.013089981E3
1.261067024E2,1.013089981E3
1.271793764E2,1.013089981E3
1.282520814E2,1.013088989E3
1.293247694E2,1.013088684E3
1.303975014E2,1.013088684E3
1.314702464E2,1.013088989E3
1.325429864E2,1.013089142E3
1.336157524E2,1.013089600E3
1.346884644E2,1.013089600E3
1.357611754E2,1.013089523E3
1.368338854E2,1.013088303E3
1.379066304E2,1.013088150E3
1.389793314E2,1.013088074E3
1.400520834E2,1.013087006E3
1.411247864E2,1.013086166E3
1.421975104E2,1.013085403E3
1.432702184E2,1.013085175E3
1.443429254E2,1.013084793E3
1.454156434E2,1.013084259E3
1.464883364E2,1.013083496E3
1.475609954E2,1.013083038E3
1.486336474E2,1.013082809E3
1.497062774E2,1.013082886E3
1.507789354E2,1.013082809E3
1.518516014E2,1.013082657E3
1.529242604E2,1.013082199E3
1.539969404E2,1.013080521E3
1.550696104E2,1.013079224E3
1.561422914E2,1.013078156E3
1.572149584E2,1.013078156E3
1.582876094E2,1.013078384E3
1.593602484E2,1.013078995E3
1.604328774E2,1.013079529E3
1.615055124E2,1.013079834E3
1.625781994E2,1.013079910E3
1.636508804E2,1.013080139E3
1.647235544E2,1.013080750E3
1.657962014E2,1.013081512E3
1.668688314E2,1.013081818E3
1.679414294E2,1.013081818E3
1.690140834E2,1.013081512E3
