"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.595208328E-3,-9.032385796E-2,2.851070091E-2,1.591046900E-2
1.960220833E-2,-1.186779961E-1,3.494409844E-2,9.827275760E-3
2.960920833E-2,-1.196414083E-1,2.327904478E-2,-1.727379858E-4
3.961620833E-2,-1.185905263E-1,1.903875917E-2,-6.290284917E-3
4.962320833E-2,-1.152478456E-1,2.212890983E-2,-4.652319476E-2
5.963120833E-2,-1.220876426E-1,2.478541434E-2,-5.832845345E-2
6.963820833E-2,-9.506176412E-2,1.696895063E-2,-5.352624133E-2
7.964520833E-2,-3.063661978E-3,4.656625912E-2,-1.951554231E-2
8.965220833E-2,1.101390645E-1,6.289934367E-2,2.719406039E-2
9.966020833E-2,2.018745840E-1,6.272730231E-2,5.175399780E-2
1.096672083E-1,2.482682019E-1,5.210983381E-2,7.559625059E-2
1.196742083E-1,2.656522691E-1,5.833576992E-2,8.888489008E-2
1.296812083E-1,2.585705817E-1,6.449356675E-2,1.086205468E-1
1.396882083E-1,2.219590396E-1,6.902147084E-2,1.272011548E-1
1.496962083E-1,1.640242487E-1,7.117625326E-2,1.394688934E-1
1.597032083E-1,1.019672677E-1,5.233039334E-2,1.467425227E-1
1.697094167E-1,4.091759399E-2,3.996247426E-2,1.316885948E-1
1.797164167E-1,-1.075971872E-2,4.702730849E-2,9.245596826E-2
1.897234167E-1,-5.576060340E-2,5.802439526E-2,3.914693370E-2
1.997314167E-1,-8.339143544E-2,7.456475496E-2,-1.038200222E-2
2.097384167E-1,-9.061306715E-2,9.562489390E-2,-5.900713801E-2
2.197454167E-1,-9.503258020E-2,1.176103577E-1,-9.381864965E-2
2.297524167E-1,-1.016932875E-1,1.343246996E-1,-1.205955073E-1
2.397604167E-1,-1.059524789E-1,1.579826176E-1,-1.404730827E-1
2.497674167E-1,-1.101531759E-1,1.761519015E-1,-1.478579938E-1
2.597744167E-1,-1.196673140E-1,1.900994033E-1,-1.524420828E-1
2.697814167E-1,-1.359077990E-1,1.855594069E-1,-1.592875719E-1
2.797884167E-1,-1.715808362E-1,1.780769974E-1,-1.631038934E-1
2.897964167E-1,-2.212900817E-1,1.663765758E-1,-1.678073406E-1
2.998034167E-1,-2.762870491E-1,1.335421950E-1,-1.772953868E-1
3.098104167E-1,-3.090696335E-1,1.100187600E-1,-1.817571372E-1
3.198174167E-1,-3.110337257E-1,1.024029180E-1,-1.787184775E-1
3.298244167E-1,-3.026041090E-1,1.005896032E-1,-1.670962423E-1
3.398324167E-1,-2.882254422E-1,9.241715819E-2,-1.548379809E-1
3.498394167E-1,-2.659355402E-1,9.856310487E-2,-1.316475570E-1
3.598464167E-1,-2.475828975E-1,9.197284281E-2,-1.087688729E-1
3.698534167E-1,-2.190712392E-1,8.619531244E-2,-6.971776485E-2
3.798614167E-1,-1.778039634E-1,8.555269241E-2,-2.039948292E-2
3.898684167E-1,-1.366613656E-1,9.139119089E-2,2.631978504E-2
3.998754167E-1,-1.071508825E-1,1.080127805E-1,5.477459356E-2
4.098824167E-1,-9.230242670E-2,1.375120878E-1,7.534751296E-2
4.198894167E-1,-6.931827962E-2,2.023062557E-1,8.464886993E-2
4.298974167E-1,-3.441190720E-2,2.890235186E-1,9.119069576E-2
4.399044167E-1,-8.482038975E-3,3.458175659E-1,9.439101815E-2
4.499114167E-1,-1.094938628E-2,3.603722453E-1,9.634361416E-2
4.599184167E-1,-4.717982933E-2,3.293189704E-1,1.044942215E-1
4.699254167E-1,-1.140177026E-1,2.631966770E-1,1.099194512E-1
4.799334167E-1,-1.874354631E-1,1.701074839E-1,1.102928221E-1
4.899404167E-1,-2.526125014E-1,8.332063258E-2,1.129376218E-1
4.999474167E-1,-2.988899648E-1,-1.106364653E-3,1.152758747E-1
5.099544167E-1,-3.444644511E-1,-1.000503898E-1,1.120415404E-1
5.199614167E-1,-3.870111108E-1,-2.058843970E-1,8.353453130E-2
5.299694167E-1,-4.155822098E-1,-2.764997482E-1,4.230913520E-2
5.399764167E-1,-4.395250976E-1,-3.002226651E-1,-4.130532499E-3
5.499834167E-1,-4.658859074E-1,-2.625431418E-1,-4.298768565E-2
5.599904167E-1,-4.908882082E-1,-1.752516478E-1,-5.740124360E-2
5.699974167E-1,-4.997424483E-1,-5.147683248E-2,-5.467431620E-2
5.800054167E-1,-4.810497165E-1,9.400366992E-2,-3.885939717E-2
5.900124167E-1,-4.388146698E-1,2.122419924E-1,-1.864700392E-2
6.000194167E-1,-3.814909160E-1,2.782047689E-1,-2.064777073E-4
6.100264167E-1,-3.284407258E-1,2.913079560E-1,1.707363874E-2
6.200344167E-1,-2.846751511E-1,2.597825229E-1,3.652989864E-2
6.300414167E-1,-2.347668260E-1,2.008716464E-1,5.120950192E-2
6.400484167E-1,-1.794034392E-1,1.205256730E-1,7.042793930E-2
6.500554167E-1,-1.173352152E-1,3.514192626E-2,8.245735615E-2
6.600624167E-1,-5.806896091E-2,-4.872234911E-2,8.307734132E-2
6.700704167E-1,-2.338266745E-2,-1.349485517E-1,8.256944269E-2
6.800774167E-1,-1.087406743E-2,-1.989094168E-1,7.807349414E-2
6.900844167E-1,-8.980142884E-3,-2.300268710E-1,7.552394271E-2
7.000914167E-1,-1.229338162E-2,-2.440968901E-1,7.048977166E-2
7.100984167E-1,-1.553876884E-2,-2.412125468E-1,6.955214590E-2
7.201064167E-1,-9.746659547E-3,-2.170017511E-1,6.445858628E-2
7.301134167E-1,6.381284446E-3,-1.904363334E-1,4.896293581E-2
7.401204167E-1,3.317401931E-2,-1.543009579E-1,2.964489907E-2
7.501274167E-1,7.345174998E-2,-1.154540926E-1,1.228717715E-2
7.601344167E-1,1.110601127E-1,-9.357436001E-2,5.971224513E-3
7.701424167E-1,1.459894925E-1,-1.015900522E-1,-1.060477830E-2
7.801494167E-1,1.933572739E-1,-1.030859500E-1,-2.410540730E-2
