"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.580583337E-3,2.577227725E-1,4.680708921E-1,-2.937290311E-2
1.858858333E-2,2.644134124E-1,6.314083663E-1,3.764378965E-2
2.859658333E-2,1.964788530E-1,8.144813262E-1,-1.563837826E-2
3.860429167E-2,1.433674238E-1,9.602873495E-1,-7.075130939E-4
4.861229166E-2,3.854942514E-4,1.013901859E0,7.748437822E-2
5.862029166E-2,-3.114292838E-1,8.511666110E-1,1.565299630E-3
6.862829167E-2,-6.636647507E-1,4.991722687E-1,-1.046996588E-1
7.863629167E-2,-7.976188333E-1,2.442861450E-1,5.375374585E-1
8.864429167E-2,-5.283819248E-1,4.491092122E-1,1.007232597E0
9.865229166E-2,-3.725489864E-1,5.570339393E-1,1.015942025E0
1.086602917E-1,-2.945748308E-1,5.624205040E-1,9.306410891E-1
1.186682917E-1,-2.859718224E-1,5.465186721E-1,7.372596341E-1
1.286762917E-1,-2.716344497E-1,5.059315403E-1,5.939560729E-1
1.386842917E-1,-1.325054350E-1,4.658103585E-1,6.290662640E-1
1.486922917E-1,5.462657070E-2,4.478281604E-1,6.628631705E-1
1.587002917E-1,1.136667111E-1,4.837040444E-1,5.299547893E-1
1.687082917E-1,6.990508938E-2,5.863774236E-1,2.831426471E-1
1.787162917E-1,-3.823852457E-2,6.620053840E-1,-7.376145601E-2
1.887242917E-1,-1.224669260E-1,7.546109542E-1,-4.359742463E-1
1.987322917E-1,-2.044382108E-1,8.090665852E-1,-6.033057708E-1
2.087402917E-1,-2.257212353E-1,8.558081308E-1,-6.475861502E-1
2.187482917E-1,-1.133673337E-1,8.594117698E-1,-5.891742200E-1
2.287562917E-1,7.562176595E-2,9.339805070E-1,-4.254346400E-1
2.387642917E-1,1.620960738E-1,8.975003864E-1,-2.659822387E-1
2.487722917E-1,9.263653309E-2,7.967437975E-1,-2.377302468E-1
2.587802917E-1,-4.177726405E-2,7.225514017E-1,-3.269505715E-1
2.687882917E-1,-1.804551615E-1,7.159043600E-1,-5.762811095E-1
2.787962917E-1,-2.018326915E-1,7.542055960E-1,-7.919287616E-1
2.888042917E-1,-1.092505010E-1,7.804785246E-1,-7.025224954E-1
2.988122917E-1,3.578836306E-2,7.632949466E-1,-4.330588245E-1
3.088202917E-1,1.924760136E-1,7.631514705E-1,-1.438385814E-1
3.188282917E-1,2.784079739E-1,7.225854617E-1,4.698822498E-2
3.288362917E-1,2.634507597E-1,6.434882022E-1,1.452267104E-1
3.388442917E-1,1.825762755E-1,5.659827740E-1,1.385456818E-1
3.488522917E-1,-1.619646302E-2,5.543558049E-1,-7.556590676E-2
3.588602917E-1,-1.711777499E-1,6.347670069E-1,-3.031670219E-1
3.688682917E-1,-2.165909177E-1,7.921448893E-1,-5.159431064E-1
3.788762917E-1,-2.515698388E-1,9.805736064E-1,-7.668167245E-1
3.888842917E-1,-3.156982628E-1,1.117750821E0,-1.129257556E0
3.988922917E-1,-3.616245604E-1,1.255125305E0,-1.463079776E0
4.089002917E-1,-3.728719720E-1,1.345744284E0,-1.659762568E0
4.189082917E-1,-3.521303267E-1,1.353432788E0,-1.550272871E0
4.289162917E-1,-3.162493629E-1,1.258505873E0,-1.110006183E0
4.389242917E-1,-1.556376596E-1,1.249545015E0,-5.580962688E-1
4.489322917E-1,7.384161768E-2,1.250663002E0,-2.052127111E-1
4.589402917E-1,1.878059521E-1,1.223091846E0,7.125709355E-2
4.689482917E-1,2.610694994E-1,1.159284836E0,2.159961462E-1
4.789562917E-1,3.768658761E-1,1.162462871E0,2.388312775E-1
4.889642917E-1,3.713242871E-1,1.220284378E0,2.230701077E-1
4.989722917E-1,2.418047876E-1,1.278179415E0,1.175810748E-1
5.089802917E-1,6.474875880E-2,1.353693135E0,-2.076165015E-1
5.189882917E-1,-1.702602669E-1,1.392886291E0,-5.696842808E-1
5.289962917E-1,-3.361325274E-1,1.427147758E0,-8.623608130E-1
5.390042917E-1,-4.107663514E-1,1.501203914E0,-1.063360605E0
5.490122917E-1,-5.027659674E-1,1.551153169E0,-1.105892082E0
5.590202917E-1,-6.008206310E-1,1.549498992E0,-1.073299118E0
5.690282917E-1,-7.003274506E-1,1.533406869E0,-1.013586182E0
5.790362917E-1,-8.226444047E-1,1.556255742E0,-8.766777205E-1
5.890442917E-1,-8.992585710E-1,1.590134217E0,-7.719915104E-1
5.990522917E-1,-9.284790811E-1,1.611478016E0,-7.587019587E-1
6.090602917E-1,-1.017362241E0,1.628253970E0,-6.484462756E-1
6.190682917E-1,-1.044701117E0,1.613171077E0,-4.974220508E-1
6.290762917E-1,-9.399051252E-1,1.626902094E0,-2.720726985E-1
6.390842917E-1,-7.132065278E-1,1.658126518E0,-8.862390876E-2
6.490922917E-1,-6.370881323E-1,1.710373582E0,6.090401351E-2
6.591002917E-1,-6.619467656E-1,1.619649500E0,1.606405556E-1
6.691082917E-1,-6.807142083E-1,1.520023178E0,2.473687971E-1
6.791162917E-1,-6.535818851E-1,1.462682750E0,3.475859803E-1
6.891242917E-1,-5.942288455E-1,1.436345721E0,4.464553803E-1
6.991322917E-1,-4.965471246E-1,1.405603400E0,5.483273256E-1
7.091402917E-1,-3.465654950E-1,1.396410992E0,7.827381080E-1
7.191482917E-1,-2.177603243E-1,1.362407679E0,1.031965150E0
7.291562917E-1,-1.394660884E-1,1.336605963E0,1.159943744E0
7.391642917E-1,-2.276715558E-1,1.239398049E0,1.217524785E0
7.491722917E-1,-4.564028098E-1,1.023692802E0,1.181747426E0
7.591802917E-1,-6.037898106E-1,8.511176406E-1,1.066088916E0
7.691882917E-1,-6.971759476E-1,6.337357043E-1,1.030102812E0
7.791962917E-1,-6.546944641E-1,3.886002512E-1,1.141674703E0
7.892042917E-1,-3.715837573E-1,2.240365063E-1,1.500394367E0
7.992122917E-1,-1.618063808E-1,1.316379274E-1,1.600053726E0
8.092202917E-1,-7.681103479E-2,1.355200401E-1,1.306317678E0
8.192282917E-1,-8.265152615E-2,1.638380324E-1,9.153664076E-1
8.292362917E-1,-5.278756656E-2,1.630823529E-1,5.565029025E-1
8.392442917E-1,3.557475239E-2,1.493950443E-1,2.260790849E-1
