"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.127808333E-2,-2.845763415E-2,6.689176708E-2,8.551049232E-2
2.128608334E-2,-6.572718918E-2,7.736202329E-2,7.312515378E-2
3.129408334E-2,-9.071563184E-2,8.705139905E-2,5.591846257E-2
4.130208334E-2,-9.732232988E-2,7.598977536E-2,4.678277671E-2
5.131008333E-2,-8.911393583E-2,5.404479429E-2,3.965429217E-2
6.131708334E-2,-7.362435758E-2,1.997588947E-2,3.869839013E-2
7.132508334E-2,-5.967418104E-2,-1.295170002E-2,3.989680856E-2
8.133308333E-2,-4.989079759E-2,-2.515270561E-2,3.774432465E-2
9.134108333E-2,-3.778966144E-2,-3.017116711E-2,4.162028804E-2
1.013490833E-1,-3.137576580E-2,-2.505771071E-2,4.912062362E-2
1.113570833E-1,-3.455717862E-2,-9.836947545E-3,5.484082922E-2
1.213650833E-1,-4.379895702E-2,6.959534716E-3,5.744221807E-2
1.313730833E-1,-5.005818605E-2,1.012203842E-2,5.932640284E-2
1.413800833E-1,-5.358820409E-2,9.153978899E-3,5.785127729E-2
1.513880833E-1,-4.965950921E-2,2.360788174E-3,5.288661271E-2
1.613960833E-1,-4.913596809E-2,-2.512836363E-3,5.315744877E-2
1.714040833E-1,-5.493606627E-2,2.702964935E-3,7.604864985E-2
1.814120833E-1,-5.415523052E-2,9.924395010E-3,9.479265660E-2
1.914200833E-1,-5.072934180E-2,1.114625297E-2,1.158414856E-1
2.014280833E-1,-4.937009141E-2,8.962414227E-3,1.230498180E-1
2.114360833E-1,-3.945700824E-2,1.176991872E-2,1.287990510E-1
2.214440833E-1,2.441927791E-5,5.457126349E-2,4.940680787E-2
2.314510833E-1,4.794374108E-2,6.342840195E-2,-2.011288144E-2
2.414590833E-1,8.822173625E-2,8.701077104E-2,-4.901724681E-2
2.514670833E-1,9.960488230E-2,9.691266716E-2,-4.892216995E-2
2.614750833E-1,9.584641457E-2,9.913191199E-2,-2.264573053E-2
2.714830833E-1,7.562210411E-2,7.888230681E-2,1.357075060E-3
2.814910833E-1,5.135494843E-2,5.206998438E-2,3.159451485E-2
2.914990833E-1,3.696695343E-2,7.354977541E-3,5.320420116E-2
3.015070833E-1,5.204002932E-2,-3.708694503E-2,6.434512138E-2
3.115140833E-1,8.318196982E-2,-7.050961256E-2,6.586738676E-2
3.215220833E-1,1.242217049E-1,-9.249944985E-2,6.508655101E-2
3.315300833E-1,1.523939520E-1,-9.068211168E-2,6.622797996E-2
3.415380833E-1,1.499238312E-1,-5.803205818E-2,6.982509792E-2
3.515460833E-1,1.106643155E-1,-1.163793076E-2,7.288107276E-2
3.615540833E-1,4.176190123E-2,3.619320691E-2,6.634730101E-2
3.715620833E-1,-4.152579606E-2,7.280874252E-2,4.871531203E-2
3.815700833E-1,-1.004876047E-1,1.029736027E-1,2.069894969E-2
3.915780833E-1,-1.223777235E-1,1.153892577E-1,2.905039582E-3
4.015850833E-1,-1.215035319E-1,1.129816473E-1,1.875614980E-3
4.115930833E-1,-1.102628559E-1,1.042440832E-1,1.246807165E-2
4.216010833E-1,-9.549071640E-2,8.073540777E-2,3.316428885E-2
4.316090833E-1,-9.227362275E-2,4.024017975E-2,4.880902916E-2
4.416170833E-1,-9.558464587E-2,-5.880907644E-3,5.559247360E-2
4.516250833E-1,-9.893037379E-2,-3.884551302E-2,4.560721666E-2
4.616330833E-1,-9.557300806E-2,-4.782203212E-2,3.426683694E-2
4.716407917E-1,-9.297350049E-2,-3.271285444E-2,2.460995130E-2
4.816477917E-1,-9.735462070E-2,-1.952510327E-3,3.037768789E-2
4.916557917E-1,-1.075792983E-1,2.949089929E-2,4.423917085E-2
5.016637917E-1,-1.285880506E-1,3.809648007E-2,6.243346632E-2
5.116717917E-1,-1.578351557E-1,1.363508031E-2,7.829099149E-2
5.216797917E-1,-1.919224113E-1,-2.393504046E-2,8.426994830E-2
5.316877917E-1,-2.176781148E-1,-5.953271687E-2,8.330215514E-2
5.416957917E-1,-2.167176604E-1,-8.356948942E-2,6.869033724E-2
5.517037917E-1,-2.062176019E-1,-8.725770563E-2,5.237500742E-2
5.617107917E-1,-1.817781180E-1,-6.938505173E-2,5.765002966E-2
5.717187917E-1,-1.546831131E-1,-4.403734580E-2,7.332033664E-2
5.817267917E-1,-1.257816255E-1,-2.408863045E-3,9.996794164E-2
5.917347917E-1,-8.779323101E-2,5.766885728E-2,1.334058046E-1
6.017427917E-1,-6.270509958E-2,1.080066636E-1,1.591935456E-1
6.117507917E-1,-5.136056989E-2,1.408658028E-1,1.707085222E-1
6.217587917E-1,-5.565663427E-2,1.517905295E-1,1.678830683E-1
6.317667917E-1,-8.428534865E-2,1.395037621E-1,1.549851149E-1
6.417737917E-1,-1.215282232E-1,1.098668948E-1,1.329401731E-1
6.517817917E-1,-1.578777134E-1,8.449362963E-2,1.105176881E-1
6.617897917E-1,-1.856588125E-1,5.759242922E-2,9.478573501E-2
6.717977917E-1,-1.977040321E-1,2.880072780E-2,9.495084733E-2
6.818057917E-1,-2.031961381E-1,-4.656725097E-3,1.079425067E-1
6.918137917E-1,-2.108663172E-1,-4.969264194E-2,1.223752424E-1
7.018217917E-1,-2.165487707E-1,-8.946888894E-2,1.403559744E-1
7.118297917E-1,-2.178127021E-1,-1.291316152E-1,1.416952759E-1
7.218377917E-1,-2.117233574E-1,-1.528113633E-1,1.195159182E-1
7.318447917E-1,-2.167455405E-1,-1.604133546E-1,8.687168360E-2
7.418527917E-1,-2.376059592E-1,-1.494473815E-1,4.645143822E-2
7.518607917E-1,-2.556715310E-1,-1.174085066E-1,-1.782670734E-3
